"","Gene","larva","pupa","head","thorax","abdomen","DEcat","FDR","conn"
"83","LOC100576847",0.0925480623256726,-0.530539483976872,-1.49793340513835,-0.11388408339899,-2.05701977470848,"queen",0.0202923717772568,20.104507538034
"84","LOC100576863",0.0646742967897533,0.416537140891846,-0.323784841330858,0.610613910790974,-5.11906214500809,"queen",1.65495702094913e-30,163.999753558943
"85","LOC100576864",0.313865549850398,0.912368378802154,-0.237862131239652,1.22206110961993,-2.30935731342525,"queen",6.15015810852626e-07,81.7603468584865
"86","LOC100576871",-0.0328868425809131,0.36308480249865,1.00602620338363,-0.740518159171822,-1.5892690106777,"queen",9.66552266229782e-06,66.9397406466972
"87","LOC100576891",0.795870071441813,1.05237519625636,-3.72118143498604,-1.22056971389104,-8.15151050383258,"queen",1.29241061991303e-31,73.8305981146434
"88","LOC100576908",0.040547309474093,-0.774459843892539,-1.73129910727392,0.563427792410185,-4.88346734579005,"queen",7.77030862087536e-23,200.516919751215
"89","LOC100576915",0.119575216415066,-0.129811372758587,1.0194450354239,0.544683144847106,-0.407417775007917,"non-DE",0.389086853520705,22.6783022797213
"90","LOC100576951",0.059357473690043,0.233037834601281,0.577082335455273,-0.16787495247632,-0.364151209272712,"non-DE",0.626379101638143,38.2901898246365
"91","LOC100576957",0.185176848795732,-0.851756345720326,2.03490631290413,0.0520905142427755,-3.37534233176533,"queen",4.9041312083817e-05,135.094662118586
"92","LOC100576989",0.299701020312286,-0.0718055449028096,0.0659725176735723,-1.65407287023059,-7.33366156488572,"queen",5.37806652373046e-40,182.019480838538
"93","LOC100576990",-0.425265130023735,0.277416685459467,0.968715600270609,-0.0264167899649246,-1.73271928652515,"queen",7.83137034058271e-05,80.7206073334916
"94","LOC100577023",0.381912406913798,0.971778375215544,-0.0948465363475565,0.566051015567404,-2.04989046563787,"queen",0.0238475736120567,158.366297799649
"95","LOC100577064",-0.0889851269017301,1.45803340607489,0.835226752494547,2.77141417411587,4.71944166845334,"worker",0.0501682925051756,4.76426014616642
"96","LOC100577102",0.00329135080275929,-0.038228477228946,0.198585589709407,0.434189836608223,-0.547204340937289,"non-DE",0.335263408758192,22.2711557921996
"97","LOC100577132",0.750219102421081,0.263580004426602,-0.350724934862136,1.16419742577936,-4.13807656381799,"queen",2.07441820652243e-08,27.2545743150458
"98","LOC100577141",2.05788349629809,0,-0.187343544527229,-4.12857223735201,-9.49015289222497,"queen",2.28822478633619e-26,115.087292661195
"99","LOC100577147",2.05402371615046,0,-0.146896894452432,6.11801129211223,-6.7256557078683,"queen",9.25863715128945e-10,94.5340863803096
"100","LOC100577162",-0.863222705306052,-5.09032079597481,-0.617355497610762,-6.67015806162375,-5.40632789480647,"queen",3.35982988414597e-06,19.5638727523374
"101","LOC100577174",-0.459080546989259,-0.801850960354898,0.621641954810798,-0.459484341420085,-1.5472255255419,"queen",0.00222152976404953,136.876368203367
"102","LOC100577180",-0.287900659032535,0.776839868441479,-0.183609416027169,0.306981184864647,-3.54015755478601,"queen",2.25791046655912e-20,187.498560999301
"103","LOC100577220",-0.649288176405826,0.448567672567713,1.26641509190819,1.90345288481402,-2.89474283297907,"queen",6.91682691221306e-05,46.8969351349935
"104","LOC100577221",0.220276710198488,0.851422724204764,0.142725332556354,-0.112988769479584,-1.58520771532287,"queen",4.98866500781999e-05,160.078400884669
"105","LOC100577224",0.517272270653905,-1.88617660389861,-0.0409377326274161,-0.0487227910592496,-0.985069293039742,"queen",0.0649573630761944,118.843012477212
"106","LOC100577237",-0.87393446113499,0.333957559068709,1.1146562276793,1.22667809385502,-3.51173483208812,"queen",0.0051905226307401,33.2832954307063
"107","LOC100577250",-0.37058340976594,0.860560285098435,0.926975141755423,0.819095535264393,-1.44975186777676,"queen",0.0249345899110643,37.5108638859239
"108","LOC100577260",-1.79866339603446,-0.419009795653215,-1.49459041725884,-3.84373874166638,-2.88156691460837,"queen",0.00163558259642056,96.7555931694253
"109","LOC100577269",-0.411057795548332,1.79557899770794,-0.263320539609103,-0.399108637744853,-6.24148241228463,"queen",7.98416193429703e-75,49.7629684575736
"110","LOC100577280",0.46362502414702,-0.47273221502072,-0.595532511576724,0.242704660722487,-1.00350351031157,"queen",0.0732709818312472,40.4869401831521
"111","LOC100577293",0.0490704958843923,-0.0323805639932312,0.15991715968645,-0.654701933904597,-1.17144316830965,"queen",0.0178287801142672,134.282643204574
"112","LOC100577331",-0.726189100121809,3.27192947647362,6.59121764350165,2.45239382622334,0,"non-DE",1,2.87972489323551
"113","LOC100577342",-1.1046231997705,0.564819038296525,0.156514435634435,0.326748823756105,0.439734479160854,"non-DE",0.785631192149934,1.34380434905078
"114","LOC100577382",0.246959327685572,-0.926153839016481,0.548423816254495,0.388653324044444,-6.27214711158748,"queen",3.53531579991165e-19,195.946299014055
"115","LOC100577386",0.102194356632764,0.764976938381205,0.0598273122709656,-0.192344253432981,-1.94738808838752,"queen",1.0489739949042e-07,42.4054612571526
"116","LOC100577396",3.04509069348923,-1.48319499669004,-2.44593788646929,-2.06353495749522,-2.48293266690712,"queen",0.0699583663872846,25.8437731394903
"117","LOC100577401",-0.186941213599461,-0.222301302096132,1.05178847421955,1.24666800080419,-1.31457721410761,"queen",0.000826425217462889,186.076997801888
"118","LOC100577452",0.0240694315340104,0.559691890878766,-0.281006251296182,0.45862823497097,-1.24797027403393,"queen",0.00199758843693853,51.0971066053305
"119","LOC100577455",0.0664725377708216,-0.0930862159183065,-0.078072069813043,0.983573674586979,-2.43453082745151,"queen",1.00988508809434e-09,185.57852305156
"120","LOC100577486",-0.455228283670575,-0.639869443117469,-0.860156965511032,-1.73900463998027,3.34337252949892,"worker",2.03382811884681e-05,3.9677736219338
"121","LOC100577492",0.785251425514478,-0.883842827361076,3.56060761197864,4.64204919072409,-7.12460776964519,"queen",1.29069640909491e-16,163.899557781417
"122","LOC100577493",0.339521912877875,-0.664965242047418,0.0546811547895709,-0.321468774853631,-2.16676730231687,"queen",7.36492588068224e-08,91.4051572161736
"123","LOC100577507",2.70367955286535,-0.194123568727317,-0.221735500629476,-0.93558752187222,-3.03101145736885,"queen",0.00725939789914749,51.5821909660437
"124","LOC100577517",0.0591798892564576,0.191938442336067,0.969775325458716,0.0602095703161093,-1.6385739494621,"queen",6.01682510791721e-06,26.1011421085927
"125","LOC100577521",1.75151784721823,-7.26322484338898,-0.00795033293707247,-2.70046831652101,-2.28468499541779,"queen",0.0148493094156984,88.5928637026057
"126","LOC100577538",1.9071402199171,-2.10715295193803,2.53299859365871,4.15215263436196,-7.82766601579901,"queen",3.97933676206862e-17,154.757084911832
"127","LOC100577541",-0.113614969710838,-0.0159203109349952,-0.999363887848493,-0.953663230123952,-1.61077397242554,"queen",0.0476130038589571,20.069701927271
"128","LOC100577548",-0.332875736063114,0.646115760695536,-0.142796298475672,-1.77526210634749,1.23801759468404,"non-DE",0.527365752852126,5.71732648960153
"129","LOC100577576",0.304878524812646,0.898073560169673,1.10571598490914,0.655189857220715,4.6727787352282,"worker",0.000918770947839193,13.5612973785428
"130","LOC100577577",-0.083937978505408,0.57295620632401,0.104565392630577,0.411938687432741,1.550048359222,"non-DE",0.127161314613806,9.7104620166372
"131","LOC100577578",-0.334688640169731,-0.109824051301474,-0.563962504505994,-0.381089823485888,-2.42300176188226,"queen",1.10755607857521e-09,48.9562820709737
"132","LOC100577580",-0.0220014859055618,0.191761906382721,0.407951238929859,1.11021226918562,-1.33724480430393,"queen",0.00200682121511348,115.606909750691
"133","LOC100577587",0.00907941844111657,0.0479517831169916,0.500573156349129,1.59918820426339,-0.784715989979646,"queen",0.0766355963318813,9.87703629303545
"134","LOC100577606",-0.0115530277490891,0.145884255089596,0.362516968836486,0.19731636037634,0.136786755190716,"non-DE",0.793760602180673,25.2831935051141
"135","LOC100577638",1.07767423792198,-0.41557703401121,-0.69331542469986,0.869398792057146,-0.711888236473776,"non-DE",0.151214925876131,56.1699679159433
"136","LOC100577647",0.645642364123904,-0.21353748004676,1.27816368710882,2.35487996741638,2.98982048917263,"non-DE",0.147885342022491,2.8111785700016
"137","LOC100577649",-0.143178786723539,0.0862450156944287,0.48361210204134,0.334090883087565,-2.46626258886333,"queen",1.02738543430131e-12,103.429886675509
"138","LOC100577676",-0.223527125521167,0.134705009064095,0.451559675735797,-0.87780315774138,-3.73298558409496,"queen",2.08592805574219e-11,173.331447432757
"139","LOC100577678",0.894472392120648,0.442290919327544,-0.674748391818801,4.14667483792115,-3.55288966509252,"queen",3.20877513383551e-06,22.2464284083847
"140","LOC100577680",1.43525427607322,-0.159612896485172,0.340410364542637,1.09855508748445,3.05145310678197,"non-DE",0.168904486486326,4.71095811251798
"141","LOC100577722",0.0418216867138006,-0.0961436692548662,0.710555374430868,-0.486162206406625,-3.29966490266176,"queen",4.87685046571558e-09,181.828408723845
"142","LOC100577752",0.151747021180005,0.390697094358853,-1.04014917303503,-0.930052407043645,-3.45917124812798,"queen",0.000417728711280356,97.9906103033086
"143","LOC100577783",0.587332832484912,-0.141542691770167,5.47473960468048,5.35577805649286,3.87771950054076,"worker",0.0172022952444475,3.51322126601575
"144","LOC100577829",2.53736972946686,2.57110480915018,6.30979410286228,4.83457904944497,6.12061947964758,"worker",0.0350888248953672,10.1686683303862
"145","LOC100577840",0.588047897893544,-0.400769131582658,0.352095797944771,0.821417029077737,-2.70763387407378,"queen",0.000979932602386267,89.8405578989482
"146","LOC100577856",0.197159613878917,-0.268902464962988,-1.81491026415808,-2.38045870679972,0.52545810093273,"non-DE",0.225170439065247,9.80001714498171
"147","LOC100577877",0.351897231506929,0.940865554200633,0.433583186822698,0.279829627200825,-2.60807758656456,"queen",2.08630818657163e-08,158.082695645271
"148","LOC100577891",-0.125039563206647,0.404731643252443,-3.94818813452959,-2.11017730047768,-2.9462011204433,"queen",0.0389077909649283,22.8714760651419
"149","LOC100577909",-0.0153914589548894,0.292442363576035,0.244020025660689,-0.0477770713563798,-2.68884901824675,"queen",2.88367010934268e-15,125.913874312467
"150","LOC100577928",0.256695586894134,-0.556498206953868,-1.21670020798519,-1.10775624416042,-0.0728464166947749,"non-DE",0.926934028791286,15.4583182981924
"151","LOC100577986",0.663970204586083,0.479177816432584,0.0555227638047678,0.00215516285029882,-3.69873974314879,"queen",1.01363855749593e-05,20.8149058566823
"152","LOC100577988",-0.0747825488481272,-0.295592618467583,0.874961119834974,0.500334770112219,-0.495258675751695,"non-DE",0.453469613555602,5.02778874942583
"153","LOC100577998",0.200009087855309,-0.518167052177052,-1.28480706979065,-0.285330643629873,-2.42440224840246,"queen",9.89630545265486e-05,8.47366334554874
"154","LOC100578011",-0.149960722531019,0.951846145314337,0.902032830943037,0.417028785435656,-2.87109259089437,"queen",5.13989843200846e-11,191.539669080484
"155","LOC100578042",0.497750012140266,-1.20659585106559,-0.531829425606775,-5.6479294316321,-4.59831868936837,"queen",0.000243571240209571,56.8457943735831
"156","LOC100578048",0.28878191175242,-2.49151643354671,-3.46299342605269,-2.74392323315864,-8.35757344138523,"queen",1.54052322801356e-34,74.3533732459858
"157","LOC100578055",-1.59246179205596,-6.93977163400383,1.45532073762099,-3.72798114900502,-6.56915643394529,"queen",9.29631266870065e-09,17.4686102605823
"158","LOC100578064",0.127284020806215,1.32150318710555,2.87178378469267,2.94616770439186,-1.0603834459782,"non-DE",0.182477724507278,40.5545944276093
"159","LOC100578082",0.745730401624278,-1.8223510107827,1.55363831012453,1.63069588305959,-1.46218676934587,"queen",0.0823123335008079,20.1973531742819
"160","LOC100578101",0.192879388232806,0.121451729102265,-0.972051108028496,-0.512102604225208,-1.11224467494869,"queen",0.0538103076225735,9.43803794760488
"161","LOC100578111",-0.136385070336243,0.76205426142082,-2.75833947709908,-1.39074631255977,-1.1272491025166,"non-DE",0.27657672833124,21.4024397015204
"162","LOC100578116",0.0510461924318302,0.676755631403661,0.950725247706055,0.739150351789243,-2.53955957835746,"queen",0.000890621394021734,171.666797500874
"163","LOC100578129",0.114937445943409,-0.661298671648718,0.962919254407964,-1.61621098291323,-5.01353993632218,"queen",4.88937967887975e-08,101.314113914625
"164","LOC100578161",-0.28486929805481,0.124180440897255,0.0610150168353169,-0.538137947228639,-1.58652835477618,"queen",1.06917372305414e-06,124.570119316652
"165","LOC100578170",0.454130303082218,0.974422485069777,0.430060453902815,0.622078790524924,-1.93035815945072,"queen",0.00421926052998549,47.2793772781807
"166","LOC100578193",-0.909186636668926,2.35065173114907,4.18553795517231,4.01753457783603,-0.553867856179535,"non-DE",0.763072627547076,8.78716679628824
"167","LOC100578201",0.0169530905416436,0.260172142907161,-0.252336685312569,0.253772546266742,-1.58083081449731,"queen",0.000107198320192638,113.945600011567
"168","LOC100578213",0.231441250071831,0.805132539395933,-1.50543101057711,-1.4033324694441,-2.06323418115436,"queen",9.13901147761952e-07,116.562233370694
"169","LOC100578237",-1.07968508580797,-0.40159595391112,0.0923428529945723,0.2959571699075,-4.90020995497235,"queen",2.60536686797759e-11,173.873179648212
"170","LOC100578246",0.0274381044607692,-0.0960817557046344,-0.854339921297509,-0.246493293968731,0.104755357654754,"non-DE",0.904545975220986,9.17173934091334
"171","LOC100578255",0.244127932094562,-0.51213135848157,0.7893088871602,1.03592370787598,-5.0725974632052,"queen",5.25490093628806e-21,160.515395784058
"172","LOC100578262",0.127687013159141,-0.371149258399958,-0.465067848639926,-0.281125916507833,-2.02012836289087,"queen",7.24470160079666e-05,105.419992406423
"173","LOC100578304",0.0158906903365094,-1.85598294285581,0.668966370415962,3.00883284534581,-1.57413825129339,"non-DE",0.223225737401287,25.1557070923103
"174","LOC100578316",-1.0602226094031,0.211389824813439,-4.53592018450357,-4.93822730672929,-9.91151272203381,"queen",2.24066522393461e-58,175.70949825326
"175","LOC100578330",-0.0836892396997378,0.00818711572794021,0.918515828572808,0.443907275840422,-0.361336281053543,"non-DE",0.520620016756512,29.5124765212237
"176","LOC100578345",-0.478807462377481,2.42050995470175,-0.874091991196513,-1.36408764269257,-1.43922105195482,"non-DE",0.518755156356486,15.185193640955
"177","LOC100578346",-0.0771551546790571,-0.363292112727637,1.28005791908821,0.934394603057589,-1.73391698555216,"queen",8.79842803864521e-06,163.282656375302
"178","LOC100578356",0.191952873454631,0.161019951893895,-0.0844583151049228,1.02384039229985,-1.84024103937367,"queen",0.00515478287883155,50.1498290157123
"179","LOC100578378",0.67603518549331,-0.776259229879783,0.00213386994866941,-0.0887565414389953,-0.647040856253806,"non-DE",0.499041952604676,20.0244521194466
"180","LOC100578386",0.224894952610445,0.928278699962116,0.925380070933307,-0.286356594280112,-1.04486400802809,"queen",0.0161988466114859,22.2700605859663
"181","LOC100578404",-0.197980339368956,0.330074017704384,1.2960564227212,1.10325456142452,-1.12164601747802,"queen",0.00656705643670532,80.9776365380836
"182","LOC100578413",-0.0953954616796347,2.1820579333685,0.333125310134458,-0.246099565600837,-2.70323051447152,"queen",0.00277930297338555,7.6419978229757
"183","LOC100578424",-0.0150761728288301,-0.452213450314893,0.924521107848218,0.99037251382173,-1.44249965804453,"queen",0.000949192300513399,55.853485637284
"184","LOC100578429",0.0476040782748528,1.28712696427054,0.418952307834029,1.54190246684259,-2.09210904540354,"queen",3.9882676404608e-05,40.8924870356382
"185","LOC100578442",1.77910094187265,-0.161197268167966,-0.451504456364644,-2.77079197655563,-11.1793642404529,"queen",9.538814020205e-72,176.72668677697
"186","LOC100578443",0.141776961434199,-0.0169699379402275,0.582495098911803,0.204295760769863,-2.50612584795983,"queen",1.55711611096661e-07,173.502667953267
