"","Gene","kTotal"
"LOC725627","LOC725627",95.3529524262514
"LOC725628","LOC725628",52.3867053564062
"LOC725629","LOC725629",2.85586290236285
"LOC725630","LOC725630",46.219367627392
"LOC725632","LOC725632",165.721718051095
"LOC725633","LOC725633",13.1202805266842
"LOC725634","LOC725634",28.6926841977862
"LOC725638","LOC725638",9.87170395203622
"LOC725641","LOC725641",109.775013081899
"LOC725642","LOC725642",130.581294919421
"LOC725645","LOC725645",43.3698499221292
"LOC725646","LOC725646",16.0819106575915
"LOC725647","LOC725647",161.88383640325
"LOC725649","LOC725649",298.711689522243
"LOC725651","LOC725651",18.5277290360969
"LOC725653","LOC725653",24.0198475655011
"LOC725654","LOC725654",44.5438936426608
"LOC725656","LOC725656",171.516371268582
"LOC725659","LOC725659",22.3364560727855
"LOC725660","LOC725660",46.9838261279077
"LOC725661","LOC725661",30.7611023128568
"LOC725662","LOC725662",113.617243161183
"LOC725664","LOC725664",2.27889102908744
"LOC725665","LOC725665",5.28199672801006
"LOC725668","LOC725668",15.4044760845831
"LOC725669","LOC725669",21.2296838176213
"LOC725670","LOC725670",53.6271637203627
"LOC725671","LOC725671",11.5371903595659
"LOC725673","LOC725673",156.678139250528
"LOC725675","LOC725675",34.7776851443746
"LOC725676","LOC725676",13.948371335102
"LOC725678","LOC725678",6.06435867301046
"LOC725679","LOC725679",44.3290021932843
"LOC725680","LOC725680",33.3337231805158
"LOC725681","LOC725681",94.8919165857651
"LOC725682","LOC725682",91.0357676070605
"LOC725683","LOC725683",29.794245307251
"LOC725684","LOC725684",8.500814038421
"LOC725685","LOC725685",40.4809898795508
"LOC725686","LOC725686",325.946052727352
"LOC725687","LOC725687",76.8719946391576
"LOC725688","LOC725688",22.9062665547388
"LOC725689","LOC725689",58.5885308785716
"LOC725690","LOC725690",9.09099261766488
"LOC725696","LOC725696",275.963832173878
"LOC725697","LOC725697",216.123683758935
"LOC725698","LOC725698",140.765585430556
"LOC725699","LOC725699",433.993405865024
"LOC725700","LOC725700",11.8729420609402
"LOC725701","LOC725701",4.03611808149953
"LOC725703","LOC725703",17.807223008075
"LOC725704","LOC725704",22.847936849311
"LOC725705","LOC725705",110.503426847448
"LOC725706","LOC725706",211.134950900069
"LOC725707","LOC725707",278.046651438546
"LOC725708","LOC725708",7.48432009780281
"LOC725710","LOC725710",16.7954532772567
"LOC725711","LOC725711",34.3496657000883
"LOC725712","LOC725712",51.9076999926883
"LOC725714","LOC725714",78.4835885882572
"LOC725715","LOC725715",4.48666811435653
"LOC725717","LOC725717",189.534631539748
"LOC725718","LOC725718",25.3244797309979
"LOC725719","LOC725719",139.081685553079
"LOC725720","LOC725720",30.4193126807126
"LOC725724","LOC725724",83.1125789045839
"LOC725725","LOC725725",30.3460504091934
"LOC725727","LOC725727",18.1509282227665
"LOC725729","LOC725729",12.6501513080486
"LOC725732","LOC725732",14.5206447428028
"LOC725733","LOC725733",234.853465190602
"LOC725734","LOC725734",127.810223543616
"LOC725736","LOC725736",12.1503632129907
"LOC725739","LOC725739",31.5892950305896
"LOC725740","LOC725740",44.194491074732
"LOC725742","LOC725742",10.5373501029074
"LOC725743","LOC725743",38.7421271103919
"LOC725744","LOC725744",198.218657663717
"LOC725745","LOC725745",43.210496312485
"LOC725746","LOC725746",146.369538568397
"LOC725747","LOC725747",14.275616692739
"LOC725748","LOC725748",9.30308424337666
"LOC725749","LOC725749",46.3131079809304
"LOC725750","LOC725750",47.1795508224275
"LOC725753","LOC725753",51.2286158304243
"LOC725754","LOC725754",6.36447636030235
"LOC725755","LOC725755",70.6394273047161
"LOC725756","LOC725756",44.1625226729259
"LOC725757","LOC725757",234.565198706542
"LOC725758","LOC725758",8.63115427660982
"LOC725759","LOC725759",43.3208433935782
"LOC725760","LOC725760",47.5039874690521
"LOC725761","LOC725761",237.844761714543
"LOC725762","LOC725762",282.325827293154
"LOC725764","LOC725764",12.6810917753574
"LOC725765","LOC725765",25.5945276576599
"LOC725766","LOC725766",272.339860742651
"LOC725770","LOC725770",54.427009955491
"LOC725774","LOC725774",22.6820539391089
"LOC725775","LOC725775",3.70762039556766
"LOC725776","LOC725776",2.64153187756324
"LOC725780","LOC725780",101.792525671324
"LOC725781","LOC725781",89.3931911710482
"LOC725782","LOC725782",26.2022479341659
"LOC725783","LOC725783",236.096576810834
"LOC725784","LOC725784",126.443929934176
"LOC725786","LOC725786",83.2129800439093
"LOC725788","LOC725788",86.1699148533563
"LOC725789","LOC725789",8.93651570745012
"LOC725791","LOC725791",225.761807630313
"LOC725792","LOC725792",41.8691926216317
"LOC725793","LOC725793",70.9002157245737
"LOC725794","LOC725794",6.27971188853313
"LOC725795","LOC725795",131.006616437877
"LOC725796","LOC725796",15.6210668269013
"LOC725797","LOC725797",45.6321497342409
"LOC725798","LOC725798",174.479015323365
"LOC725799","LOC725799",71.9845617548614
"LOC725800","LOC725800",9.69424875856417
"LOC725801","LOC725801",18.0335831876774
"LOC725803","LOC725803",8.34849062353108
"LOC725804","LOC725804",32.1629293948952
"LOC725807","LOC725807",22.1010065851955
"LOC725811","LOC725811",36.5000061503972
"LOC725812","LOC725812",74.4396610293396
"LOC725813","LOC725813",63.8443007259653
"LOC725814","LOC725814",157.135132391367
"LOC725816","LOC725816",13.4099002737477
"LOC725817","LOC725817",208.361263217306
"LOC725818","LOC725818",37.8041956685947
"LOC725819","LOC725819",7.84221454148193
"LOC725821","LOC725821",301.756951087053
"LOC725822","LOC725822",31.1344563969135
"LOC725823","LOC725823",14.5290420599475
"LOC725824","LOC725824",37.184270488089
"LOC725826","LOC725826",10.7088227026925
"LOC725828","LOC725828",61.0727430169904
"LOC725829","LOC725829",24.6312508830568
"LOC725830","LOC725830",91.278826883374
"LOC725831","LOC725831",5.56002706400826
"LOC725832","LOC725832",13.9990715995473
"LOC725833","LOC725833",154.077750346377
"LOC725834","LOC725834",70.0869390785617
"LOC725835","LOC725835",34.4635316181104
"LOC725837","LOC725837",84.5518243090971
"LOC725838","LOC725838",20.0455415291933
"LOC725840","LOC725840",4.78988626742206
"LOC725841","LOC725841",348.551429213761
"LOC725842","LOC725842",11.7739741903471
"LOC725843","LOC725843",42.6875643203389
"LOC725844","LOC725844",24.9452471301186
"LOC725848","LOC725848",65.5245947888885
"LOC725850","LOC725850",18.808063265809
"LOC725851","LOC725851",23.6945169434351
"LOC725853","LOC725853",14.591645375475
"LOC725854","LOC725854",13.7379025392577
"LOC725855","LOC725855",14.9843894098106
"LOC725856","LOC725856",44.966549862772
"LOC725859","LOC725859",140.255380776768
"LOC725860","LOC725860",3.25523783146812
"LOC725861","LOC725861",10.9118596311431
"LOC725864","LOC725864",291.65215237177
"LOC725866","LOC725866",45.9950119331527
"LOC725867","LOC725867",56.7050330239996
"LOC725870","LOC725870",4.03992656089826
"LOC725871","LOC725871",19.3830202135121
"LOC725876","LOC725876",157.173481196734
"LOC725877","LOC725877",4.6310333556686
"LOC725878","LOC725878",49.0920655840262
"LOC725879","LOC725879",58.9771815553014
"LOC725880","LOC725880",46.070752095425
"LOC725881","LOC725881",49.7380461560266
"LOC725882","LOC725882",31.6608421308829
"LOC725883","LOC725883",12.0963452346707
"LOC725884","LOC725884",57.5903788618149
"LOC725885","LOC725885",14.8800166599653
"LOC725886","LOC725886",14.9480343100959
"LOC725887","LOC725887",17.5408241303573
"LOC725889","LOC725889",11.6215120002535
"LOC725890","LOC725890",300.137789978855
"LOC725891","LOC725891",27.6968280261529
"LOC725892","LOC725892",43.1597937315542
"LOC725893","LOC725893",24.8777045310709
"LOC725894","LOC725894",67.0494252673021
"LOC725895","LOC725895",214.067930248773
"LOC725896","LOC725896",154.546588670073
"LOC725897","LOC725897",150.767038971101
"LOC725898","LOC725898",51.1229433405864
"LOC725899","LOC725899",22.9385861548756
"LOC725900","LOC725900",16.7263015666543
"LOC725901","LOC725901",92.1288289656293
"LOC725903","LOC725903",31.0821026054924
"LOC725904","LOC725904",15.0386430945085
"LOC725905","LOC725905",22.5619541779251
"LOC725906","LOC725906",31.8463816327593
"LOC725908","LOC725908",58.5429033118829
"LOC725909","LOC725909",19.1208473666925
"LOC725910","LOC725910",28.9962517963179
"LOC725914","LOC725914",7.93449429117739
"LOC725915","LOC725915",10.4926703137075
"LOC725916","LOC725916",3.95296793772799
"LOC725918","LOC725918",23.0247983463207
"LOC725920","LOC725920",324.457051159299
"LOC725922","LOC725922",38.9705099385939
"LOC725923","LOC725923",235.814465816694
"LOC725924","LOC725924",73.2951761728606
"LOC725925","LOC725925",329.142195833299
"LOC725926","LOC725926",102.643731401468
"LOC725928","LOC725928",89.8499028243613
"LOC725929","LOC725929",25.2287646424013
"LOC725930","LOC725930",2.86964779946654
"LOC725931","LOC725931",28.6565113360752
"LOC725934","LOC725934",105.394038698249
"LOC725935","LOC725935",28.387612992744
"LOC725936","LOC725936",53.6774821300932
"LOC725938","LOC725938",273.803980992799
"LOC725941","LOC725941",88.0028269053777
"LOC725942","LOC725942",7.96580080580668
"LOC725943","LOC725943",50.0263120210183
"LOC725944","LOC725944",15.4437740132213
"LOC725945","LOC725945",124.080564608953
"LOC725946","LOC725946",29.9863919345453
"LOC725947","LOC725947",35.7786496294747
"LOC725948","LOC725948",26.6807623636976
"LOC725949","LOC725949",31.5806217502833
"LOC725950","LOC725950",41.8871066535512
"LOC725951","LOC725951",34.6370284189172
"LOC725952","LOC725952",84.6559443240293
"LOC725954","LOC725954",18.0578120588181
"LOC725957","LOC725957",19.4060229432867
"LOC725958","LOC725958",4.1002397720706
"LOC725959","LOC725959",217.746514599066
"LOC725960","LOC725960",85.7049804744941
"LOC725961","LOC725961",93.4746603811799
"LOC725962","LOC725962",162.457415751304
"LOC725963","LOC725963",84.3223597313856
"LOC725964","LOC725964",5.37968717749272
"LOC725965","LOC725965",3.31083395035723
"LOC725966","LOC725966",6.55232602318591
"LOC725967","LOC725967",63.0103591736129
"LOC725969","LOC725969",47.2539345514334
"LOC725970","LOC725970",58.3965289182572
"LOC725973","LOC725973",8.4467971080357
"LOC725974","LOC725974",114.039046256483
"LOC725976","LOC725976",141.905771296218
"LOC725977","LOC725977",14.3574634215764
"LOC725978","LOC725978",18.5974613858298
"LOC725980","LOC725980",37.816555096396
"LOC725981","LOC725981",29.3687520350087
"LOC725982","LOC725982",141.839400918785
"LOC725983","LOC725983",18.6387274029996
"LOC725984","LOC725984",29.9080957089809
"LOC725987","LOC725987",24.3471205943488
"LOC725988","LOC725988",25.5221259396951
"LOC725991","LOC725991",66.8792866752088
"LOC725992","LOC725992",57.500399564978
"LOC725993","LOC725993",11.2575873913433
"LOC725997","LOC725997",12.7779372545655
"LOC725999","LOC725999",81.3256801995352
"LOC726000","LOC726000",128.125626569752
"LOC726001","LOC726001",41.4730529540801
"LOC726002","LOC726002",58.5723816851994
"LOC726007","LOC726007",46.9927940521475
"LOC726009","LOC726009",172.066124837249
"LOC726013","LOC726013",86.9614596630097
"LOC726014","LOC726014",253.621388165378
"LOC726015","LOC726015",2.91587933143218
"LOC726016","LOC726016",46.6435693464245
"LOC726017","LOC726017",8.79969463902825
"LOC726018","LOC726018",156.470315271497
"LOC726019","LOC726019",99.6965803832979
"LOC726020","LOC726020",4.30441232541266
"LOC726021","LOC726021",35.9708636478051
"LOC726024","LOC726024",20.247729855568
"LOC726025","LOC726025",60.6375484278645
"LOC726027","LOC726027",326.129940399276
"LOC726028","LOC726028",153.011197588597
"LOC726029","LOC726029",35.0880961846089
"LOC726030","LOC726030",19.3091658957961
"LOC726031","LOC726031",37.6250057614954
"LOC726032","LOC726032",21.9102902407562
"LOC726033","LOC726033",6.02584761742577
"LOC726034","LOC726034",15.7103809311754
"LOC726039","LOC726039",67.8382559877047
"LOC726040","LOC726040",63.1110284434856
"LOC726041","LOC726041",6.04167243747488
"LOC726042","LOC726042",45.497674064347
"LOC726043","LOC726043",64.2511295435626
"LOC726044","LOC726044",26.6989619979359
"LOC726045","LOC726045",42.3565004536922
"LOC726047","LOC726047",298.661763285758
"LOC726050","LOC726050",3.47093314368666
"LOC726051","LOC726051",108.448268047868
"LOC726052","LOC726052",110.815024501656
"LOC726053","LOC726053",49.7087289921469
"LOC726054","LOC726054",49.5521311469311
"LOC726056","LOC726056",114.035984618943
"LOC726058","LOC726058",150.845875983127
"LOC726060","LOC726060",24.9893202340677
"LOC726061","LOC726061",45.4383806016019
"LOC726062","LOC726062",21.8038876884227
"LOC726063","LOC726063",198.524613094986
"LOC726065","LOC726065",56.2204713090103
"LOC726066","LOC726066",277.290406204996
"LOC726067","LOC726067",15.9260636032063
"LOC726068","LOC726068",25.8826843058785
"LOC726069","LOC726069",17.1008201158524
"LOC726071","LOC726071",30.7401557798894
"LOC726072","LOC726072",41.8167231410269
"LOC726073","LOC726073",150.479602826535
"LOC726074","LOC726074",403.640279820484
"LOC726076","LOC726076",21.9819214557224
"LOC726077","LOC726077",12.5795480276348
"LOC726080","LOC726080",23.3663730018846
"LOC726081","LOC726081",56.2467509117546
"LOC726085","LOC726085",24.5865838104747
"LOC726086","LOC726086",111.201520786693
"LOC726088","LOC726088",131.675691673915
"LOC726092","LOC726092",52.2785301990569
"LOC726093","LOC726093",165.344548231099
"LOC726094","LOC726094",10.7980514247429
"LOC726095","LOC726095",8.32772369990142
"LOC726096","LOC726096",64.5253547953018
"LOC726097","LOC726097",6.55878324890812
"LOC726099","LOC726099",215.304964230917
"LOC726100","LOC726100",22.8773681102385
"LOC726101","LOC726101",82.799196306461
"LOC726102","LOC726102",10.8504573980505
"LOC726103","LOC726103",18.8221488604026
"LOC726106","LOC726106",4.26238654098735
"LOC726107","LOC726107",39.2594878340665
"LOC726108","LOC726108",42.2552069192828
"LOC726110","LOC726110",152.054547521681
"LOC726113","LOC726113",26.222408322687
"LOC726115","LOC726115",34.3437732597866
"LOC726118","LOC726118",46.6203647492796
"LOC726119","LOC726119",87.2808149112381
"LOC726120","LOC726120",57.0609122580661
"LOC726121","LOC726121",28.4797053727249
"LOC726124","LOC726124",162.856457564438
"LOC726125","LOC726125",1.64023709802542
"LOC726126","LOC726126",47.151006805068
"LOC726128","LOC726128",144.715873244341
"LOC726129","LOC726129",19.9478345905357
"LOC726130","LOC726130",4.24532181954654
"LOC726131","LOC726131",106.243171342756
"LOC726132","LOC726132",25.1453774644243
"LOC726133","LOC726133",63.5949522278278
"LOC726134","LOC726134",44.3626030816867
"LOC726136","LOC726136",433.26680700293
"LOC726137","LOC726137",163.196455781215
"LOC726139","LOC726139",28.7702313317318
"LOC726145","LOC726145",243.500281605796
"LOC726147","LOC726147",8.98217294659943
"LOC726148","LOC726148",7.38591964723191
"LOC726149","LOC726149",4.48245421696279
"LOC726150","LOC726150",3.3271893036933
"LOC726151","LOC726151",96.4451713001888
"LOC726153","LOC726153",34.8775411227287
"LOC726155","LOC726155",11.8238982630373
"LOC726156","LOC726156",13.6935436914239
"LOC726158","LOC726158",36.4919805987691
"LOC726159","LOC726159",211.073678274921
"LOC726160","LOC726160",32.3303782040921
"LOC726162","LOC726162",5.21862733935776
"LOC726163","LOC726163",58.0051745564
"LOC726164","LOC726164",16.5792803554972
"LOC726165","LOC726165",5.85637893762724
"LOC726167","LOC726167",77.9324409371236
"LOC726171","LOC726171",93.4214474762543
"LOC726172","LOC726172",26.0988446872628
"LOC726174","LOC726174",19.6535959338818
"LOC726175","LOC726175",40.1152194269587
"LOC726176","LOC726176",25.4465735016008
"LOC726178","LOC726178",200.134096602622
"LOC726179","LOC726179",2.96173117124573
"LOC726180","LOC726180",135.364085724337
"LOC726184","LOC726184",17.153372050732
"LOC726185","LOC726185",11.9495315859863
"LOC726187","LOC726187",25.2108607590955
"LOC726188","LOC726188",40.2116072704911
"LOC726189","LOC726189",14.9836605033176
"LOC726190","LOC726190",89.1660320230441
"LOC726192","LOC726192",8.73950302661571
"LOC726193","LOC726193",388.908669959522
"LOC726196","LOC726196",14.6887768504018
"LOC726197","LOC726197",9.89534955115781
"LOC726199","LOC726199",62.4407264612708
"LOC726200","LOC726200",2.07815696978896
"LOC726201","LOC726201",42.8230432895797
"LOC726204","LOC726204",28.8081429923033
"LOC726205","LOC726205",68.2465946934494
"LOC726206","LOC726206",14.248593840456
"LOC726210","LOC726210",32.1534040655912
"LOC726212","LOC726212",145.903816463163
"LOC726213","LOC726213",27.0292982395446
"LOC726215","LOC726215",87.7251540647032
"LOC726216","LOC726216",26.0675449551536
"LOC726218","LOC726218",37.5024155056801
"LOC726219","LOC726219",142.140751195701
"LOC726220","LOC726220",25.7495984617997
"LOC726221","LOC726221",8.16612688301402
"LOC726222","LOC726222",56.1291430239239
"LOC726223","LOC726223",5.22749173237131
"LOC726225","LOC726225",17.3449275997325
"LOC726227","LOC726227",239.68434203081
"LOC726228","LOC726228",64.8039374728034
"LOC726229","LOC726229",15.8372866042392
"LOC726230","LOC726230",35.3077180807031
"LOC726231","LOC726231",11.9296251292409
"LOC726232","LOC726232",124.006311550716
"LOC726235","LOC726235",249.19792787423
"LOC726236","LOC726236",17.8689984065079
"LOC726237","LOC726237",71.373418797914
"LOC726238","LOC726238",59.578412352268
"LOC726239","LOC726239",37.517172490294
"LOC726240","LOC726240",45.8595347094042
"LOC726241","LOC726241",87.1172281153367
"LOC726243","LOC726243",20.5839899772525
"LOC726244","LOC726244",55.3135639649911
"LOC726247","LOC726247",29.5871972684217
"LOC726248","LOC726248",12.9907097689943
"LOC726250","LOC726250",7.19186066843076
"LOC726251","LOC726251",3.75179109814003
"LOC726252","LOC726252",39.0351630761872
"LOC726253","LOC726253",30.618523656388
"LOC726254","LOC726254",46.6387720408401
"LOC726255","LOC726255",6.44635146439029
"LOC726256","LOC726256",62.137595559701
"LOC726259","LOC726259",8.66348219465108
"LOC726260","LOC726260",13.9443185003367
"LOC726262","LOC726262",43.1901937631413
"LOC726264","LOC726264",106.059018771617
"LOC726265","LOC726265",15.0153896331161
"LOC726268","LOC726268",70.156019093706
"LOC726269","LOC726269",40.8556190344615
"LOC726270","LOC726270",85.5539432743564
"LOC726272","LOC726272",172.224631702293
"LOC726273","LOC726273",90.7158720135824
"LOC726274","LOC726274",10.2227225301279
"LOC726275","LOC726275",391.978884465633
"LOC726276","LOC726276",15.7588717748597
"LOC726277","LOC726277",5.06211584192666
"LOC726278","LOC726278",3.88053121114984
"LOC726279","LOC726279",11.8541323716986
"LOC726280","LOC726280",107.266688524836
"LOC726282","LOC726282",18.7754920352994
"LOC726283","LOC726283",18.4310360506472
"LOC726284","LOC726284",36.530836867417
"LOC726286","LOC726286",60.7737193438489
"LOC726288","LOC726288",5.42372279830057
"LOC726289","LOC726289",43.4016156241824
"LOC726290","LOC726290",39.1393867150166
"LOC726291","LOC726291",38.7451331154487
"LOC726292","LOC726292",40.950555013384
"LOC726294","LOC726294",22.3712079897282
"LOC726295","LOC726295",36.1201258292798
"LOC726297","LOC726297",42.1151022059779
"LOC726298","LOC726298",36.0435733404277
"LOC726301","LOC726301",196.257015747171
"LOC726302","LOC726302",10.497714310457
"LOC726303","LOC726303",90.3341564451049
"LOC726304","LOC726304",21.5515250301804
"LOC726305","LOC726305",79.3165571712206
"LOC726307","LOC726307",164.798518042924
"LOC726308","LOC726308",71.4007376675203
"LOC726309","LOC726309",16.7314276243384
"LOC726310","LOC726310",28.6558769796874
"LOC726312","LOC726312",11.8886030209429
"LOC726314","LOC726314",8.03066254010711
"LOC726315","LOC726315",44.6915842119175
"LOC726316","LOC726316",58.7949927454571
"LOC726318","LOC726318",74.9618672593
"LOC726319","LOC726319",37.1141114632073
"LOC726320","LOC726320",38.1623941166756
"LOC726321","LOC726321",70.5584067972007
"LOC726322","LOC726322",25.751471301893
"LOC726323","LOC726323",26.1338624834567
"LOC726325","LOC726325",123.548298375844
"LOC726326","LOC726326",33.1516508119062
"LOC726329","LOC726329",4.63207719494876
"LOC726330","LOC726330",268.868897941303
"LOC726331","LOC726331",7.72657251480473
"LOC726332","LOC726332",44.7146613705511
"LOC726335","LOC726335",3.14903767850396
"LOC726336","LOC726336",257.725758627274
"LOC726337","LOC726337",73.8242848217769
"LOC726338","LOC726338",88.8829350141313
"LOC726339","LOC726339",176.15367434028
"LOC726340","LOC726340",166.994658989558
"LOC726341","LOC726341",11.5410616491382
"LOC726343","LOC726343",395.185854235613
"LOC726347","LOC726347",428.585489959625
"LOC726348","LOC726348",35.709461232046
"LOC726349","LOC726349",50.7711939070331
"LOC726350","LOC726350",5.89052692424296
"LOC726352","LOC726352",31.8095375764325
"LOC726353","LOC726353",99.1421115975028
"LOC726354","LOC726354",274.088026619935
"LOC726358","LOC726358",51.0871228155853
"LOC726359","LOC726359",71.9785972447929
"LOC726361","LOC726361",32.1497698759019
"LOC726362","LOC726362",26.9671136176804
"LOC726363","LOC726363",15.3798912635222
"LOC726364","LOC726364",290.6755570826
"LOC726365","LOC726365",48.7638699998367
"LOC726367","LOC726367",449.231674886064
"LOC726368","LOC726368",25.0089043982026
"LOC726369","LOC726369",7.12717621883125
"LOC726370","LOC726370",1.78657562149313
"LOC726371","LOC726371",7.5331421673049
"LOC726373","LOC726373",10.8728456854491
"LOC726375","LOC726375",15.3304127883507
"LOC726377","LOC726377",2.78557331280584
"LOC726378","LOC726378",95.1687646062859
"LOC726379","LOC726379",92.190511477854
"LOC726380","LOC726380",27.7385964128803
"LOC726381","LOC726381",70.3447689560711
"LOC726382","LOC726382",137.249036214348
"LOC726383","LOC726383",21.438852032178
"LOC726385","LOC726385",15.8776014050205
"LOC726387","LOC726387",59.7179737198226
"LOC726389","LOC726389",35.7354644857297
"LOC726391","LOC726391",8.93160799257537
"LOC726392","LOC726392",145.375974924621
"LOC726393","LOC726393",26.9119493818851
"LOC726394","LOC726394",27.0637014409918
"LOC726397","LOC726397",67.367470707803
"LOC726399","LOC726399",44.3320970924838
"LOC726400","LOC726400",52.7177679409013
"LOC726401","LOC726401",45.0023593730414
"LOC726405","LOC726405",168.248605067645
"LOC726407","LOC726407",60.3843766297686
"LOC726408","LOC726408",43.104063401438
"LOC726409","LOC726409",62.1113776924457
"LOC726410","LOC726410",16.3467997514912
"LOC726411","LOC726411",53.0490586357604
"LOC726412","LOC726412",7.396830644431
"LOC726414","LOC726414",21.2063191627414
"LOC726415","LOC726415",13.0808979524105
"LOC726416","LOC726416",36.8931558575377
"LOC726417","LOC726417",41.5443681512721
"LOC726418","LOC726418",109.235936393093
"LOC726419","LOC726419",96.8305457309503
"LOC726421","LOC726421",39.8051900380122
"LOC726422","LOC726422",51.2952011290249
"LOC726423","LOC726423",39.2265534001505
"LOC726424","LOC726424",33.0697150273455
"LOC726427","LOC726427",22.5730579846126
"LOC726428","LOC726428",103.57320619312
"LOC726429","LOC726429",20.7912325057529
"LOC726431","LOC726431",44.2584333779385
"LOC726432","LOC726432",80.9439300610399
"LOC726433","LOC726433",92.4446848316764
"LOC726434","LOC726434",21.6049303880798
"LOC726435","LOC726435",81.2581382575605
"LOC726436","LOC726436",16.6130491259512
"LOC726437","LOC726437",8.34758749902207
"LOC726438","LOC726438",237.866414020365
"LOC726439","LOC726439",39.2794505997542
"LOC726441","LOC726441",74.0494146191211
"LOC726442","LOC726442",31.6321308771518
"LOC726443","LOC726443",9.61891234279259
"LOC726444","LOC726444",7.17472905420736
"LOC726446","LOC726446",11.6690924562966
"LOC726447","LOC726447",128.157849356503
"LOC726449","LOC726449",18.8835900901596
"LOC726450","LOC726450",8.36837684924326
"LOC726451","LOC726451",37.5379008369859
"LOC726453","LOC726453",16.8800760168317
"LOC726455","LOC726455",1.4420237795654
"LOC726456","LOC726456",113.215067788555
"LOC726457","LOC726457",89.7571018084116
"LOC726458","LOC726458",3.56041717918662
"LOC726459","LOC726459",21.515404875994
"LOC726460","LOC726460",194.47512693686
"LOC726461","LOC726461",38.4184322636758
"LOC726462","LOC726462",12.8309015962657
"LOC726463","LOC726463",36.7136156633718
"LOC726466","LOC726466",4.50035283544967
"LOC726468","LOC726468",166.34279839579
"LOC726469","LOC726469",61.57811052539
"LOC726470","LOC726470",40.1359839703941
"LOC726471","LOC726471",28.9930903194827
"LOC726472","LOC726472",72.8308045432101
"LOC726474","LOC726474",20.0088914188746
"LOC726476","LOC726476",23.0785315153003
"LOC726478","LOC726478",115.479971185665
"LOC726480","LOC726480",7.68563951428949
"LOC726481","LOC726481",49.2549729515217
"LOC726482","LOC726482",107.544257034939
"LOC726483","LOC726483",40.3426011496639
"LOC726485","LOC726485",93.801408499969
"LOC726486","LOC726486",45.0504972888165
"LOC726487","LOC726487",288.175584635824
"LOC726488","LOC726488",96.1296526428344
"LOC726492","LOC726492",5.66641841483978
"LOC726493","LOC726493",22.0502696793558
"LOC726494","LOC726494",6.51024196745346
"LOC726495","LOC726495",59.6247203761043
"LOC726496","LOC726496",135.514170288994
"LOC726497","LOC726497",54.6263443563556
"LOC726498","LOC726498",76.1180758086617
"LOC726500","LOC726500",173.446098128151
"LOC726501","LOC726501",26.1447528880772
"LOC726504","LOC726504",18.2510064061989
"LOC726505","LOC726505",30.3082808611805
"LOC726506","LOC726506",319.757374629331
"LOC726508","LOC726508",34.4708554390055
"LOC726509","LOC726509",30.304155208319
"LOC726510","LOC726510",258.249965928042
"LOC726513","LOC726513",80.9190022654812
"LOC726514","LOC726514",28.7223929245056
"LOC726515","LOC726515",176.024440905924
"LOC726521","LOC726521",2.35501451053195
"LOC726522","LOC726522",81.2839452114336
"LOC726523","LOC726523",70.2764123891075
"LOC726524","LOC726524",267.359309288687
"LOC726525","LOC726525",25.2664201893734
"LOC726527","LOC726527",98.1206345004696
"LOC726528","LOC726528",3.14791852274298
"LOC726529","LOC726529",21.0445824341211
"LOC726530","LOC726530",31.3630113470223
"LOC726532","LOC726532",427.823791225975
"LOC726535","LOC726535",264.090273135679
"LOC726537","LOC726537",166.88198950284
"LOC726538","LOC726538",60.8702857918066
"LOC726540","LOC726540",54.8948213872948
"LOC726541","LOC726541",50.5522530923252
"LOC726542","LOC726542",200.106430809019
"LOC726543","LOC726543",121.37231168975
"LOC726544","LOC726544",147.543948599907
"LOC726545","LOC726545",172.466750532784
"LOC726546","LOC726546",42.7275514035476
"LOC726547","LOC726547",40.3870716089427
"LOC726548","LOC726548",87.1721188069267
"LOC726550","LOC726550",9.19356532536994
"LOC726551","LOC726551",238.38753626329
"LOC726552","LOC726552",77.0699313792538
"LOC726553","LOC726553",19.9092340430605
"LOC726554","LOC726554",33.6410516719409
"LOC726558","LOC726558",18.6382110827358
"LOC726559","LOC726559",388.974185354125
"LOC726560","LOC726560",216.937088730645
"LOC726562","LOC726562",41.6488732122418
"LOC726564","LOC726564",8.47214879107572
"LOC726566","LOC726566",29.2027760549982
"LOC726568","LOC726568",6.4085313671444
"LOC726569","LOC726569",12.5215843535585
"LOC726570","LOC726570",24.1379105215697
"LOC726571","LOC726571",48.4308312863205
"LOC726572","LOC726572",35.8817149838387
"LOC726578","LOC726578",24.9746051747825
"LOC726579","LOC726579",44.5352822867639
"LOC726580","LOC726580",26.0371637038957
"LOC726582","LOC726582",109.999742486619
"LOC726583","LOC726583",121.617594885913
"LOC726584","LOC726584",10.3932814769066
"LOC726585","LOC726585",21.1012582334964
"LOC726586","LOC726586",104.25859288516
"LOC726587","LOC726587",353.773978925858
"LOC726589","LOC726589",101.978642207621
"LOC726590","LOC726590",315.851203924525
"LOC726591","LOC726591",238.566710408003
"LOC726592","LOC726592",12.5907849187006
"LOC726594","LOC726594",25.4567556006374
"LOC726595","LOC726595",28.101388640936
"LOC726597","LOC726597",73.2632365003552
"LOC726598","LOC726598",210.30781080058
"LOC726599","LOC726599",25.9553504539604
"LOC726600","LOC726600",17.7154855273431
"LOC726601","LOC726601",45.355315702531
"LOC726602","LOC726602",48.08690055348
"LOC726605","LOC726605",352.926569299822
"LOC726606","LOC726606",23.8389023522055
