1,8730.6672,3,8730.6672,3,3365.3328,9,3365.3328,22
2,9034.9995,0,9034.9995,12,3745.0005,1,3745.0005,22
3,797.0001,0,797.0001,0,255.9999,0,255.9999,22
12,415029.3306,10,415029.3306,38,184472.6694,22,184472.6694,22
8,50724.6674,2,50724.6674,8,16133.3326,4,16133.3326,22
2,26535,1,26535,11,9222,15,9222,22
1,21252,1,21252,8,7986,12,7986,22
0,3644.6669,0,3644.6669,5,1479.3331,2,1479.3331,22
1,6093.3335,0,6093.3335,4,2021.6665,0,2021.6665,22
25,234260,2,234260,37,78472,4,78472,22
0,1347.3334,0,1347.3334,2,506.6666,0,506.6666,22
1,6985.9998,0,6985.9998,5,2230.0002,0,2230.0002,22
0,1252,0,1252,1,464,1,464,22
20,191262.6689,16,191262.6689,15,68228.3311,16,68228.3311,22
4,6972,2,6972,3,2352,5,2352,22
1,1194.6668,1,1194.6668,2,485.3332,0,485.3332,22
0,1152.9999,0,1152.9999,3,332.0001,0,332.0001,22
9,38485.0005,0,38485.0005,6,13354.9995,0,13354.9995,22
0,30453.3328,1,30453.3328,14,10874.6672,1,10874.6672,22
1,1053.3335,0,1053.3335,3,326.6665,1,326.6665,22
13,387832.3363,43,387832.3363,12,120001.6637,21,120001.6637,22
1,4540,5,4540,1,1670,3,1670,22
1,3785,1,3785,2,1375,1,1375,22
2,5481.3332,0,5481.3332,2,1898.6668,0,1898.6668,22
1,5252.3331,4,5252.3331,0,1761.6669,2,1761.6669,22
7,35529,4,35529,5,12207,23,12207,22
2,30628,0,30628,16,14231,1,14231,22
23,92810.6652,8,92810.6652,7,30081.3348,6,30081.3348,22
8,48230.9991,1,48230.9991,14,17703.0009,4,17703.0009,22
0,26184,0,26184,9,10464,3,10464,22
3,10551.3338,4,10551.3338,2,3602.6662,5,3602.6662,22
0,2241.6665,1,2241.6665,4,863.3335,0,863.3335,22
0,230,0,230,1,88,0,88,22
1,2141.6665,0,2141.6665,4,828.3335,0,828.3335,22
1,3948,1,3948,2,1524,8,1524,22
8,22179.3327,1,22179.3327,8,7004.6673,2,7004.6673,22
1,2718.3331,0,2718.3331,5,956.6669,1,956.6669,22
7,5910.6671,3,5910.6671,2,2240.3329,1,2240.3329,22
3,6216,0,6216,4,1995,0,1995,22
0,8617.9998,0,8617.9998,5,3262.0002,1,3262.0002,22
2,1065.9999,0,1065.9999,1,338.0001,0,338.0001,22
5,42528,11,42528,4,17952,12,17952,22
0,2055.9999,0,2055.9999,3,644.0001,0,644.0001,22
10,36346,5,36346,11,14756,8,14756,22
4,19924.6674,0,19924.6674,10,6871.3326,8,6871.3326,22
2,17759.0007,4,17759.0007,5,7251.9993,10,7251.9993,22
0,446,0,446,2,202,0,202,22
1,2572.0002,0,2572.0002,5,775.9998,0,775.9998,22
9,29424.0006,0,29424.0006,9,10805.9994,0,10805.9994,22
0,114190,0,114190,27,49856,11,49856,22
2,7800.3331,0,7800.3331,4,3245.6669,1,3245.6669,22
2,5755,0,5755,3,1820,0,1820,22
0,3543.9999,0,3543.9999,3,1253.0001,0,1253.0001,22
4,32292,2,32292,18,11934,3,11934,22
1,5397.3336,0,5397.3336,6,2282.6664,1,2282.6664,22
1,3523.3331,0,3523.3331,5,1222.6669,1,1222.6669,22
3,80306.666,0,80306.666,17,27393.334,0,27393.334,22
6,14085,1,14085,8,4725,0,4725,22
5,6141.3338,4,6141.3338,2,2006.6662,3,2006.6662,22
0,3273,0,3273,3,1263,0,1263,22
1,435.6667,0,435.6667,0,140.3333,0,140.3333,22
1,3808,0,3808,2,1136,1,1136,22
12,56909.6659,0,56909.6659,11,16782.3341,0,16782.3341,22
3,3838.0002,0,3838.0002,3,1237.9998,0,1237.9998,22
2,3798.6669,0,3798.6669,4,1283.3331,1,1283.3331,22
0,10740,0,10740,11,4272,1,4272,22
0,2050.6664,0,2050.6664,3,829.3336,5,829.3336,22
2,7660.0005,2,7660.0005,10,2959.9995,1,2959.9995,22
1,7786.0002,0,7786.0002,5,2707.9998,0,2707.9998,22
0,5895,0,5895,12,2340,3,2340,22
6,7021,0,7021,1,2303,0,2303,22
0,6951,0,6951,7,2919,0,2919,22
1,66630.0015,13,66630.0015,8,25709.9985,23,25709.9985,22
5,8777.9997,0,8777.9997,3,2616.0003,1,2616.0003,22
11,61152,0,61152,13,19920,0,19920,22
1,1836.3331,0,1836.3331,4,767.6669,2,767.6669,22
0,5330,0,5330,8,1990,2,1990,22
0,2093.3332,0,2093.3332,4,666.6668,0,666.6668,22
0,10188,4,10188,0,3564,8,3564,22
9,188387,3,188387,34,77467,13,77467,22
1,3360,0,3360,4,1125,0,1125,22
1,5083.3335,0,5083.3335,4,2101.6665,0,2101.6665,22
3,2678.3335,0,2678.3335,1,861.6665,1,861.6665,22
8,210127.3346,3,210127.3346,24,73618.6654,3,73618.6654,22
0,43472,0,43472,16,16588,6,16588,22
0,98244,1,98244,23,39348,12,39348,22
0,2081.9997,0,2081.9997,1,807.0003,8,807.0003,22
1,5710.6668,0,5710.6668,3,2017.3332,0,2017.3332,22
4,6606,0,6606,2,1890,0,1890,22
37,598058.6688,0,598058.6688,27,189141.3312,0,189141.3312,22
7,14958.6671,0,14958.6671,6,4931.3329,0,4931.3329,22
2,15105,0,15105,14,5472,3,5472,22
1,4475.3331,0,4475.3331,6,1929.6669,0,1929.6669,22
0,2091.6665,0,2091.6665,5,773.3335,0,773.3335,22
11,32031.9993,0,32031.9993,8,10493.0007,2,10493.0007,22
0,356.6667,0,356.6667,1,141.3333,0,141.3333,22
2,20546.666,1,20546.666,8,8733.334,9,8733.334,22
1,10252.0002,0,10252.0002,5,3769.9998,0,3769.9998,22
3,7262.6671,0,7262.6671,7,2916.3329,3,2916.3329,22
3,40455,0,40455,24,15531,4,15531,22
6,19340,0,19340,4,5350,0,5350,22
2,7326,0,7326,7,2826,0,2826,22
2,4854.9999,0,4854.9999,1,1454.0001,0,1454.0001,22
0,6024.6662,4,6024.6662,3,1829.3338,7,1829.3338,22
0,901.6665,0,901.6665,1,343.3335,4,343.3335,22
3,1561.9998,0,1561.9998,2,544.0002,1,544.0002,22
1,30114,1,30114,11,12411,8,12411,22
0,3325,0,3325,5,1295,0,1295,22
0,37076,0,37076,9,14833,4,14833,22
3,1555,0,1555,2,485,0,485,22
5,100617.3318,15,100617.3318,13,47732.6682,13,47732.6682,22
0,1179.9999,0,1179.9999,3,359.0001,0,359.0001,22
3,10738,0,10738,7,4466,4,4466,22
1,4990,0,4990,7,1700,2,1700,22
3,6652.0002,0,6652.0002,2,2563.9998,1,2563.9998,22
6,11499.9996,0,11499.9996,4,3404.0004,2,3404.0004,22
4,31589,3,31589,9,12121,15,12121,22
2,1753.3335,0,1753.3335,1,541.6665,2,541.6665,22
4,9910.0005,1,9910.0005,5,4624.9995,5,4624.9995,22
3,26033.3337,0,26033.3337,7,9804.6663,1,9804.6663,22
2,1265.3332,1,1265.3332,0,426.6668,1,426.6668,22
0,9628.6671,1,9628.6671,6,3709.3329,6,3709.3329,22
2,1345,2,1345,1,500,0,500,22
7,24684.0003,0,24684.0003,2,7499.9997,0,7499.9997,22
6,6544.9995,0,6544.9995,2,2185.0005,7,2185.0005,22
1,781.3334,1,781.3334,0,238.6666,0,238.6666,22
3,4663.333,1,4663.333,3,2026.667,3,2026.667,22
2,2058.6668,0,2058.6668,2,593.3332,0,593.3332,22
7,21570,0,21570,8,8580,0,8580,22
2,3847.6669,0,3847.6669,3,1297.3331,2,1297.3331,22
9,9002,0,9002,5,2800,0,2800,22
1,144825.9978,35,144825.9978,7,59906.0022,23,59906.0022,22
2,2728,3,2728,3,935,3,935,22
5,3434.6664,0,3434.6664,3,933.3336,0,933.3336,22
1,7971.9996,1,7971.9996,5,3008.0004,5,3008.0004,22
0,1794.6664,1,1794.6664,5,629.3336,2,629.3336,22
4,2525.3332,0,2525.3332,0,810.6668,0,810.6668,22
1,482,0,482,1,178,0,178,22
1,1924.6666,0,1924.6666,1,739.3334,0,739.3334,22
5,10570.3327,1,10570.3327,6,4078.6673,7,4078.6673,22
0,359.3334,0,359.3334,1,132.6666,1,132.6666,22
4,10424.9997,0,10424.9997,5,3804.0003,0,3804.0003,22
2,2456.6665,3,2456.6665,0,1008.3335,0,1008.3335,22
26,272224,13,272224,32,95786,23,95786,22
2,496,0,496,0,128,0,128,22
1,2148,0,2148,3,732,0,732,22
0,1503,0,1503,3,567,0,567,22
0,1594.0002,0,1594.0002,6,583.9998,0,583.9998,22
0,464,0,464,2,160,0,160,22
0,5486.667,1,5486.667,4,2013.333,5,2013.333,22
2,16091.6675,0,16091.6675,9,6183.3325,14,6183.3325,22
0,1554,0,1554,3,543,0,543,22
3,5202.6664,0,5202.6664,5,1901.3336,0,1901.3336,22
2,37845,1,37845,16,14877,10,14877,22
3,58824,7,58824,15,23580,11,23580,22
3,6180,0,6180,3,1938,0,1938,22
4,4138.6664,0,4138.6664,4,1693.3336,0,1693.3336,22
7,50375.0013,10,50375.0013,10,16548.9987,12,16548.9987,22
3,1392,0,1392,1,456,0,456,22
3,10168.6662,2,10168.6662,4,3313.3338,5,3313.3338,22
2,27725.9994,1,27725.9994,11,9858.0006,4,9858.0006,22
3,3592.0002,0,3592.0002,3,1123.9998,0,1123.9998,22
9,40745,0,40745,11,14326,9,14326,22
11,520573,30,520573,27,202565,59,202565,22
1,836,0,836,1,274,0,274,22
12,23430.0006,1,23430.0006,5,5621.9994,0,5621.9994,22
0,5449.9995,2,5449.9995,4,2155.0005,9,2155.0005,22
10,17595,0,17595,5,6390,0,6390,22
1,8153.3335,0,8153.3335,4,2541.6665,0,2541.6665,22
13,13231.6661,0,13231.6661,3,4567.3339,1,4567.3339,22
7,64225,6,64225,11,23975,11,23975,22
10,12496,3,12496,3,3584,0,3584,22
0,1718.3333,0,1718.3333,1,537.6667,0,537.6667,22
5,9613.3338,1,9613.3338,5,3028.6662,3,3028.6662,22
0,230.3333,0,230.3333,1,117.6667,0,117.6667,22
1,2023.3334,0,2023.3334,1,646.6666,0,646.6666,22
1,2869.3332,0,2869.3332,3,898.6668,0,898.6668,22
14,18040.0005,0,18040.0005,1,4774.9995,0,4774.9995,22
4,2372,0,2372,0,760,0,760,22
4,14552.0004,0,14552.0004,7,5607.9996,1,5607.9996,22
2,3374,3,3374,2,1540,0,1540,22
0,828,0,828,3,264,1,264,22
0,611.3333,0,611.3333,1,249.6667,0,249.6667,22
0,1467.9999,0,1467.9999,2,629.0001,1,629.0001,22
0,1304.6666,0,1304.6666,0,465.3334,2,465.3334,22
10,63549,0,63549,13,19113,0,19113,22
0,488,0,488,2,214,0,214,22
0,1434.6668,2,1434.6668,0,605.3332,2,605.3332,22
0,7724.0004,2,7724.0004,4,3111.9996,6,3111.9996,22
4,59627.9988,0,59627.9988,24,21480.0012,8,21480.0012,22
16,241941.3312,10,241941.3312,17,89834.6688,21,89834.6688,22
3,16653,1,16653,9,5226,0,5226,22
1,2079,0,2079,2,783,0,783,22
1,2390.0001,1,2390.0001,1,831.9999,0,831.9999,22
4,13753.333,0,13753.333,6,4456.667,0,4456.667,22
5,11399.6663,0,11399.6663,5,3516.3337,1,3516.3337,22
2,1948.3331,1,1948.3331,1,718.6669,3,718.6669,22
8,10238.6662,0,10238.6662,6,3621.3338,0,3621.3338,22
8,79463.6679,3,79463.6679,16,32757.3321,10,32757.3321,22
1,6563.3335,0,6563.3335,4,2451.6665,0,2451.6665,22
1,2990.0001,0,2990.0001,2,897.9999,0,897.9999,22
2,60350,1,60350,25,27166,6,27166,22
2,3456.6665,0,3456.6665,3,1163.3335,0,1163.3335,22
0,612,0,612,4,204,0,204,22
3,128401.3318,0,128401.3318,30,53896.6682,13,53896.6682,22
3,2025.3331,1,2025.3331,1,893.6669,2,893.6669,22
0,440.6667,0,440.6667,0,207.3333,1,207.3333,22
4,7392,11,7392,2,3255,4,3255,22
1,678,1,678,0,276,0,276,22
1,3873.333,0,3873.333,1,1556.667,8,1556.667,22
3,77480,11,77480,13,26080,13,26080,22
3,3032,0,3032,1,976,0,976,22
1,2592.6666,0,2592.6666,0,887.3334,1,887.3334,22
1,324978.3355,5,324978.3355,45,130931.6645,14,130931.6645,22
3,12464,0,12464,1,4216,0,4216,22
2,3320.3331,0,3320.3331,4,1467.6669,1,1467.6669,22
0,6648.0003,0,6648.0003,8,2747.9997,1,2747.9997,22
0,2051.6665,0,2051.6665,4,723.3335,1,723.3335,22
11,77160,3,77160,23,24240,3,24240,22
0,215.3333,0,215.3333,1,75.6667,0,75.6667,22
3,22991.9994,2,22991.9994,12,7680.0006,1,7680.0006,22
6,8100,0,8100,4,2670,0,2670,22
4,2611.6665,0,2611.6665,1,853.3335,0,853.3335,22
1,553.3334,0,553.3334,0,178.6666,1,178.6666,22
1,524.6667,0,524.6667,0,177.3333,0,177.3333,22
0,7488,0,7488,7,2904,1,2904,22
2,32907.3342,7,32907.3342,14,13736.6658,3,13736.6658,22
2,716.0001,0,716.0001,1,228.9999,0,228.9999,22
7,38124.6658,0,38124.6658,17,12107.3342,2,12107.3342,22
3,8270,0,8270,6,2890,1,2890,22
5,6600,0,6600,5,2520,0,2520,22
0,16522.6672,1,16522.6672,9,7045.3328,6,7045.3328,22
7,113290.3341,2,113290.3341,13,37612.6659,1,37612.6659,22
0,285.6667,0,285.6667,1,98.3333,0,98.3333,22
3,1705.6669,1,1705.6669,1,667.3331,2,667.3331,22
4,33843.3329,1,33843.3329,7,11279.6671,1,11279.6671,22
