1,134279,0,134279,44,59032,2,59032,22
0,5011.9998,0,5011.9998,5,2242.0002,1,2242.0002,22
5,28587.9993,0,28587.9993,5,12614.0007,11,12614.0007,22
0,37475,0,37475,14,17575,11,17575,22
2,4232.9997,0,4232.9997,7,1734.0003,0,1734.0003,22
3,2644.0002,1,2644.0002,2,847.9998,0,847.9998,22
1,146364.0012,0,146364.0012,20,63155.9988,15,63155.9988,22
4,94289.9985,1,94289.9985,33,40575.0015,7,40575.0015,22
0,24672.0006,0,24672.0006,15,9293.9994,3,9293.9994,22
1,9742.3337,1,9742.3337,8,3523.6663,1,3523.6663,22
3,43725,6,43725,6,16566,18,16566,22
0,10166.3331,0,10166.3331,6,3777.6669,1,3777.6669,22
2,2181.6665,0,2181.6665,3,713.3335,0,713.3335,22
12,26553.334,3,26553.334,4,8786.666,1,8786.666,22
2,7646.667,0,7646.667,7,2853.333,1,2853.333,22
3,9885.3337,0,9885.3337,7,4007.6663,1,4007.6663,22
1,22771.6671,0,22771.6671,7,8935.3329,5,8935.3329,22
0,1299.3334,0,1299.3334,2,500.6666,0,500.6666,22
3,14927.6673,0,14927.6673,12,5193.3327,4,5193.3327,22
1,2473.333,1,2473.333,5,1216.667,3,1216.667,22
0,320,0,320,1,148,1,148,22
0,1665.9999,0,1665.9999,2,818.0001,1,818.0001,22
1,1821.3336,0,1821.3336,0,1010.6664,7,1010.6664,22
1,2571.3331,4,2571.3331,0,977.6669,2,977.6669,22
2,4243.333,2,4243.333,4,1696.667,2,1696.667,22
3,8587.3337,0,8587.3337,7,3160.6663,1,3160.6663,22
0,53712.6677,0,53712.6677,15,21803.3323,16,21803.3323,22
4,30316.6661,0,30316.6661,12,11911.3339,1,11911.3339,22
5,18337.3339,1,18337.3339,10,6091.6661,1,6091.6661,22
1,5471.6669,2,5471.6669,2,1962.3331,2,1962.3331,22
0,10397.3336,0,10397.3336,8,4050.6664,0,4050.6664,22
0,3478,0,3478,1,1322,1,1322,22
0,87198.9993,1,87198.9993,14,33068.0007,6,33068.0007,22
0,352.3333,0,352.3333,1,130.6667,0,130.6667,22
4,3553.3335,0,3553.3335,1,1201.6665,0,1201.6665,22
4,2431.3331,0,2431.3331,3,991.6669,0,991.6669,22
1,61553.3338,0,61553.3338,11,22782.6662,2,22782.6662,22
7,9229,0,9229,4,3806,0,3806,22
2,1563.3334,0,1563.3334,0,590.6666,0,590.6666,22
1,22582,0,22582,10,7700,3,7700,22
0,1323.6667,0,1323.6667,1,497.3333,0,497.3333,22
0,15862,0,15862,12,5516,2,5516,22
4,7070,0,7070,3,2338,0,2338,22
0,2529,1,2529,1,810,1,810,22
0,5197.3336,0,5197.3336,8,2002.6664,0,2002.6664,22
0,1322.0001,0,1322.0001,3,459.9999,0,459.9999,22
0,437.3333,0,437.3333,1,150.6667,0,150.6667,22
2,437.3334,0,437.3334,0,120.6666,0,120.6666,22
0,164.3333,0,164.3333,1,63.6667,0,63.6667,22
0,16758.3325,1,16758.3325,14,5366.6675,10,5366.6675,22
0,3030,0,3030,5,1020,0,1020,22
0,3058.0002,0,3058.0002,5,1135.9998,1,1135.9998,22
2,1391.6665,0,1391.6665,3,633.3335,0,633.3335,22
0,2805.3336,0,2805.3336,5,1346.6664,3,1346.6664,22
2,4606.667,0,4606.667,8,1903.333,0,1903.333,22
2,5595,1,5595,5,1875,7,1875,22
0,235,0,235,1,86,0,86,22
2,686.0001,0,686.0001,1,249.9999,0,249.9999,22
0,319,0,319,1,113,0,113,22
6,10414.9995,1,10414.9995,7,4345.0005,1,4345.0005,22
0,2100,0,2100,5,762,1,762,22
0,897.9999,0,897.9999,2,308.0001,1,308.0001,22
1,4101.3336,4,4101.3336,2,1538.6664,1,1538.6664,22
0,5586.667,0,5586.667,10,2363.333,0,2363.333,22
0,2634.0003,0,2634.0003,7,929.9997,2,929.9997,22
0,2090.6669,0,2090.6669,3,681.3331,4,681.3331,22
0,4085.3336,1,4085.3336,6,1482.6664,1,1482.6664,22
1,484,0,484,1,152,0,152,22
1,4104,0,4104,5,1620,0,1620,22
1,548,0,548,1,196,0,196,22
2,1904,0,1904,2,868,0,868,22
1,5954.6662,0,5954.6662,10,1983.3338,3,1983.3338,22
2,2201.0001,0,2201.0001,1,795.9999,0,795.9999,22
1,13775.6663,0,13775.6663,6,5199.3337,4,5199.3337,22
1,6270.0003,0,6270.0003,8,2315.9997,0,2315.9997,22
1,1434,2,1434,3,510,0,510,22
5,20255.3341,0,20255.3341,5,7620.6659,13,7620.6659,22
11,33520,16,33520,2,12680,11,12680,22
1,1100,0,1100,3,304,0,304,22
0,990.6668,1,990.6668,2,425.3332,1,425.3332,22
2,888.9999,0,888.9999,1,290.0001,0,290.0001,22
5,2328,0,2328,2,768,1,768,22
0,1135,0,1135,5,350,0,350,22
0,958.6666,0,958.6666,2,349.3334,0,349.3334,22
1,1182.6668,0,1182.6668,3,413.3332,0,413.3332,22
2,28877.3342,1,28877.3342,18,11526.6658,5,11526.6658,22
1,18415.0005,1,18415.0005,10,6829.9995,3,6829.9995,22
9,28541.6675,2,28541.6675,7,10083.3325,7,10083.3325,22
2,17744,3,17744,10,6256,1,6256,22
0,43345.3343,2,43345.3343,12,16684.6657,15,16684.6657,22
0,8726,0,8726,2,2992,0,2992,22
4,1294.0002,0,1294.0002,2,433.9998,0,433.9998,22
2,909.3332,1,909.3332,0,350.6668,1,350.6668,22
2,3534,0,3534,4,1380,0,1380,22
0,7241.3332,0,7241.3332,4,2490.6668,0,2490.6668,22
0,7692.0003,0,7692.0003,7,3296.9997,2,3296.9997,22
3,27566,0,27566,8,8932,0,8932,22
9,116518,3,116518,22,44390,12,44390,22
0,3500,0,3500,2,1375,3,1375,22
3,24491.3339,0,24491.3339,9,10494.6661,5,10494.6661,22
2,8795.9997,0,8795.9997,4,3597.0003,3,3597.0003,22
3,401398.3305,0,401398.3305,62,153991.6695,20,153991.6695,22
0,2889.3332,0,2889.3332,4,1154.6668,0,1154.6668,22
0,13471.3337,0,13471.3337,11,5800.6663,0,5800.6663,22
0,88979.3318,0,88979.3318,31,38532.6682,15,38532.6682,22
2,28216.0008,0,28216.0008,12,10951.9992,10,10951.9992,22
0,5794.6668,0,5794.6668,4,1945.3332,0,1945.3332,22
0,38014.6676,1,38014.6676,24,14989.3324,3,14989.3324,22
0,7240.3331,0,7240.3331,7,2461.6669,0,2461.6669,22
0,13446.3329,0,13446.3329,12,4571.6671,1,4571.6671,22
6,12822.3329,0,12822.3329,7,4532.6671,0,4532.6671,22
0,1488,0,1488,2,528,0,528,22
2,62205,0,62205,13,23880,0,23880,22
0,1862,0,1862,6,847,1,847,22
2,80558.3345,0,80558.3345,28,30531.6655,5,30531.6655,22
0,19113.334,0,19113.334,19,7406.666,1,7406.666,22
9,25232,0,25232,8,8512,2,8512,22
1,5848,3,5848,3,2159,10,2159,22
0,12540.6671,0,12540.6671,8,4424.3329,5,4424.3329,22
0,7121.9997,0,7121.9997,8,2895.0003,1,2895.0003,22
1,18805.3328,0,18805.3328,9,7786.6672,6,7786.6672,22
1,1202.6668,0,1202.6668,3,405.3332,0,405.3332,22
1,17170.0005,0,17170.0005,13,6094.9995,1,6094.9995,22
2,10915.6671,5,10915.6671,5,4723.3329,1,4723.3329,22
3,10414.9995,1,10414.9995,10,4615.0005,1,4615.0005,22
2,5985,1,5985,3,2385,3,2385,22
7,13913.334,1,13913.334,12,6246.666,0,6246.666,22
1,6491.9997,0,6491.9997,8,2769.0003,0,2769.0003,22
2,36733.3325,0,36733.3325,20,13891.6675,3,13891.6675,22
0,6342.6668,0,6342.6668,1,2489.3332,3,2489.3332,22
2,77009.3321,1,77009.3321,21,28107.6679,13,28107.6679,22
0,7930.0002,0,7930.0002,5,2905.9998,1,2905.9998,22
1,38860,1,38860,15,14384,12,14384,22
1,6056,0,6056,3,2248,0,2248,22
1,14693.9994,0,14693.9994,8,5286.0006,9,5286.0006,22
0,1736.6666,0,1736.6666,1,657.3334,1,657.3334,22
1,100232,4,100232,22,37180,17,37180,22
3,5981.3336,0,5981.3336,5,1890.6664,0,1890.6664,22
2,2337,0,2337,1,921,0,921,22
2,15075.6671,1,15075.6671,7,5984.3329,3,5984.3329,22
1,7046.667,0,7046.667,9,2943.333,0,2943.333,22
3,16488.3329,0,16488.3329,8,5546.6671,2,5546.6671,22
2,3957.3336,1,3957.3336,1,1274.6664,4,1274.6664,22
1,8120,0,8120,9,2740,0,2740,22
1,915.3334,0,915.3334,1,338.6666,0,338.6666,22
4,3966.0003,0,3966.0003,3,1217.9997,2,1217.9997,22
0,8668.3331,0,8668.3331,5,3343.6669,2,3343.6669,22
0,819,0,819,1,360,0,360,22
3,41682.6657,4,41682.6657,14,14606.3343,8,14606.3343,22
5,29371,1,29371,12,10718,5,10718,22
2,17971.3338,1,17971.3338,9,5884.6662,2,5884.6662,22
9,96047.6681,2,96047.6681,23,34371.3319,9,34371.3319,22
3,32952,1,32952,12,10392,8,10392,22
8,35013.6659,0,35013.6659,14,12182.3341,1,12182.3341,22
8,43381.3324,1,43381.3324,15,14326.6676,4,14326.6676,22
0,12081.3329,0,12081.3329,5,4649.6671,8,4649.6671,22
6,4898.9997,0,4898.9997,3,1554.0003,0,1554.0003,22
0,2949.3334,0,2949.3334,2,1004.6666,0,1004.6666,22
0,4389.9999,0,4389.9999,2,1541.0001,1,1541.0001,22
0,1510.3333,0,1510.3333,1,553.6667,0,553.6667,22
0,3297.3334,0,3297.3334,1,1052.6666,1,1052.6666,22
13,39458.3325,1,39458.3325,11,12366.6675,0,12366.6675,22
0,169.3333,0,169.3333,1,52.6667,0,52.6667,22
4,9544.3327,4,9544.3327,5,3280.6673,6,3280.6673,22
8,221419.998,1,221419.998,44,86920.002,7,86920.002,22
2,32920.0005,0,32920.0005,12,12304.9995,1,12304.9995,22
4,11066,0,11066,4,4246,3,4246,22
1,2387,0,2387,3,721,3,721,22
12,26403.9993,1,26403.9993,8,9380.0007,0,9380.0007,22
0,329.3333,0,329.3333,1,123.6667,0,123.6667,22
3,14618.6664,0,14618.6664,5,4869.3336,0,4869.3336,22
2,30983.3342,8,30983.3342,12,13242.6658,4,13242.6658,22
0,3953.3335,0,3953.3335,4,1416.6665,1,1416.6665,22
1,8696.9997,0,8696.9997,8,3426.0003,0,3426.0003,22
0,776.0001,0,776.0001,2,267.9999,1,267.9999,22
1,230.3333,0,230.3333,0,51.6667,0,51.6667,22
0,802.6666,0,802.6666,0,229.3334,2,229.3334,22
5,13668,0,13668,11,4590,1,4590,22
1,518.6668,0,518.6668,3,225.3332,0,225.3332,22
0,9546.667,0,9546.667,8,3533.333,2,3533.333,22
1,1728.3335,1,1728.3335,2,551.6665,1,551.6665,22
0,333.3333,0,333.3333,1,113.6667,0,113.6667,22
2,784.0002,3,784.0002,0,331.9998,1,331.9998,22
5,1501.6665,0,1501.6665,0,418.3335,0,418.3335,22
0,556.3333,0,556.3333,1,187.6667,0,187.6667,22
5,37715,0,37715,11,13186,3,13186,22
9,52066.0014,8,52066.0014,19,19123.9986,6,19123.9986,22
1,2378.6668,1,2378.6668,1,909.3332,1,909.3332,22
2,1662.6666,0,1662.6666,0,533.3334,0,533.3334,22
3,4780.0002,0,4780.0002,3,1609.9998,0,1609.9998,22
0,1117.3334,0,1117.3334,2,496.6666,0,496.6666,22
1,1980.9999,0,1980.9999,0,692.0001,2,692.0001,22
2,6171.0003,0,6171.0003,7,2090.9997,0,2090.9997,22
2,30792.6674,3,30792.6674,12,11711.3326,5,11711.3326,22
1,1323,0,1323,2,414,0,414,22
4,19179.9996,0,19179.9996,6,7820.0004,2,7820.0004,22
2,14930.6674,3,14930.6674,8,5397.3326,9,5397.3326,22
3,16554.6672,0,16554.6672,13,7253.3328,0,7253.3328,22
1,2859.9999,0,2859.9999,2,974.0001,0,974.0001,22
3,39316.6655,1,39316.6655,19,14233.3345,12,14233.3345,22
10,41866.6656,0,41866.6656,19,14197.3344,3,14197.3344,22
1,19967.9994,0,19967.9994,15,8382.0006,2,8382.0006,22
0,342.3333,0,342.3333,1,140.6667,0,140.6667,22
1,3230.6666,0,3230.6666,1,1023.3334,0,1023.3334,22
10,52462.3323,3,52462.3323,15,20728.6677,3,20728.6677,22
7,46502.9991,0,46502.9991,20,17082.0009,0,17082.0009,22
4,28842,3,28842,8,10758,7,10758,22
1,9672,0,9672,7,2952,0,2952,22
1,258.6666,0,258.6666,1,95.3334,0,95.3334,22
1,8110.6669,0,8110.6669,5,2977.3331,1,2977.3331,22
0,12749.3338,1,12749.3338,10,5184.6662,3,5184.6662,22
6,8682.6672,0,8682.6672,5,2981.3328,5,2981.3328,22
6,52787.9988,1,52787.9988,13,19032.0012,16,19032.0012,22
0,3726.6665,0,3726.6665,5,1253.3335,0,1253.3335,22
1,965.3334,0,965.3334,0,360.6666,1,360.6666,22
4,3554.6664,0,3554.6664,4,1317.3336,0,1317.3336,22
10,18456.3339,0,18456.3339,7,5666.6661,0,5666.6661,22
0,3656.3331,0,3656.3331,7,1383.6669,0,1383.6669,22
0,10587.9996,1,10587.9996,9,4496.0004,2,4496.0004,22
19,153659.9988,0,153659.9988,17,48408.0012,0,48408.0012,22
0,754.6668,0,754.6668,4,325.3332,0,325.3332,22
2,9931.6665,0,9931.6665,3,3418.3335,0,3418.3335,22
1,1638,2,1638,1,630,3,630,22
2,725.3334,0,725.3334,0,246.6666,0,246.6666,22
3,9136.667,0,9136.667,6,3193.333,1,3193.333,22
6,43693,0,43693,7,15821,0,15821,22
1,1761.9999,0,1761.9999,2,884.0001,0,884.0001,22
0,3613.333,0,3613.333,3,1306.667,7,1306.667,22
2,1291.6665,1,1291.6665,0,463.3335,2,463.3335,22
1,351,0,351,0,117,0,117,22
2,5513.3335,0,5513.3335,3,2226.6665,0,2226.6665,22
25,287377.9974,1,287377.9974,36,95446.0026,16,95446.0026,22
1,4546.6664,0,4546.6664,7,2005.3336,0,2005.3336,22
2,7182,4,7182,6,2520,9,2520,22
14,72919.9992,1,72919.9992,7,25864.0008,2,25864.0008,22
3,9093.3336,1,9093.3336,4,3170.6664,0,3170.6664,22
1,4113.3332,0,4113.3332,3,1634.6668,0,1634.6668,22
2,2620,0,2620,2,1010,1,1010,22
4,29026.6676,7,29026.6676,11,10705.3324,6,10705.3324,22
