"","Gene","tau"
"LOC107965767","LOC107965767",0.561035405388588
"LOC107965766","LOC107965766",0.717112602616804
"LOC107965765","LOC107965765",0.85259203606311
"LOC410753","LOC410753",0.290531543478849
"LOC107965873","LOC107965873",0.901208358658215
"LOC551489","LOC551489",0.36944161650967
"LOC411579","LOC411579",0.372948421710285
"LOC408539","LOC408539",0.912725377051538
"LOC107965872","LOC107965872",0.779837207021673
"LOC411575","LOC411575",0.70076308758235
"LOC408536","LOC408536",0.906918820234275
"LOC411577","LOC411577",0.605090736625241
"LOC408534","LOC408534",0.923071303201965
"LOC408533","LOC408533",0.715352889273532
"LOC408532","LOC408532",0.707917998054547
"LOC408531","LOC408531",0.52443671879779
"LOC411572","LOC411572",0.315615984468884
"LOC102655346","LOC102655346",0.518933782840408
"LOC409129","LOC409129",0.748820196068087
"LOC102654168","LOC102654168",0.734802571166208
"LOC409127","LOC409127",0.659333977701852
"LOC100578317","LOC100578317",0.924328234991256
"LOC409125","LOC409125",0.693483338367059
"LOC409124","LOC409124",0.710919338642897
"LOC409122","LOC409122",0.843262986095918
"LOC100578316","LOC100578316",0.897769233116665
"LOC411658","LOC411658",0.263226320648568
"LOC100577283","LOC100577283",0.890264285012747
"LOC412161","LOC412161",0.571681716954875
"LOC552293","LOC552293",0.567536824621648
"LOC408458","LOC408458",0.458380451083407
"LOC408451","LOC408451",0.690040999564809
"LOC408452","LOC408452",0.911428458248528
"LOC408453","LOC408453",0.809772960728191
"LOC408455","LOC408455",0.747464009137349
"LOC408456","LOC408456",0.794770371088073
"LOC408457","LOC408457",0.397085084195652
"LOC551419","LOC551419",0.592346609774168
"LOC411790","LOC411790",0.503921706346689
"LOC411793","LOC411793",0.435970042594226
"LOC411795","LOC411795",0.376464847645439
"LOC107965938","LOC107965938",0.827786057294254
"LOC411797","LOC411797",0.271273730467685
"LOC411796","LOC411796",0.823036822039849
"LOC411799","LOC411799",0.746079630384563
"LOC551410","LOC551410",0.572685931282891
"LOC551413","LOC551413",0.399855943544198
"LOC551412","LOC551412",0.414295707271283
"LOC551415","LOC551415",0.378457135796585
"LOC551414","LOC551414",0.54044948005125
"LOC551416","LOC551416",0.442290936204039
"LOC552209","LOC552209",0.794560022237608
"LOC552201","LOC552201",0.459674149589368
"LOC552200","LOC552200",0.317343992875108
"LOC552202","LOC552202",0.893202974213522
"LOC552205","LOC552205",0.8011751098774
"LOC552204","LOC552204",0.534267161410019
"LOC552206","LOC552206",0.74207379777723
"LOC552803","LOC552803",0.508988882824677
"LOC552802","LOC552802",0.546933976999055
"LOC552801","LOC552801",0.619527354033801
"LOC107965939","LOC107965939",0.86082027937698
"LOC552807","LOC552807",0.433132928610615
"LOC552806","LOC552806",0.475955634779164
"LOC552805","LOC552805",0.763370487779937
"LOC552804","LOC552804",0.619988549181266
"LOC552809","LOC552809",0.95879300909605
"LOC102656313","LOC102656313",0.690518041497864
"LOC408988","LOC408988",0.903036058879306
"LOC408989","LOC408989",0.752029793784703
"LOC408986","LOC408986",0.601792953992419
"LOC408987","LOC408987",0.678937370315713
"LOC408985","LOC408985",0.902519877161247
"LOC408982","LOC408982",0.668029480782543
"LOC408983","LOC408983",0.328128942940658
"LOC408980","LOC408980",0.378154644850197
"LOC408981","LOC408981",0.70237478324641
"LOC551572","LOC551572",0.955066011682436
"LOC551573","LOC551573",0.762737981125946
"LOC551570","LOC551570",0.814605624717302
"LOC551571","LOC551571",0.843232751581546
"LOC100578739","LOC100578739",0.94606346693105
"LOC551577","LOC551577",0.86968986195675
"LOC551574","LOC551574",0.864001770203647
"LOC726047","LOC726047",0.504874975770498
"LOC100578735","LOC100578735",0.857026012335747
"LOC100578734","LOC100578734",0.749401470599005
"LOC551578","LOC551578",0.677261711950535
"LOC100578736","LOC100578736",0.377919598273934
"LOC100578731","LOC100578731",0.890176722920706
"LOC100578730","LOC100578730",0.806267217630854
"LOC100578733","LOC100578733",0.947021289649672
"LOC100578732","LOC100578732",0.92704178039051
"LOC100578223","LOC100578223",0.838688598569462
"LOC100578222","LOC100578222",0.884695634107975
"LOC100577901","LOC100577901",0.810710982183477
"LOC100578220","LOC100578220",0.792847884662044
"LOC100578227","LOC100578227",0.762628547922666
"LOC100578226","LOC100578226",0.897712946418894
"LOC100578225","LOC100578225",0.754449191655458
"LOC100578224","LOC100578224",0.532815095147235
"LOC100577909","LOC100577909",0.711695345890478
"LOC100577908","LOC100577908",0.840290404040404
"LOC412745","LOC412745",0.581098988931427
"LOC102656108","LOC102656108",0.754478482859227
"LOC102656459","LOC102656459",0.983096590909091
"LOC102656453","LOC102656453",0.903667330236673
"LOC102656452","LOC102656452",0.901248271344348
"LOC102656451","LOC102656451",0.964557916830644
"LOC102656102","LOC102656102",0.928501228501229
"LOC102656105","LOC102656105",0.514642824642825
"LOC102656104","LOC102656104",0.779112027896469
"LOC102656107","LOC102656107",0.491439326745328
"LOC102656106","LOC102656106",0.978776493519505
"LOC724698","LOC724698",0.777978817299206
"LOC412741","LOC412741",0.302125850790073
"LOC727249","LOC727249",0.578145927024508
"LOC724690","LOC724690",0.430696008040317
"LOC724692","LOC724692",0.637664599924102
"LOC724695","LOC724695",0.696973607038123
"LOC727652","LOC727652",0.609279997062711
"LOC724769","LOC724769",0.676000532331419
"LOC413636","LOC413636",0.460154892303699
"LOC413637","LOC413637",0.779239493649604
"LOC107964988","LOC107964988",0.931231423259559
"LOC107964989","LOC107964989",0.980048577376822
"LOC413633","LOC413633",0.860022236340534
"LOC107964984","LOC107964984",0.718057880981798
"LOC107964985","LOC107964985",0.973067874574248
"LOC107964986","LOC107964986",0.922960372960373
"LOC107964987","LOC107964987",0.954732852485885
"LOC107964980","LOC107964980",0.925422160536664
"LOC107964981","LOC107964981",0.646731358529111
"LOC107964982","LOC107964982",0.792675255549507
"LOC107964983","LOC107964983",0.919319314782924
"LOC411555","LOC411555",0.525375320847319
"LOC409024","LOC409024",0.661696467838111
"LOC725618","LOC725618",0.353730590425477
"LOC725619","LOC725619",0.706625202999205
"LOC725616","LOC725616",0.906199093599639
"LOC725617","LOC725617",0.814005861673102
"LOC725614","LOC725614",0.586343171095825
"LOC725615","LOC725615",0.508359629171575
"LOC725612","LOC725612",0.336910631989429
"LOC725613","LOC725613",0.9038883129463
"LOC725611","LOC725611",0.835027095148078
"LOC412545","LOC412545",0.468713331170015
"LOC412544","LOC412544",0.437215378872714
"LOC412547","LOC412547",0.506504786470044
"LOC412546","LOC412546",0.656354986200931
"LOC412541","LOC412541",0.940388518898787
"LOC412540","LOC412540",0.802750277879309
"LOC412543","LOC412543",0.709736017200585
"LOC412549","LOC412549",0.525093327452361
"LOC412548","LOC412548",0.54846284181891
"LOC413498","LOC413498",0.548804713146556
"LOC411554","LOC411554",0.568773679271152
"LOC724529","LOC724529",0.820003435755541
"LOC724760","LOC724760",0.739013697649659
"LOC413490","LOC413490",0.780091119394692
"LOC413491","LOC413491",0.669098819659846
"LOC724525","LOC724525",0.595656308633408
"LOC413493","LOC413493",0.359268149339602
"LOC413494","LOC413494",0.349041836807794
"LOC413495","LOC413495",0.667340595974266
"LOC724521","LOC724521",0.996212829749625
"LOC724520","LOC724520",0.988666538940512
"LOC724762","LOC724762",0.925887216951512
"LOC412097","LOC412097",0.320757832101282
"LOC550956","LOC550956",0.718175216864872
"LOC550955","LOC550955",0.533205387850425
"LOC725923","LOC725923",0.494800108930917
"LOC725924","LOC725924",0.909948291863703
"LOC724767","LOC724767",0.803169615914928
"LOC725926","LOC725926",0.91802395727654
"LOC725928","LOC725928",0.708540237759882
"LOC725929","LOC725929",0.72712373174571
"LOC550958","LOC550958",0.873541971655179
"LOC107965169","LOC107965169",0.628290121430916
"LOC107965168","LOC107965168",0.661006189577618
"LOC107965165","LOC107965165",0.887035665149751
"LOC107965164","LOC107965164",0.521765962497033
"LOC107965167","LOC107965167",0.964114832535885
"LOC107965161","LOC107965161",0.943181818181818
"LOC107965160","LOC107965160",0.790734265734266
"LOC107965163","LOC107965163",0.905434549739342
"LOC107965162","LOC107965162",0.711295042985184
"LOC107964579","LOC107964579",0.787850986933556
"LOC107964578","LOC107964578",1
"LOC107964575","LOC107964575",0.715374331550802
"LOC107964574","LOC107964574",0.813851273281878
"LOC107964577","LOC107964577",0.905562843831149
"LOC107964576","LOC107964576",0.964160839160839
"LOC107964571","LOC107964571",0.743458817247364
"LOC107964570","LOC107964570",0.857823129251701
"LOC107964573","LOC107964573",0.890481793410949
"LOC107964572","LOC107964572",0.993189794995879
"LOC409729","LOC409729",0.596466771117334
"LOC409728","LOC409728",0.308264257212923
"LOC409721","LOC409721",0.627638525527548
"LOC409723","LOC409723",0.548706671365935
"LOC409722","LOC409722",0.545996828157774
"LOC409725","LOC409725",0.370514970933261
"LOC409724","LOC409724",0.391588349555926
"LOC409727","LOC409727",0.679078014184397
"LOC409726","LOC409726",0.343775867206728
"LOC410893","LOC410893",0.664039849420769
"LOC107965293","LOC107965293",0.863437001594896
"LOC107965292","LOC107965292",0.44406496660595
"LOC107965291","LOC107965291",0.933489382251779
"LOC107965290","LOC107965290",0.759423292756626
"LOC107965294","LOC107965294",0.941987441987442
"LOC727555","LOC727555",0.985878681157656
"LOC409462","LOC409462",0.32570987447137
"LOC409463","LOC409463",0.641890985993165
"LOC409460","LOC409460",0.352148485381426
"LOC726922","LOC726922",0.555245567440689
"LOC409467","LOC409467",0.908714665710496
"LOC409465","LOC409465",0.577147988947959
"LOC409468","LOC409468",0.816489737101601
"LOC726924","LOC726924",0.839523994705876
"LOC552473","LOC552473",0.599742559466316
"LOC408965","LOC408965",0.856115136067557
"LOC100577345","LOC100577345",0.994965034965035
"LOC102655754","LOC102655754",0.910163983979445
"LOC102655757","LOC102655757",0.869388194743645
"LOC102655756","LOC102655756",0.998514316834124
"LOC102655751","LOC102655751",0.877558786179673
"LOC102655750","LOC102655750",0.899233495649004
"LOC100577343","LOC100577343",0.757837957876528
"LOC100577342","LOC100577342",0.533881788861869
"LOC552784","LOC552784",0.819470565388518
"LOC726164","LOC726164",0.274690448917253
"LOC552786","LOC552786",0.286217493867654
"LOC552787","LOC552787",0.608200905186749
"LOC552780","LOC552780",0.368911587151991
"LOC102655758","LOC102655758",0.854166666666667
"LOC552782","LOC552782",0.933380530135316
"LOC726162","LOC726162",0.947697756788666
"LOC100576355","LOC100576355",0.941911976524469
"LOC100576351","LOC100576351",0.845627150727349
"LOC100576350","LOC100576350",0.577186834329692
"LOC100576359","LOC100576359",0.532304256437204
"LOC410561","LOC410561",0.414811528152092
"LOC410563","LOC410563",0.870658388214952
"LOC410562","LOC410562",0.912420702828363
"LOC410565","LOC410565",0.460444637439004
"LOC410567","LOC410567",0.616034997342492
"LOC410566","LOC410566",0.93782692242848
"LOC411962","LOC411962",0.176407132746503
"LOC411960","LOC411960",0.671946072778525
"LOC411961","LOC411961",0.452864197989287
"LOC411965","LOC411965",0.276195800855462
"LOC411968","LOC411968",0.90692899556745
"LOC411969","LOC411969",0.573753390333544
"LOC107965358","LOC107965358",0.823738321299297
"LOC100577756","LOC100577756",0.640283122355522
"LOC726788","LOC726788",0.677894170312267
"LOC100578034","LOC100578034",0.59576802507837
"LOC100578035","LOC100578035",0.696909127908291
"LOC100577752","LOC100577752",0.809664747017688
"LOC100577753","LOC100577753",0.487726148757411
"LOC100578030","LOC100578030",0.658510105419482
"LOC100577751","LOC100577751",0.912346299086631
"LOC726781","LOC726781",0.721664781078794
"LOC726780","LOC726780",0.386719680298743
"LOC726783","LOC726783",0.971176850688573
"LOC726782","LOC726782",0.656765700615994
"LOC726784","LOC726784",0.630367942376676
"LOC100577758","LOC100577758",0.710718851041432
"LOC100577759","LOC100577759",0.848591664705931
"LOC727037","LOC727037",0.738485831169408
"LOC725364","LOC725364",0.999396635997422
"LOC410305","LOC410305",0.474852161604654
"LOC410304","LOC410304",0.906300299167183
"LOC410307","LOC410307",0.405688668726555
"LOC410306","LOC410306",0.187840265097893
"LOC410301","LOC410301",0.485815402817521
"LOC727568","LOC727568",0.390717420132724
"18-w","18-w",0.845464036402665
"LOC727564","LOC727564",0.921212121212121
"LOC727562","LOC727562",0.901790633608815
"LOC102654699","LOC102654699",0.419894128450278
"LOC727561","LOC727561",0.430879693703341
"LOC107965351","LOC107965351",0.859251101321586
"LOC552797","LOC552797",0.574767016394768
"LOC726115","LOC726115",0.656140466376612
"Or57","Or57",0.973812121212121
"LOC727088","LOC727088",0.333012770844918
"Br-c","Br-c",0.967652429198203
"LOC725368","LOC725368",0.668640250007197
"LOC724206","LOC724206",0.696700033151613
"LOC724207","LOC724207",0.718916245675805
"LOC100578698","LOC100578698",0.634454099546223
"LOC100578699","LOC100578699",0.712696192696193
"LOC724202","LOC724202",0.991798454125028
"LOC724203","LOC724203",0.258809106233717
"LOC724201","LOC724201",0.589169090697025
"LOC100578691","LOC100578691",0.665175115642405
"LOC100578696","LOC100578696",0.653184297277015
"LOC100578697","LOC100578697",0.661234490879302
"LOC100578694","LOC100578694",0.398074857410853
"LOC412869","LOC412869",0.515363795573953
"LOC102653755","LOC102653755",0.795129373836191
"LOC102653754","LOC102653754",0.795196606672016
"LOC102653753","LOC102653753",0.905431680816746
"LOC102653751","LOC102653751",0.797716683490687
"LOC102653750","LOC102653750",0.809223946784922
"LOC107965936","LOC107965936",0.973463701049908
"LOC107965934","LOC107965934",0.912
"LOC107965935","LOC107965935",1
"LOC107965932","LOC107965932",0.888714442474888
"LOC107965933","LOC107965933",0.972393677750821
"LOC102653759","LOC102653759",0.432778619186583
"LOC107965931","LOC107965931",0.83030303030303
"LOC408649","LOC408649",0.673054994573356
"LOC408648","LOC408648",0.432737313305451
"LOC100578965","LOC100578965",0.736682072802047
"LOC100578966","LOC100578966",0.746640664183803
"LOC100578967","LOC100578967",0.912370790263421
"LOC100578968","LOC100578968",0.50005300380113
"Mir3720","Mir3720",0.870017967118942
"LOC107964910","LOC107964910",0.742390117390117
"LOC409912","LOC409912",0.737031552965299
"LOC409913","LOC409913",0.388274388131483
"LOC409910","LOC409910",0.348176564308391
"LOC409911","LOC409911",0.379500508957782
"LOC409915","LOC409915",0.482185903983657
"LOC409918","LOC409918",0.645353967667257
"LOC409919","LOC409919",0.731178600880213
"LOC412224","LOC412224",0.393630105303257
"LOC100576996","LOC100576996",0.5900513008428
"LOC100576994","LOC100576994",0.868415865976842
"LOC100576993","LOC100576993",0.733401369129384
"LOC100576992","LOC100576992",0.919249311294766
"LOC412222","LOC412222",0.984955797434718
"LOC100576990","LOC100576990",0.708561213004039
"LOC408643","LOC408643",0.547530082546227
"LOC408642","LOC408642",0.622515982913334
"LOC725009","LOC725009",0.379247805334762
"LOC725008","LOC725008",0.923351601539126
"LOC725003","LOC725003",0.933456183456184
"LOC725550","LOC725550",0.410547122422677
"LOC410041","LOC410041",0.866609474117214
"LOC725007","LOC725007",0.697616615594144
"LOC725005","LOC725005",0.741157024793388
"LOC725556","LOC725556",0.685814757140545
"LOC551840","LOC551840",0.28929715700549
"LOC107965876","LOC107965876",0.980092899800929
"Or10","Or10",0.97642792072741
"LOC724934","LOC724934",0.753171306978414
"LOC413799","LOC413799",0.904175333093205
"Or13","Or13",0.992863280103944
"Or14","Or14",0.998661590093532
"LOC724935","LOC724935",0.458446049064942
"LOC413793","LOC413793",0.548977489360883
"LOC413792","LOC413792",0.803303686500696
"LOC413791","LOC413791",0.712939225370523
"LOC413796","LOC413796",0.434360791420101
"LOC413795","LOC413795",0.420836008507052
"LOC413794","LOC413794",0.323537431321739
"LOC100577118","LOC100577118",0.841418014289533
"LOC724937","LOC724937",0.432894116696516
"LOC102654865","LOC102654865",0.854325880573626
"LOC102655100","LOC102655100",0.840132314511249
"LOC724930","LOC724930",0.496596688718168
"LOC102655102","LOC102655102",0.92993718506247
"LOC100577113","LOC100577113",0.906120028561927
"LOC102655106","LOC102655106",0.831603194103194
"LOC102655107","LOC102655107",0.697389240506329
"LOC100576508","LOC100576508",0.808501491671501
"LOC102654867","LOC102654867",0.677544677544678
"LOC102656718","LOC102656718",0.854442148760331
"LOC102656719","LOC102656719",0.459761150377772
"LOC102654340","LOC102654340",0.965595453235903
"LOC102656714","LOC102656714",0.814966826651609
"LOC100576502","LOC100576502",0.810719531002645
"LOC102656717","LOC102656717",0.878053558959023
"LOC102656710","LOC102656710",0.953399877149877
"LOC100576505","LOC100576505",0.856670505628413
"LOC102656712","LOC102656712",0.951190015396657
"LOC102655628","LOC102655628",0.929539786896395
"TyrR","TyrR",0.960366914208435
"LOC409931","LOC409931",0.816375874971579
"LOC102654432","LOC102654432",0.982792207792208
"LOC102655625","LOC102655625",1
"LOC413579","LOC413579",0.528316658118754
"LOC102655624","LOC102655624",0.82568283734203
"LOC413577","LOC413577",0.843635550328139
"LOC413576","LOC413576",0.850374393116645
"LOC413575","LOC413575",0.904189530388005
"LOC413574","LOC413574",0.502898516414141
"LOC413573","LOC413573",0.485427554729424
"LOC102656901","LOC102656901",0.923627484605647
"LOC102656900","LOC102656900",0.953300521134916
"LOC102656903","LOC102656903",0.963802331002331
"LOC412843","LOC412843",0.911145758413624
"LOC102656905","LOC102656905",0.525773680445538
"LOC102656904","LOC102656904",0.979380764163373
"LOC102656907","LOC102656907",0.976892188448429
"LOC102656909","LOC102656909",0.59520503843213
"LOC102656908","LOC102656908",0.539269496113876
"Tpx-4","Tpx-4",0.631089259861783
"Tpx-3","Tpx-3",0.469342132057635
"LOC726546","LOC726546",0.46148879794885
"LOC410673","LOC410673",0.381101640074911
"LOC726447","LOC726447",0.768026581677076
"LOC725793","LOC725793",0.256884795003295
"LOC410672","LOC410672",0.526938115815598
"LOC726572","LOC726572",0.893357404692082
"LOC726570","LOC726570",0.494470847619491
"LOC726571","LOC726571",0.880976163465391
"LOC724162","LOC724162",0.406949749596808
"LOC726578","LOC726578",0.997227092426108
"LOC726579","LOC726579",0.274143038657685
"LOC102653999","LOC102653999",1
"Hiscl1","Hiscl1",0.991910717917429
"LOC410178","LOC410178",0.889344239698034
"LOC410179","LOC410179",0.857503032298921
"LOC102653990","LOC102653990",0.794487039065352
"LOC102653993","LOC102653993",0.982473890339426
"LOC410175","LOC410175",0.544029001505952
"LOC102653995","LOC102653995",0.932814288985574
"LOC102653994","LOC102653994",0.947784810126582
"LOC102653997","LOC102653997",0.872211242863417
"LOC102653996","LOC102653996",0.793291083916084
"LOC107965330","LOC107965330",0.774867154961942
"LOC107965331","LOC107965331",0.89915404040404
"LOC107965332","LOC107965332",0.963758784665236
"LOC107965333","LOC107965333",0.842961589949542
"LOC107965334","LOC107965334",0.907627293341579
"LOC107965335","LOC107965335",0.851023475327784
"LOC107965336","LOC107965336",0.874234107298363
"LOC107965337","LOC107965337",0.908507434594391
"LOC107965338","LOC107965338",0.549466006772597
"LOC107965339","LOC107965339",0.737765409193981
"LOC107964320","LOC107964320",0.979561056792178
"LOC107964321","LOC107964321",0.769570707070707
"LOC107964322","LOC107964322",0.749181818181818
"LOC107964323","LOC107964323",0.737733738598163
"LOC107964324","LOC107964324",0.806906272022551
"LOC107964325","LOC107964325",0.987886944818304
"LOC107964326","LOC107964326",0.941353424959982
"LOC107964327","LOC107964327",0.776216468920644
"LOC107964328","LOC107964328",0.925567805289475
"LOC107964329","LOC107964329",0.498312248096731
"LOC727306","LOC727306",0.91799290005378
"LOC726316","LOC726316",0.875905676906687
"LOC726314","LOC726314",0.403804236369496
"LOC726315","LOC726315",0.886455155893279
"LOC726312","LOC726312",0.396397458399187
"LOC726310","LOC726310",0.469274836312305
"LOC726318","LOC726318",0.700852076415019
"LOC726319","LOC726319",0.933273445921667
"LOC102654417","LOC102654417",0.694391199611261
"LOC102654413","LOC102654413",0.697792080092965
"LOC102654412","LOC102654412",0.86993006993007
"LOC409937","LOC409937",0.870831670524383
"LOC102654418","LOC102654418",0.945674325674326
"NLG-3","NLG-3",0.895938126671123
"LOC412827","LOC412827",0.853088259645637
"LOC412824","LOC412824",0.273676603131638
"LOC412825","LOC412825",0.675874433431108
"LOC412823","LOC412823",0.741845034246575
"NLG-5","NLG-5",0.932766744788454
"NLG-4","NLG-4",0.962123343735612
"LOC412828","LOC412828",0.364325416769029
"LOC412829","LOC412829",0.806749848223876
"LOC410799","LOC410799",0.328296774450621
"LOC410792","LOC410792",0.568485272024695
"LOC410793","LOC410793",0.925624042168881
"LOC410791","LOC410791",0.86173716459642
"LOC410796","LOC410796",0.490469845030106
"LOC410795","LOC410795",0.723577002500417
"LOC107965743","LOC107965743",0.782286018075492
"LOC107965745","LOC107965745",0.769305908244456
"LOC107965744","LOC107965744",0.963107962051159
"LOC107965747","LOC107965747",0.884795321637427
"LOC107965746","LOC107965746",0.899698927174212
"LOC107965749","LOC107965749",0.842386346917758
"LOC107965748","LOC107965748",0.905327199386605
"LOC412941","LOC412941",0.828939960234459
"LOC411553","LOC411553",0.392762673463608
"LOC408554","LOC408554",0.964127005450796
"LOC408557","LOC408557",0.54059109388226
"LOC408556","LOC408556",0.462814521209994
"LOC408551","LOC408551",0.884896969227955
"LOC411556","LOC411556",0.95765578749087
"LOC411227","LOC411227",0.714231034183862
"LOC408552","LOC408552",0.885838952396029
"LOC411229","LOC411229",0.921231301226705
"LOC408559","LOC408559",0.834719293874293
"LOC408558","LOC408558",0.684262695754503
"LOC409145","LOC409145",0.510483025746184
"LOC409144","LOC409144",0.371640304678831
"LOC409141","LOC409141",0.764918042039052
"LOC409140","LOC409140",0.70762122670228
"LOC409143","LOC409143",0.967159173911961
"LOC409142","LOC409142",0.90778691643015
"LOC552191","LOC552191",0.351170642128708
"LOC552190","LOC552190",0.913788485927845
"LOC552193","LOC552193",0.675101711406412
"LOC552192","LOC552192",0.600411103036088
"LOC552195","LOC552195",0.967675184514329
"LOC552194","LOC552194",0.816368387142959
"LOC552197","LOC552197",0.627676864841905
"LOC552196","LOC552196",0.738717082810331
"LOC727049","LOC727049",0.946766876321087
"LOC551727","LOC551727",0.626750367158747
"LOC100578721","LOC100578721",0.469975121190766
"LOC727045","LOC727045",0.998330993550007
"LOC551725","LOC551725",0.345043242559342
"LOC727303","LOC727303",0.299770073261228
"LOC107963969","LOC107963969",0.79459563790774
"LOC107963968","LOC107963968",0.7145747953111
"LOC107963967","LOC107963967",0.948947692998378
"LOC107963966","LOC107963966",0.904489637431442
"LOC107963965","LOC107963965",0.62647776552111
"LOC107963964","LOC107963964",0.903269285919128
"LOC107963963","LOC107963963",0.633529978031743
"LOC107963962","LOC107963962",0.384575261609778
"LOC107963961","LOC107963961",0.706534813786722
"LOC107963960","LOC107963960",0.463293268551165
"LOC413867","LOC413867",0.743088497689385
"LOC551439","LOC551439",0.368856799853752
"LOC551438","LOC551438",0.525269817787312
"LOC551437","LOC551437",0.785349519289278
"LOC551436","LOC551436",0.331723287392355
"LOC551435","LOC551435",0.408658408135492
"LOC413714","LOC413714",0.3562295393696
"LOC551433","LOC551433",0.945326946210689
"LOC551432","LOC551432",0.754907113114629
"LOC551431","LOC551431",0.342246000849405
"LOC413341","LOC413341",0.447179934009748
"LOC413869","LOC413869",0.438727659943787
"LOC552229","LOC552229",0.997488297919941
"LOC552228","LOC552228",0.731932624763321
"LOC552227","LOC552227",0.404500492766638
"LOC552225","LOC552225",0.346060814938981
"LOC413435","LOC413435",0.675536407617769
"LOC552223","LOC552223",0.433803672076082
"LOC552221","LOC552221",0.76916214430182
"LOC727269","LOC727269",0.922460676957357
"LOC100576698","LOC100576698",0.952492563752173
"LOC100576699","LOC100576699",0.84446352189891
"LOC100578727","LOC100578727",0.736351694282729
"LOC724175","LOC724175",0.931883268473006
"LOC100576690","LOC100576690",0.882675489067894
"LOC100576694","LOC100576694",0.82248312508976
"LOC100576696","LOC100576696",0.711747222944607
"LOC100576697","LOC100576697",0.593892077598799
"LOC551558","LOC551558",0.651486185990318
"LOC551559","LOC551559",0.4264718292514
"LOC551550","LOC551550",0.333558368263958
"LOC551551","LOC551551",0.56622408420856
"LOC551552","LOC551552",0.556236323474025
"LOC551553","LOC551553",0.8306575127736
"LOC551554","LOC551554",0.416659639770764
"LOC100578001","LOC100578001",0.761525878251542
"LOC551556","LOC551556",0.703815992931301
"LOC551557","LOC551557",0.388723886432009
"LOC100578209","LOC100578209",0.571336674987835
"LOC100577928","LOC100577928",0.616978357947833
"LOC100578759","LOC100578759",0.799036499659941
"LOC100578201","LOC100578201",0.320564852280352
"LOC100578752","LOC100578752",0.715448484048299
"LOC100578751","LOC100578751",0.995074427021182
"LOC100577922","LOC100577922",0.906758825625813
"LOC100578757","LOC100578757",0.773737373737374
"LOC100578207","LOC100578207",0.907371774546662
"LOC100578206","LOC100578206",0.616958485837702
"LOC100578345","LOC100578345",0.85938843360227
"LOC100578004","LOC100578004",0.619931845058955
"LOC751767","LOC751767",0.821749899584951
"LOC724177","LOC724177",0.74794840494746
"LOC102656473","LOC102656473",0.969354227127529
"LOC102656472","LOC102656472",0.860647965725365
"LOC102656475","LOC102656475",0.809385749385749
"LOC102656479","LOC102656479",0.652995867768595
"Dnmt3","Dnmt3",0.497280300820124
"LOC551888","LOC551888",0.422045868989842
"LOC551889","LOC551889",0.629634193616851
"LOC551884","LOC551884",0.643211838090841
"LOC551885","LOC551885",0.744120164964416
"LOC551882","LOC551882",0.549488950678088
"LOC551883","LOC551883",0.945608071238323
"LOC551880","LOC551880",0.790020625099159
"LOC551881","LOC551881",0.587476812005949
"LOC725880","LOC725880",0.393207659176484
"LOC408538","LOC408538",0.858469188190551
"LOC725253","LOC725253",0.894708289861248
"LOC725634","LOC725634",0.611214927983584
"LOC725630","LOC725630",0.327005540263375
"LOC725885","LOC725885",0.580063485562154
"LOC725632","LOC725632",0.587882132584119
"LOC725633","LOC725633",0.759071581417823
"LOC725884","LOC725884",0.293595909765081
"LOC725638","LOC725638",0.477888914780147
"LOC552513","LOC552513",0.86256210690093
"LOC411576","LOC411576",0.895640391800925
"AGLU2","AGLU2",0.895530382682538
"LOC411570","LOC411570",0.522100867201737
"LOC724545","LOC724545",0.600202814654906
"Qbp-1","Qbp-1",0.950806847745011
"LOC724546","LOC724546",0.946351745710844
"LOC724541","LOC724541",0.701288256945495
"LOC411573","LOC411573",0.471068985912515
"LOC724543","LOC724543",0.947707669347903
"LOC724542","LOC724542",0.363201859578802
"LOC724548","LOC724548",0.51891018321498
"CTL5","CTL5",0.829033954779482
"LOC550689","LOC550689",0.408723242436542
"LOC412406","LOC412406",0.635410667505694
"LOC550935","LOC550935",0.501124135833422
"LOC725491","LOC725491",0.878339319640134
"LOC550937","LOC550937",0.922198240402004
"LOC550687","LOC550687",0.69257201606344
"LOC550686","LOC550686",0.812218937725773
"LOC550685","LOC550685",0.586882075909996
"LOC550684","LOC550684",0.297265406437106
"LOC725946","LOC725946",0.6118893431099
"LOC725947","LOC725947",0.299671600010912
"LOC725944","LOC725944",0.407054963349424
"LOC725945","LOC725945",0.679235836627141
"LOC725942","LOC725942",0.735509506933814
"LOC725943","LOC725943",0.366743781892732
"LOC725941","LOC725941",0.487653190924268
"LOC725948","LOC725948",0.392045267797117
"LOC725949","LOC725949",0.818992252827576
"LOC107965109","LOC107965109",0.966931450426596
"LOC107965108","LOC107965108",0.96407483789458
"LOC107965103","LOC107965103",0.769116698903933
"LOC107965102","LOC107965102",0.908536585365854
"LOC107965101","LOC107965101",0.963245356793744
"LOC107965100","LOC107965100",0.816509366509366
"LOC107965107","LOC107965107",0.653242902130892
"LOC107965106","LOC107965106",0.839272553864829
"LOC107965105","LOC107965105",0.922332506203474
"LOC107965104","LOC107965104",0.981390621714446
"LOC727266","LOC727266",0.586876016862698
"LOC107964519","LOC107964519",0.915324675324675
"LOC107964518","LOC107964518",0.928257575757576
"LOC409126","LOC409126",0.365890922999357
"LOC107964513","LOC107964513",0.963598802091264
