"","Gene","tau"
"LOC107965073","LOC107965073",0.822474990521189
"LOC107965072","LOC107965072",0.903479216361869
"LOC107965071","LOC107965071",0.783562576115768
"LOC102654849","LOC102654849",0.983101167785382
"LOC107965077","LOC107965077",0.66755980861244
"LOC107965076","LOC107965076",0.806615815691158
"LOC107965075","LOC107965075",0.961895551257253
"LOC107965074","LOC107965074",0.771192185007974
"LOC410133","LOC410133",0.765571853542629
"LOC409184","LOC409184",0.18013111048505
"LOC412164","LOC412164",0.417464065165859
"LOC412163","LOC412163",0.572457443144775
"LOC409578","LOC409578",0.459250083250083
"LOC409579","LOC409579",0.727260280468
"LOC409571","LOC409571",0.465598746385607
"LOC409572","LOC409572",0.681632006337889
"LOC409573","LOC409573",0.330434413554618
"LOC409574","LOC409574",0.547215953322692
"LOC409576","LOC409576",0.680748113983833
"LOC409577","LOC409577",0.526908656988112
"LOC551426","LOC551426",0.459272979765103
"LOC551721","LOC551721",0.825693651070035
"LOC410136","LOC410136",0.575681731226305
"LOC410286","LOC410286",0.396435427995324
"LOC551428","LOC551428",0.824327828035725
"LOC551618","LOC551618",0.598701464330848
"LOC551429","LOC551429",0.557188937898809
"LOC412313","LOC412313",0.420698848393531
"LOC551072","LOC551072",0.552952870901934
"LOC725292","LOC725292",0.504584730324102
"LOC408298","LOC408298",0.892988591975994
"LOC408299","LOC408299",0.866012862356934
"LOC408297","LOC408297",0.910757114882138
"LOC408294","LOC408294",0.320086303114143
"LOC408295","LOC408295",0.906486675110502
"LOC408292","LOC408292",0.495573554001725
"LOC408293","LOC408293",0.677545792297615
"LOC408291","LOC408291",0.930406783807275
"LOC551042","LOC551042",0.897630755747042
"LOC551043","LOC551043",0.914872500724428
"LOC550886","LOC550886",0.67892031238153
"LOC551046","LOC551046",0.891249943767929
"LOC551047","LOC551047",0.47071551090419
"LOC551044","LOC551044",0.968462990843371
"LOC102655457","LOC102655457",0.613547237076649
"LOC412160","LOC412160",0.829277987298919
"LOC100577224","LOC100577224",0.703610687635401
"LOC100577213","LOC100577213",0.741766530810876
"LOC102655462","LOC102655462",0.891077873187729
"LOC100577211","LOC100577211",0.722043969102793
"LOC552651","LOC552651",0.914236071488733
"LOC552656","LOC552656",0.503695059651038
"LOC100577216","LOC100577216",0.430618836184407
"LOC100577215","LOC100577215",0.705389043271139
"LOC100577214","LOC100577214",0.789507777510277
"LOC100577222","LOC100577222",0.652685882370552
"LOC102655469","LOC102655469",0.821308301983272
"LOC102655468","LOC102655468",0.579043446513326
"LOC410289","LOC410289",0.885361974587832
"Tbh","Tbh",0.974288966147761
"LOC107965220","LOC107965220",0.763934731934732
"LOC102654592","LOC102654592",0.884312134109705
"LOC102654593","LOC102654593",0.901320901320901
"LOC102654594","LOC102654594",0.317509983556495
"LOC725298","LOC725298",0.892770852112404
"LOC102654597","LOC102654597",0.923287419651056
"LOC726284","LOC726284",0.89592506607011
"LOC725299","LOC725299",0.673654819437574
"LOC552643","LOC552643",0.629658424814605
"LOC726286","LOC726286",0.872323998222734
"LOC552388","LOC552388",0.932867031979246
"LOC552381","LOC552381",0.669504188008047
"LOC552382","LOC552382",0.65946850932571
"LOC552383","LOC552383",0.305531635934425
"LOC552384","LOC552384",0.522231029804264
"LOC552386","LOC552386",0.514828433007139
"LOC552387","LOC552387",0.75149653338514
"LOC726282","LOC726282",0.878203815896053
"LOC552660","LOC552660",0.900546158572388
"LOC410617","LOC410617",0.558581768502266
"LOC410616","LOC410616",0.694910264959165
"LOC410614","LOC410614",0.878482509017659
"LOC410613","LOC410613",0.880011542859217
"LOC410612","LOC410612",0.713431837252285
"LOC410610","LOC410610",0.511669613269106
"LOC410618","LOC410618",0.358724047774131
"LOC552481","LOC552481",0.478257913612974
"LOC726289","LOC726289",0.512333030270443
"LOC726879","LOC726879",0.786497020509978
"LOC100576422","LOC100576422",0.696106589712992
"LOC726875","LOC726875",0.666364887980308
"LOC726874","LOC726874",0.481626843727132
"LOC100576421","LOC100576421",0.609544034503043
"LOC726871","LOC726871",0.979929192630122
"LOC726870","LOC726870",0.313447310389256
"LOC410479","LOC410479",0.764402254342844
"LOC102654339","LOC102654339",0.886038961038961
"LOC102654335","LOC102654335",0.876303665912184
"LOC410470","LOC410470",0.875159824159971
"LOC102654330","LOC102654330",0.923193632632757
"LOC102654331","LOC102654331",0.947141432607612
"LOC410475","LOC410475",0.543641535455695
"LOC727475","LOC727475",0.530666111997827
"LOC102654588","LOC102654588",0.89619814379962
"LOC552489","LOC552489",0.833704944437534
"LOC727473","LOC727473",0.266352434583295
"LOC552488","LOC552488",0.262469916364168
"LOC727479","LOC727479",0.561015938952916
"LOC107964809","LOC107964809",0.714253647586981
"LOC107964808","LOC107964808",0.896877869605142
"Pburs","Pburs",0.872644522576563
"LOC107964805","LOC107964805",0.952347742935338
"LOC107964804","LOC107964804",0.86032196969697
"LOC107964807","LOC107964807",1
"LOC107964806","LOC107964806",0.938240979381443
"LOC107964801","LOC107964801",0.757048748353096
"LOC107964800","LOC107964800",0.85609756097561
"LOC107964802","LOC107964802",0.972943722943723
"Tpi","Tpi",0.84338266382132
"LOC412601","LOC412601",0.651983015482541
"LOC411879","LOC411879",0.699435143621526
"LOC411870","LOC411870",0.389811425102042
"LOC411871","LOC411871",0.867694817618289
"LOC411875","LOC411875",0.671957545204566
"LOC727496","LOC727496",0.486062079636237
"LOC412118","LOC412118",0.717212750862868
"LOC412119","LOC412119",0.653434187685659
"LOC412116","LOC412116",0.339399842321792
"LOC412117","LOC412117",0.300963592173422
"LOC412114","LOC412114",0.556741075334675
"LOC412115","LOC412115",0.547057722506671
"LOC412112","LOC412112",0.541370180123613
"LOC412111","LOC412111",0.421996769687675
"LOC724178","LOC724178",0.783207912973896
"LOC552833","LOC552833",0.420054417002394
"LOC551523","LOC551523",0.315813866811141
"LOC551384","LOC551384",0.587917097962075
"LOC724170","LOC724170",0.454782231861727
"LOC551972","LOC551972",0.252146215659449
"LOC411700","LOC411700",0.560587030211952
"LOC411706","LOC411706",0.769607122892527
"LOC411707","LOC411707",0.50400040054073
"LOC411704","LOC411704",0.4476996687523
"LOC411705","LOC411705",0.820822067815992
"LOC727497","LOC727497",0.461602394627283
"LOC551386","LOC551386",0.510773636987398
"Pten","Pten",0.512042881846826
"LOC412180","LOC412180",0.599683442889296
"LOC412452","LOC412452",0.537038859572111
"Hex70a","Hex70a",0.949893420814573
"Hex70c","Hex70c",0.873737798685211
"LOC100576667","LOC100576667",0.303894580597371
"LOC100576666","LOC100576666",0.91140300225655
"LOC100576661","LOC100576661",0.979269277939669
"LOC100576660","LOC100576660",0.449179072959561
"LOC100576663","LOC100576663",0.643043130328324
"LOC100576662","LOC100576662",0.788994000922935
"LOC100576669","LOC100576669",0.641246230143447
"LOC408936","LOC408936",0.467504290349946
"LOC408935","LOC408935",0.92982334582525
"LOC408934","LOC408934",0.898084716305732
"LOC551427","LOC551427",0.42239101342769
"LOC724358","LOC724358",0.847291331630562
"LOC724355","LOC724355",0.586362505372209
"LOC724356","LOC724356",0.463762933011672
"LOC412454","LOC412454",0.541715671391361
"LOC724350","LOC724350",0.415690014458028
"LOC724352","LOC724352",0.355552513217393
"LOC724353","LOC724353",0.694753731526791
"LOC100577381","LOC100577381",0.712988581466842
"LOC412025","LOC412025",0.582539762203888
"LOC552742","LOC552742",0.31594205641676
"LOC725409","LOC725409",0.427715991278611
"LOC102655790","LOC102655790",0.808523908523909
"LOC725407","LOC725407",0.83482795434015
"LOC725406","LOC725406",0.542185662574116
"LOC725405","LOC725405",0.531272267162425
"LOC725404","LOC725404",0.886429443782873
"LOC413328","LOC413328",0.651689887691043
"LOC725401","LOC725401",0.429466235963698
"LOC725400","LOC725400",0.879135879938296
"LOC100577382","LOC100577382",0.680868312455742
"LOC102656174","LOC102656174",0.782762533165759
"LOC102656170","LOC102656170",0.835788755724447
"LOC102656171","LOC102656171",0.886602466776984
"LOC102655794","LOC102655794",0.795111334337854
"Dl","Dl",0.615676562711578
"LOC412937","LOC412937",0.385189151110493
"LOC100577387","LOC100577387",0.888802407638024
"LOC100577386","LOC100577386",0.298482000942278
"LOC551815","LOC551815",0.534983717448557
"LOC551814","LOC551814",0.824357326478149
"LOC413643","LOC413643",0.413817476876985
"LOC551816","LOC551816",0.796143250688705
"LOC413645","LOC413645",0.87615483937514
"LOC551813","LOC551813",0.999551344434931
"LOC551812","LOC551812",0.340097237201314
"LOC413649","LOC413649",0.52594973822873
"LOC551819","LOC551819",0.704685196390782
"LOC551818","LOC551818",0.688605726200663
"LOC102655676","LOC102655676",0.692682341239217
"LOC102655677","LOC102655677",0.981969398568643
"LOC102655674","LOC102655674",0.993641735894547
"LOC102655859","LOC102655859",0.89602595296026
"LOC100577042","LOC100577042",0.735127286979139
"LOC102655673","LOC102655673",0.909220312884233
"LOC102655670","LOC102655670",0.65813487954718
"LOC100577041","LOC100577041",0.843924963924964
"LOC102655856","LOC102655856",0.634597455345467
"LOC102655857","LOC102655857",0.9730956564629
"LOC102655854","LOC102655854",0.963888773947945
"LOC102655855","LOC102655855",0.756243526170799
"LOC100576277","LOC100576277",0.893470582215635
"LOC100576274","LOC100576274",0.668458362545766
"LOC100576272","LOC100576272",0.693108416326085
"LOC100576273","LOC100576273",0.976364730335849
"LOC100576270","LOC100576270",0.955838673422167
"LOC100576271","LOC100576271",0.891657954241533
"LOC107966102","LOC107966102",0.801816854537195
"Or12","Or12",0.997624311512849
"LOC100576279","LOC100576279",0.905320115558455
"Ks-1","Ks-1",0.980062695924765
"Gat-1B","Gat-1B",0.913101680374609
"LOC413464","LOC413464",0.944662369017099
"LOC413467","LOC413467",0.614982332644157
"LOC413394","LOC413394",0.387531854190904
"LOC413393","LOC413393",0.637093103523445
"LOC413460","LOC413460",0.604728432471422
"LOC107966103","LOC107966103",0.939062717358594
"LOC413390","LOC413390",0.413019296314611
"LOC413468","LOC413468",0.429280469393357
"LOC413399","LOC413399",0.804514420399911
"LOC413398","LOC413398",0.477895350484347
"LOC726541","LOC726541",0.490309589292946
"LOC107965190","LOC107965190",0.768350168350168
"LOC107965191","LOC107965191",0.752972027972028
"LOC107965192","LOC107965192",0.354834262787137
"LOC107965193","LOC107965193",0.872402597402597
"LOC107965194","LOC107965194",0.721549938670045
"LOC107965195","LOC107965195",0.835628787878788
"LOC107965196","LOC107965196",0.613961508145034
"LOC107965197","LOC107965197",0.790244214294847
"LOC107965198","LOC107965198",0.756865133749556
"LOC107965199","LOC107965199",0.991326006095775
"LOC107964580","LOC107964580",0.759241808327174
"LOC107964581","LOC107964581",0.51944584711114
"LOC107964582","LOC107964582",0.830590999345653
"LOC107964583","LOC107964583",0.958806367577648
"LOC107964584","LOC107964584",0.643369127815203
"LOC107964585","LOC107964585",0.84201861130995
"LOC107964586","LOC107964586",0.87311506112116
"LOC107964587","LOC107964587",0.862571559422945
"LOC107964588","LOC107964588",0.958198051948052
"LOC107964589","LOC107964589",0.879859055963772
"LOC725791","LOC725791",0.83214475051424
"Amih","Amih",0.75580845021943
"LOC725797","LOC725797",0.831042090194535
"LOC724506","LOC724506",0.370670694079054
"LOC102654107","LOC102654107",0.824514106583072
"LOC102654106","LOC102654106",0.576096110973495
"LOC102654105","LOC102654105",0.901734508251096
"LOC102654104","LOC102654104",0.693675869262223
"LOC410280","LOC410280",0.254843264561454
"LOC725795","LOC725795",0.689609254706652
"LOC107965228","LOC107965228",0.907557166759621
"LOC107965229","LOC107965229",1
"LOC107965226","LOC107965226",0.664715153742906
"LOC107965227","LOC107965227",0.777707219251337
"LOC107965224","LOC107965224",0.706772614439217
"LOC107965225","LOC107965225",0.616134556816767
"LOC107965222","LOC107965222",0.926596643728118
"LOC107965223","LOC107965223",0.996835825404017
"LOC102654109","LOC102654109",0.832354545454546
"LOC102654108","LOC102654108",0.608048174308814
"LOC107964058","LOC107964058",0.887274586354341
"LOC107964059","LOC107964059",0.907990276745299
"LOC107964056","LOC107964056",0.630588235294118
"LOC107964057","LOC107964057",0.88143092264498
"LOC107964054","LOC107964054",0.878402670775552
"LOC107964055","LOC107964055",0.886427883070993
"LOC107964052","LOC107964052",0.943351063829787
"LOC107964053","LOC107964053",0.952568272159414
"LOC107964050","LOC107964050",0.954026392961877
"LOC107964051","LOC107964051",0.951791639017916
"LOC412936","LOC412936",0.555717025286288
"LOC552552","LOC552552",0.926062409316055
"LOC102653599","LOC102653599",0.88045415168318
"LOC102653594","LOC102653594",0.822415024893711
"LOC102653597","LOC102653597",0.87577399380805
"LOC102653596","LOC102653596",0.812250291966316
"LOC102653590","LOC102653590",0.945734831063534
"LOC102653593","LOC102653593",0.821065493646139
"LOC552554","LOC552554",0.527813664363684
"LOC102653843","LOC102653843",0.999890865437084
"LOC102653841","LOC102653841",0.707513878575722
"LOC102653840","LOC102653840",0.723145245559039
"LOC102653847","LOC102653847",0.970126786384821
"LOC102653846","LOC102653846",0.830202854996243
"LOC102653844","LOC102653844",0.826665798384996
"LOC412934","LOC412934",0.918253844377892
"LOC412935","LOC412935",0.261661872423712
"LOC102653849","LOC102653849",0.791557190401121
"LOC102653848","LOC102653848",0.981857198595396
"LOC412931","LOC412931",0.321644477936867
"LOC412932","LOC412932",0.775588516746411
"LOC412933","LOC412933",0.312695864296876
"LOC107965914","LOC107965914",0.790454855512836
"LOC408337","LOC408337",0.776476703160067
"LOC408336","LOC408336",0.333859047578036
"LOC408331","LOC408331",0.593233424377275
"LOC408333","LOC408333",0.625140156424176
"LOC408332","LOC408332",0.427780040733198
"LOC411231","LOC411231",0.662894630979737
"LOC408339","LOC408339",0.933080838290792
"LOC726540","LOC726540",0.734769525781131
"LOC409325","LOC409325",0.512645298902734
"LOC409324","LOC409324",0.692937458452529
"LOC409327","LOC409327",0.903397643043557
"LOC409326","LOC409326",0.36455616189374
"LOC409321","LOC409321",0.270761805244564
"LOC409320","LOC409320",0.778515235919829
"LOC409323","LOC409323",0.847330636486025
"LOC409322","LOC409322",0.536643378132651
"LOC726600","LOC726600",0.890669740759695
"LOC726601","LOC726601",0.59568923367776
"LOC726602","LOC726602",0.434868660939574
"LOC409329","LOC409329",0.553947242396945
"LOC726605","LOC726605",0.48587512025012
"LOC726606","LOC726606",0.687329384496523
"LOC410860","LOC410860",0.72632202424073
"Nedd9","Nedd9",0.620439423015244
"LOC410862","LOC410862",0.532182665542132
"LOC410863","LOC410863",0.390855097345202
"LOC410864","LOC410864",0.492379104494697
"LOC410865","LOC410865",0.526130832851162
"LOC410866","LOC410866",0.950129569967783
"LOC410867","LOC410867",0.626445053908066
"LOC410869","LOC410869",0.549907398081028
"LOC725876","LOC725876",0.447010343957615
"Cyp4g11","Cyp4g11",0.947865590337825
"LOC551259","LOC551259",0.908448378336232
"LOC411237","LOC411237",0.664567284369846
"LOC551257","LOC551257",0.755437488687756
"LOC551256","LOC551256",0.68028452435257
"LOC551255","LOC551255",0.477630479655647
"LOC551254","LOC551254",0.808446359739883
"LOC551252","LOC551252",0.825688768455656
"LOC551250","LOC551250",0.769621875052893
"LOC725877","LOC725877",0.850941144643627
"LOC726468","LOC726468",0.722229224655568
"LOC726469","LOC726469",0.661642967895808
"LOC552049","LOC552049",0.552512463920231
"LOC552048","LOC552048",0.688977378762152
"LOC552047","LOC552047",0.678299996269631
"LOC552046","LOC552046",0.517069248754878
"LOC726466","LOC726466",0.943166035353535
"LOC552044","LOC552044",0.921596280773355
"LOC552043","LOC552043",0.348942212391035
"LOC552042","LOC552042",0.357579776955351
"LOC552041","LOC552041",0.996148159397301
"LOC552040","LOC552040",0.833494289344606
"LOC100576878","LOC100576878",0.533427085913704
"LOC100576879","LOC100576879",0.69513927495099
"LOC107966108","LOC107966108",0.783788938334393
"LOC100576871","LOC100576871",0.688032977527725
"LOC100576872","LOC100576872",0.715675580347229
"LOC100576876","LOC100576876",0.688463682988613
"LOC408740","LOC408740",0.639983218862449
"LOC408741","LOC408741",0.847555865313412
"LOC408742","LOC408742",0.687516862950461
"LOC408748","LOC408748",0.599356807904569
"LOC408749","LOC408749",0.523153469017272
"LOC107966109","LOC107966109",0.905270311084265
"LOC100578532","LOC100578532",0.938949379982996
"LOC100578530","LOC100578530",0.320199118000802
"LOC100578537","LOC100578537",0.62213181095534
"LOC100578536","LOC100578536",0.92835446813563
"LOC100578535","LOC100578535",0.908169751792145
"LOC100578534","LOC100578534",0.538007771699598
"LOC102656347","LOC102656347",0.698345790602005
"LOC102656610","LOC102656610",0.796699627252019
"LOC102656343","LOC102656343",0.961570247933884
"LOC102656614","LOC102656614",0.975716675962075
"LOC102656340","LOC102656340",0.882371007371007
"LOC102656619","LOC102656619",0.901791958041958
"LOC102656618","LOC102656618",0.914951132066205
"LOC412388","LOC412388",0.349066326289415
"LOC102656349","LOC102656349",0.964198914416262
"LOC551668","LOC551668",0.63384791686666
"LOC724953","LOC724953",0.494263225586309
"LOC551666","LOC551666",0.60254239710722
"LOC551667","LOC551667",0.700688008843283
"LOC551664","LOC551664",0.515428576383319
"LOC551665","LOC551665",0.462947039225369
"LOC551662","LOC551662",0.422399235009396
"LOC551663","LOC551663",0.915281941031941
"LOC551660","LOC551660",0.919889810372553
"LOC551661","LOC551661",0.721173171301706
"LOC724951","LOC724951",0.837547670873498
"LOC551258","LOC551258",0.453305675662333
"LOC410031","LOC410031",0.462695353514613
"LOC410464","LOC410464",0.70978397109784
"LOC410030","LOC410030",0.238588575514118
"LOC410465","LOC410465",0.787317508533492
"LOC410037","LOC410037",0.607550690449622
"LOC724955","LOC724955",0.673329274638714
"Tk","Tk",0.984976201694931
"LOC412067","LOC412067",0.701176820115713
"LOC410035","LOC410035",0.703196538685775
"LOC410034","LOC410034",0.657543859649123
"LOC724724","LOC724724",0.893291848947873
"LOC724727","LOC724727",0.794454604768872
"LOC724721","LOC724721",0.958280322956706
"LOC410462","LOC410462",0.867510008531863
"Tg","Tg",0.806937607205255
"LOC410463","LOC410463",0.37559003390518
"LOC724728","LOC724728",0.585602118129016
"LOC107964610","LOC107964610",0.903325786805268
"LOC107964611","LOC107964611",0.934057971014493
"LOC107964612","LOC107964612",0.768762298307753
"LOC107964613","LOC107964613",0.861348145525361
"LOC107964614","LOC107964614",0.521203079387223
"LOC107964615","LOC107964615",0.929853422735069
"LOC107964616","LOC107964616",0.829330385415091
"LOC107964617","LOC107964617",0.836394096608104
"LOC107964618","LOC107964618",0.28007618558466
"LOC107964619","LOC107964619",0.955449542925334
"LOC725578","LOC725578",0.798646769199533
"LOC412065","LOC412065",0.53143006263048
"LOC100577351","LOC100577351",0.6040463782502
"LOC726030","LOC726030",0.373035428116091
"LOC725570","LOC725570",0.572133300469331
"LOC406081","LOC406081",0.994034448419364
"LOC550822","LOC550822",0.321456729544965
"LOC550827","LOC550827",0.464084709517593
"LOC550824","LOC550824",0.334366280466397
"LOC726460","LOC726460",0.835037172139277
"LOC550829","LOC550829",0.544455027613196
"LOC550828","LOC550828",0.916034035243278
"LOC726461","LOC726461",0.6389862464663
"LOC412259","LOC412259",0.587340676519387
"LOC100579003","LOC100579003",0.341141799157494
"LOC100579005","LOC100579005",0.752226879748494
"LOC100579007","LOC100579007",0.906565061688737
"LOC100579008","LOC100579008",0.391909544763897
"LOC412701","LOC412701",0.851820036663302
"LOC412700","LOC412700",0.618359279331948
"LOC412707","LOC412707",0.448280798070082
"LOC412254","LOC412254",0.640632882851144
"LOC412705","LOC412705",0.402373324020226
"LOC412256","LOC412256",0.429811800191061
"LOC107965051","LOC107965051",0.971128756102849
"LOC107965050","LOC107965050",0.879721583105927
"LOC107965053","LOC107965053",0.879321862262048
"LOC107965052","LOC107965052",0.80220202020202
"LOC107965055","LOC107965055",0.764079513800962
"LOC107965054","LOC107965054",0.685860913280268
"LOC107965057","LOC107965057",0.771538482570062
"LOC107965056","LOC107965056",0.65574971531074
"LOC107965059","LOC107965059",0.771905860636825
"LOC107965058","LOC107965058",0.70975135975136
"LOC413071","LOC413071",0.741868205014422
"LOC413076","LOC413076",0.939249931870281
"LOC413074","LOC413074",0.76866429081223
"LOC107964261","LOC107964261",0.942878069797501
"LOC107964260","LOC107964260",0.581595070966413
"LOC107964263","LOC107964263",0.6942322856821
"LOC107964262","LOC107964262",0.639104281277632
"LOC107964265","LOC107964265",0.815151515151515
"LOC107964264","LOC107964264",0.873589992451203
"LOC107964267","LOC107964267",0.592621534493875
"LOC107964266","LOC107964266",0.744301807702384
"LOC107964269","LOC107964269",0.792162891115771
"LOC107964268","LOC107964268",0.927776560788609
"LOC412446","LOC412446",0.273563580030504
"LOC102655999","LOC102655999",0.863020448386302
"LOC412141","LOC412141",0.343206316114586
"LOC102655993","LOC102655993",0.718129471296458
"LOC102655997","LOC102655997",0.853140495867769
"LOC102655995","LOC102655995",0.861305104020336
"LOC102655994","LOC102655994",0.6247998767805
"LOC412746","LOC412746",0.595893746238442
"CPR21","CPR21",0.765979060847932
"LOC724389","LOC724389",0.954670843714965
"LOC409518","LOC409518",0.484627000906071
"LOC409517","LOC409517",0.712868332803884
"LOC409514","LOC409514",0.880407761103532
"LOC409515","LOC409515",0.645036796024009
"LOC409512","LOC409512",0.969639248474928
"LOC409513","LOC409513",0.850831504949866
"LOC409510","LOC409510",0.952604601637904
"LOC409511","LOC409511",0.767668285385366
"LOC100577183","LOC100577183",0.896458773784355
"LOC100577180","LOC100577180",0.428230407871126
"LOC100577187","LOC100577187",0.625577758653261
"LOC102655196","LOC102655196",0.707633488724957
"LOC102655195","LOC102655195",0.722992403910278
"LOC100577188","LOC100577188",0.87538793950108
"LOC100576593","LOC100576593",0.764935064935065
"LOC100576592","LOC100576592",0.78627180092961
"LOC100576591","LOC100576591",0.856715849595431
"LOC100576590","LOC100576590",0.742897561815005
"LOC100576597","LOC100576597",0.635538785538786
"LOC102654821","LOC102654821",0.696781224220426
"LOC100576599","LOC100576599",0.817949482211777
"LOC102654823","LOC102654823",0.881017235873402
"LOC551069","LOC551069",0.95716775237542
"LOC551061","LOC551061",0.921838845415993
"LOC551066","LOC551066",0.251560939396381
"LOC725976","LOC725976",0.422366571001556
"LOC100577239","LOC100577239",0.906121297468504
"LOC552679","LOC552679",0.850716749253297
"LOC550920","LOC550920",0.681303524764771
"LOC102655339","LOC102655339",0.676069622714897
"LOC102655338","LOC102655338",0.809241814523505
"LOC102655337","LOC102655337",0.920352460777993
"LOC102655336","LOC102655336",0.867920038077106
"LOC102655443","LOC102655443",0.908339908910946
"LOC102655442","LOC102655442",0.812586784284898
"LOC100577235","LOC100577235",0.756727272727273
"LOC102655332","LOC102655332",0.871445408287467
"LOC102655331","LOC102655331",0.887787067414541
"LOC102655330","LOC102655330",0.798322221046319
"LOC413774","LOC413774",0.734165297515843
"LOC551113","LOC551113",0.691739563724947
"LOC551398","LOC551398",0.387820798585061
"LOC551396","LOC551396",0.351317101706682
"LOC551397","LOC551397",0.667581978622222
"LOC551395","LOC551395",0.816884636626196
"LOC551392","LOC551392",0.551623159025828
"LOC551391","LOC551391",0.573654849479676
"Or37","Or37",0.874479652790741
"LOC100577569","LOC100577569",0.733020391115433
"LOC724388","LOC724388",0.364379268581988
"Or35","Or35",0.831556201476269
"LOC410678","LOC410678",0.571050393869391
"LOC552129","LOC552129",0.602404760038409
"LOC410675","LOC410675",0.27373228260114
"LOC410674","LOC410674",0.851555806758686
"LOC410676","LOC410676",0.588572109330884
"LOC410671","LOC410671",0.768371951363755
"Gycbeta1","Gycbeta1",0.909977321637982
"LOC100578943","LOC100578943",0.499002791712184
"Or30","Or30",0.872163021622244
"LOC102655126","LOC102655126",0.742290794120062
"LOC726815","LOC726815",0.514680595064503
"LOC107965561","LOC107965561",0.892676767676768
"LOC726817","LOC726817",0.710706527454786
"LOC102655125","LOC102655125",0.836631195914748
"LOC726811","LOC726811",0.471925803095331
"LOC726810","LOC726810",0.801511299435028
"LOC102654519","LOC102654519",0.541391603663409
"LOC726819","LOC726819",0.418658278447944
"LOC726818","LOC726818",0.742400492071135
"LOC410493","LOC410493",0.412035241849517
"LOC102654319","LOC102654319",0.899562065841136
"LOC410495","LOC410495",0.84071884766952
"LOC410494","LOC410494",0.712768483636721
"LOC410497","LOC410497",0.707487739928285
"LOC102654312","LOC102654312",0.458339494617397
"LOC102654313","LOC102654313",0.739089003239947
"LOC102654310","LOC102654310",1
"LOC102654316","LOC102654316",0.866732203601411
"LOC102654317","LOC102654317",0.976845806127574
"LOC102654314","LOC102654314",0.947122241563255
"LOC102654315","LOC102654315",0.698581707485817
"Or105","Or105",0.984172704124819
"cact1","cact1",0.41135251796421
"LOC107964869","LOC107964869",0.804880078419757
"LOC107964868","LOC107964868",0.775919887670423
"LOC107964863","LOC107964863",0.617421774750765
"LOC107964862","LOC107964862",0.451534576534577
"LOC107964861","LOC107964861",0.820933631124714
"LOC107964860","LOC107964860",0.801113172541744
"LOC107964867","LOC107964867",0.803054545454545
"LOC107964866","LOC107964866",0.741966595269029
"LOC107964865","LOC107964865",0.968786059566506
"LOC107964864","LOC107964864",0.947330447330447
"LOC102655128","LOC102655128",0.920356571176243
"LOC107965730","LOC107965730",0.951171099642715
"LOC107965731","LOC107965731",0.897038567493113
"LOC102656738","LOC102656738",0.95562781623078
"LOC411816","LOC411816",0.451910579984629
"LOC411814","LOC411814",0.666016533121045
"LOC411802","LOC411802",0.592798222929514
"LOC411812","LOC411812",0.675602173073288
"LOC411813","LOC411813",0.860967596078701
"LOC411811","LOC411811",0.800008654667088
"LOC102656611","LOC102656611",0.911980440097799
"LOC725510","LOC725510",0.798013612828834
"LOC102656346","LOC102656346",0.788772727272727
"LOC102656613","LOC102656613",0.925831972418799
"LOC102656849","LOC102656849",0.595871633607483
"LOC725435","LOC725435",0.506906054044934
"LOC102656615","LOC102656615",0.794573314759857
"LOC107965882","LOC107965882",0.77756390230617
"LOC107965883","LOC107965883",0.847292993630573
"LOC107965881","LOC107965881",0.895893141945774
"LOC107965886","LOC107965886",1
"LOC107965884","LOC107965884",0.68014400565421
"LOC412133","LOC412133",0.509595982408666
"LOC107965888","LOC107965888",0.91838522799149
"LOC107965889","LOC107965889",0.990383393921375
"LOC411720","LOC411720",0.511833633335182
"LOC411721","LOC411721",0.789965120298851
"LOC411722","LOC411722",0.323728311562009
"LOC411723","LOC411723",0.311142606617049
"LOC411724","LOC411724",0.741206756862142
"LOC724118","LOC724118",0.799143110631942
"LOC411727","LOC411727",0.389388686100463
"LOC411729","LOC411729",0.72356043746066
"LOC724114","LOC724114",0.930074279056889
"LOC724115","LOC724115",0.67698802277636
"LOC724113","LOC724113",0.944319205753699
"LOC725641","LOC725641",0.313023262130405
"LOC725642","LOC725642",0.284735151833419
"LOC725645","LOC725645",0.602965710834898
"LOC409688","LOC409688",0.294396703869954
"LOC409689","LOC409689",0.4024857604162
"LOC409686","LOC409686",0.750436874140978
"LOC410386","LOC410386",0.847761201832694
"LOC409682","LOC409682",0.782011046209595
"LOC409680","LOC409680",0.720585806392957
"LOC409681","LOC409681",0.539221901092449
"LOC412398","LOC412398",0.577010600706714
"LOC412399","LOC412399",0.882890692617222
"LOC412391","LOC412391",0.729905236044223
"LOC412393","LOC412393",0.848867611961678
"LOC412394","LOC412394",0.435274812082122
"LOC412396","LOC412396",0.895323638997665
"LOC412397","LOC412397",0.607769999651726
"LOC100576603","LOC100576603",0.911033052952619
"LOC100576602","LOC100576602",0.90960411950718
"LOC100576601","LOC100576601",0.761264016309888
"LOC100576600","LOC100576600",0.558470630641455
"Obp7","Obp7",0.997502562270795
"LOC100576606","LOC100576606",0.374223312479739
"Obp5","Obp5",0.999795078397483
"Obp4","Obp4",0.978571392760506
"LOC100576609","LOC100576609",0.904333958724203
"LOC100576608","LOC100576608",0.610334326293952
"LOC100577958","LOC100577958",0.511298103023065
"LOC100577959","LOC100577959",0.940045819239185
