"alpha.Cat1","alpha.Cat2","alpha.Cat3","stage","species"
"0.201305292517","0.0877873468188","0.065376600281","larva","ant"
"0.182136674084","0.0835216036481","0.190363245101","larva","ant"
"0.199806190405","-0.0731177121976","0.257431266415","larva","ant"
"0.203487353149","0.0908159913973","0.284076992983","larva","ant"
"0.189670435005","-0.121738371012","0.246737748003","larva","ant"
"0.220418910049","0.0473075615766","0.284050074148","larva","ant"
"0.18066336215","-0.00663167548417","-0.202124378332","larva","ant"
"0.190517080049","-0.11487790808","0.0217881347438","larva","ant"
"0.223505072886","-0.138413648192","0.143406868475","larva","ant"
"0.245823978968","-0.0867740100301","0.219155937941","larva","ant"
"0.204177648819","0.0782966993885","0.00802770781066","larva","ant"
"0.225953329591","0.0368302643394","0.144897373892","larva","ant"
"0.185785759402","-0.307268367195","0.334150003459","larva","ant"
"0.166737574202","-0.0541892848193","0.102013268403","larva","ant"
"0.192745243415","-0.22006506226","0.175484669023","larva","ant"
"0.184022997195","0.151489503174","0.271707280064","larva","ant"
"0.189330719853","0.193565433368","0.0863860906933","larva","ant"
"0.189339785657","0.193567166316","0.0864030488583","larva","ant"
"0.169749102803","-0.0847957506726","0.0780632146417","pupa","ant"
"0.188350976973","0.147422021531","0.247553855687","pupa","ant"
"0.198639127497","0.355436211723","0.214424642854","pupa","ant"
"0.174778953811","-0.30566041804","0.223943852811","pupa","ant"
"0.146084600977","0.165624480094","0.131475960505","pupa","ant"
"0.227772411971","0.285741350818","0.158560054943","pupa","ant"
"0.188602334365","0.269686452277","0.157650982804","pupa","ant"
"0.133296821084","0.123050292042","0.259795973639","pupa","ant"
"0.19958976248","0.233191847027","0.178866507123","pupa","ant"
"0.18969212887","0.266833509994","0.162043518991","pupa","ant"
"0.182163837548","0.161210508913","0.0417884914329","pupa","ant"
"0.214427401183","0.418291289034","0.179178031426","pupa","ant"
"0.254038324371","-0.199535960441","0.127246299722","pupa","ant"
"0.201137777492","0.295989258378","0.214161175214","pupa","ant"
"0.174236079532","0.0612170679689","0.0897245897781","pupa","ant"
"0.140748302904","0.272226222013","0.041797868792","pupa","ant"
"0.225075693916","0.113593323672","0.283856653319","pupa","ant"
"0.178806734771","0.110140102091","0.022134622351","pupa","ant"
"0.223128266129","0.330063062409","0.0608580591963","pupa","ant"
"0.167672166898","0.226414943175","0.303760528594","pupa","ant"
"0.177866021174","-0.0908750177308","0.242295095439","pupa","ant"
"0.17230356523","-0.226066361612","0.0715475867302","pupa","ant"
"0.185751103901","-0.182669183121","-0.00894262209087","pupa","ant"
"0.16457886548","0.0832840611857","0.206189442094","pupa","ant"
"0.167475212977","-0.0418896895968","0.189095083352","pupa","ant"
"0.215709112787","0.0379832218123","-0.0395059136584","pupa","ant"
"0.176493083207","0.182294477526","0.244667452869","pupa","ant"
"0.202885213006","0.0179518795508","0.0958145730028","pupa","ant"
"0.177770768931","0.119800529224","0.186883764551","pupa","ant"
"0.228907836729","0.0738982146846","0.111460219108","pupa","ant"
"0.156572247569","0.136723825004","-0.0101415182303","pupa","ant"
"0.19827387142","0.304681640416","0.1099441375","pupa","ant"
"0.181957708994","-0.0467659782871","-0.000853066218729","pupa","ant"
"0.259847739605","-0.0172425244618","0.306434671106","pupa","ant"
"0.155989423541","-0.177032212505","0.333335968277","pupa","ant"
"0.178304380653","0.127657541944","0.0143753384472","pupa","ant"
"0.157805707729","0.380103043831","0.381331879135","pupa","ant"
"0.188850669992","-0.00621865106019","0.34767930977","pupa","ant"
"0.222382836983","0.000907859551454","0.146645679296","pupa","ant"
"0.157438996671","-0.0572624556806","0.174009243339","pupa","ant"
"0.182296025002","0.176367911299","0.334312295713","pupa","ant"
"0.181831618886","0.124730815577","0.0524549057242","pupa","ant"
"0.164658868243","0.382875421943","0.243751534817","pupa","ant"
"0.18152445418","0.103960107471","0.125383023834","pupa","ant"
"0.222643941491","0.037463548146","0.0612219798057","pupa","ant"
"0.163434328148","0.0760510737865","0.0953620089208","pupa","ant"
"0.166877207851","0.320940673295","0.192515959025","pupa","ant"
"0.176984368611","0.170751300446","0.150398388951","pupa","ant"
"0.192138210497","0.293219542085","-0.0173910597879","pupa","ant"
"0.188071668801","0.126188978421","0.161165657986","pupa","ant"
"0.237300830026","0.135047614762","0.0172931692167","pupa","ant"
"0.228677053104","0.316179805432","0.255506604275","pupa","ant"
"0.133883842715","0.33482499284","0.124241884727","pupa","ant"
"0.162716008833","0.230106056949","-0.0595045044209","pupa","ant"
"0.199613094858","0.213903657216","0.218924431372","pupa","ant"
"0.202732421265","-0.00108636304457","0.293087844829","pupa","ant"
"0.200546799508","0.344156666802","0.0757660331576","pupa","ant"
"0.198974029135","-0.0327381030649","0.302593666393","pupa","ant"
"0.158853928475","0.339107441409","0.0569715114603","pupa","ant"
"0.245306604435","0.16506544903","0.185746713331","pupa","ant"
"0.177502425218","-0.0364660968238","-0.0613609852902","pupa","ant"
"0.172937922413","0.358370500107","-0.0598258901675","pupa","ant"
"0.198730793187","0.318357892134","0.310733589343","pupa","ant"
"0.156367587797","0.277060923677","0.0982409742925","pupa","ant"
"0.270403298152","0.066925397212","0.099381435976","pupa","ant"
"0.181205445991","0.304587394039","0.261807603383","pupa","ant"
"0.199371004343","0.24437202717","0.130755992552","pupa","ant"
"0.213466373185","0.391895761146","0.00619310291101","pupa","ant"
"0.171575739198","0.180022018471","0.216595343365","pupa","ant"
"0.166862036564","0.00244834412814","0.155127265866","pupa","ant"
"0.229361076023","-0.746448865237","-0.0125766306391","pupa","ant"
"0.230439803342","0.202349828271","0.0625373288269","pupa","ant"
"0.184071333871","0.117661678672","0.182369335691","pupa","ant"
"0.174752769272","-0.707159638934","0.144363862518","pupa","ant"
"0.189774811727","-0.49897734117","0.0551518119424","pupa","ant"
"0.189027700635","0.259798811472","0.204020381788","pupa","ant"
"0.202013110905","0.276454444896","0.216079731571","pupa","ant"
"0.16242649567","0.100249155167","0.226662148395","pupa","ant"
"0.198613232587","0.357159546962","0.0617388680811","pupa","ant"
"0.216392063955","0.360069293933","0.182883277038","pupa","ant"
"0.155436933827","0.155859478888","0.131550515339","pupa","ant"
"0.201678999702","0.303598484214","0.0560987007751","pupa","ant"
"0.197101113611","-0.00776487872848","0.0579589428509","pupa","ant"
"0.142497031325","0.228313395459","0.116570999924","pupa","ant"
"0.263933879515","0.236001190029","0.0997357344929","pupa","ant"
"0.179918451926","0.220546905593","0.329425471651","pupa","ant"
"0.14660959909","-0.108285290334","0.0492043245924","pupa","ant"
"0.243643493402","-0.0119781844643","0.0239822902129","pupa","ant"
"0.162556494574","0.12497772229","0.199081622044","pupa","ant"
"0.234610406642","0.175347484912","0.0654981676942","pupa","ant"
"0.192574845938","0.206359664179","0.254272858288","pupa","ant"
"0.189402581359","-0.14241647507","0.124608700328","pupa","ant"
"0.184736367706","0.336077958713","0.238182109282","pupa","ant"
"0.220212144176","0.226897199859","0.146198827845","pupa","ant"
"0.19011958706","0.190516909007","0.247833744406","pupa","ant"
"0.155898220916","0.33975612225","0.0757672919352","pupa","ant"
"0.202383794017","0.111245803518","0.303576094171","pupa","ant"
"0.203545033961","0.242877421174","-0.0119262684278","pupa","ant"
"0.204520449814","0.349975800072","0.14438245553","pupa","ant"
"0.204521722113","0.349987179793","0.14439394751","pupa","ant"
"0.172651679884","0.0979106176039","0.267784178445","head","ant"
"0.201657615759","0.0124823540036","0.456937319575","head","ant"
"0.173665359441","0.019121585424","0.0914062231279","head","ant"
"0.1909014262","-0.0143680888295","0.149882211837","head","ant"
"0.167988892157","0.00996297610647","0.140860603171","head","ant"
"0.177025784097","0.0464923036912","0.416876238646","head","ant"
"0.166414668089","0.114908796069","0.416099761697","head","ant"
"0.215833135442","0.142797399025","0.471790322526","head","ant"
"0.149800720543","0.0293562143217","0.126256836034","head","ant"
"0.162785895588","0.0945047070223","0.076294424957","head","ant"
"0.208934081892","0.240005744896","0.449843580893","head","ant"
"0.220595210315","0.0264493315822","0.48947290509","head","ant"
"0.15069345028","0.126030421607","0.303405038631","head","ant"
"0.228480638759","0.0477432615922","0.488108930474","head","ant"
"0.222930848021","0.137508805436","0.365429055077","head","ant"
"0.17574143731","0.097938621988","0.15224055146","head","ant"
"0.179422332602","0.137724344208","0.488182369526","head","ant"
"0.168398192264","-0.036514734115","0.122456843448","head","ant"
"0.192601931394","0.0606746080089","0.169092567391","head","ant"
"0.161528204751","0.178189967709","0.139912971314","head","ant"
"0.16341863366","0.157014880045","0.0322536036288","head","ant"
"0.160382350292","0.0255369893243","0.366802329055","head","ant"
"0.160010144705","0.0798196202285","0.166802666849","head","ant"
"0.186457203366","0.13092238787","0.317916372261","head","ant"
"0.186688422875","0.113025525897","0.147943386758","head","ant"
"0.210568719572","-0.0430226584858","0.208890121172","head","ant"
"0.185278756256","-0.0846438326282","0.102992843404","head","ant"
"0.18700672158","0.114762069116","0.472315288148","head","ant"
"0.170429112788","-0.120261616645","0.203952963913","head","ant"
"0.137177471595","0.0292109061318","0.191816973927","head","ant"
"0.195101145672","0.204943371367","0.119417328517","head","ant"
"0.188479101822","0.143105292771","0.164963943213","head","ant"
"0.177193949994","0.209537694177","0.434636663528","head","ant"
"0.170527472242","0.0658466835604","0.482905183154","head","ant"
"0.166191255294","-0.0755634078686","0.344257415918","head","ant"
"0.21731858264","0.0896487820868","0.463086589054","head","ant"
"0.150991461166","0.129111550662","0.1230952216","head","ant"
"0.196703449251","0.0402378856258","0.412656137256","head","ant"
"0.185391115518","0.037018585616","0.39615321508","head","ant"
"0.174584612472","0.185075732102","0.453738224338","head","ant"
"0.190985699022","0.182375072253","0.331840708378","head","ant"
"0.195750437502","-0.0518844886109","0.141816849524","head","ant"
"0.152900309083","0.0626172569429","0.211329512085","head","ant"
"0.173816761852","0.167379208661","0.362354986238","head","ant"
"0.179698873989","0.085891024792","0.130589661096","head","ant"
"0.158142979373","0.142302697201","0.112499823894","head","ant"
"0.176684471733","0.098842127555","0.269853633129","head","ant"
"0.170053911624","0.049590525782","0.355254266711","head","ant"
"0.14055118986","0.134398404393","0.271718424455","head","ant"
"0.193574947492","-0.0494835413721","0.476975836959","head","ant"
"0.181706743853","0.0243100809215","0.359946555629","head","ant"
"0.222077988758","0.00747852254031","0.495109017842","head","ant"
"0.148648196858","0.211369130308","0.443847436078","head","ant"
"0.154659475422","0.102823940103","0.202010195845","head","ant"
"0.179889144025","0.190375425841","0.156356426222","head","ant"
"0.194774927621","0.00924522994621","0.462222208314","head","ant"
"0.16927465271","0.180674349026","0.374061271705","head","ant"
"0.153848189074","0.151654937049","0.258699222911","head","ant"
"0.207625002291","0.11747035269","0.663841185939","head","ant"
"0.16636242153","0.185731872778","0.261556733452","head","ant"
"0.158494653173","0.197451224483","0.478827969776","head","ant"
"0.182876435172","0.00853778994065","0.0922216471498","head","ant"
"0.182268722114","-0.10930261694","0.15950565151","head","ant"
"0.180406122316","0.127816705447","0.50079498712","head","ant"
"0.166768889525","0.0958550480804","0.126479756043","head","ant"
"0.177438989187","0.0930823767023","0.492221093775","head","ant"
"0.195215369267","0.0173239954157","0.437268043852","head","ant"
"0.178000145867","0.0838747778696","0.273832879976","head","ant"
"0.186833969085","0.108633144391","0.39836685321","head","ant"
"0.180745620835","-0.00457549036026","0.10157808241","head","ant"
"0.162741721024","-0.00507623369878","0.200504712137","head","ant"
"0.163676152241","0.152099425065","0.399317867043","head","ant"
"0.187406948822","0.103985969869","0.189517831724","head","ant"
"0.189359054282","0.118091392352","0.435114581239","head","ant"
"0.14036060038","-0.00623897781109","0.461200732719","head","ant"
"0.15367339098","0.235043917939","0.409012715209","head","ant"
"0.201601307915","0.225985737158","0.422859315088","head","ant"
"0.167841030916","-0.0822631884371","0.26513019165","head","ant"
"0.192914818405","0.139620670213","0.440133998098","head","ant"
"0.171169900798","0.0490296025142","0.497394258206","head","ant"
"0.20566145982","-0.0263653291855","0.0770610225353","head","ant"
"0.179907020923","0.0667581366112","0.496393198002","head","ant"
"0.179760118503","0.101196942799","0.338331518076","head","ant"
"0.164235196817","0.164383642138","0.402964814413","head","ant"
"0.217454021239","0.0346645730762","0.49165335671","head","ant"
"0.192071709015","0.0621755379095","0.389740565656","head","ant"
"0.159027568293","0.238536490085","0.355681523266","head","ant"
"0.154481161858","0.0512614915328","0.284163973037","head","ant"
"0.202664130693","0.13059802145","0.387890847829","head","ant"
"0.154127034689","0.0959699725117","0.254860465456","head","ant"
"0.173633872893","0.110729734657","0.227113126055","head","ant"
"0.179922979024","0.0159539141405","0.215590573997","head","ant"
"0.150026218292","0.113199876482","0.389324952239","head","ant"
"0.161415229483","0.11333190132","0.311892918554","head","ant"
"0.159994584179","0.234702736353","0.476124124507","head","ant"
"0.156637495528","0.0754406020629","0.439854672782","head","ant"
"0.167202318149","0.0749968661091","0.189463259859","head","ant"
"0.160311356272","0.0484389381482","0.122532111572","head","ant"
"0.184066723847","0.121017117974","0.475851036811","head","ant"
"0.184068449474","0.12103024","0.475851746894","head","ant"
"0.174903166949","0.190099006252","0.292512710408","thorax","ant"
"0.209090073954","0.228978297853","0.223921686971","thorax","ant"
"0.180521379302","0.113550433926","0.246998994926","thorax","ant"
"0.189089601667","0.126250411124","0.0499998551521","thorax","ant"
"0.172663926691","0.142010985012","0.385469138139","thorax","ant"
"0.180023477152","-0.0139377720731","0.379920152538","thorax","ant"
"0.171656879154","0.0883380107679","0.348196923405","thorax","ant"
"0.142085126929","0.151893507848","0.16620304518","thorax","ant"
"0.149943489765","0.21948030637","0.408797468996","thorax","ant"
"0.136339623866","0.0849873410869","0.279391907062","thorax","ant"
"0.179361301711","0.0865429080832","0.41537820463","thorax","ant"
"0.163808485481","0.0107663087942","0.2215535531","thorax","ant"
"0.141338425918","0.141201739315","0.333314107457","thorax","ant"
"0.152270240751","0.10372005611","0.377604576742","thorax","ant"
"0.158256974292","0.0817111837507","0.0611365885592","thorax","ant"
"0.180067256272","0.0704075340752","0.22148848034","thorax","ant"
"0.196608501335","0.0466066998134","0.120242263245","thorax","ant"
"0.17795290734","0.133648480627","0.1976494041","thorax","ant"
"0.170531426151","0.151568050696","0.192206830604","thorax","ant"
"0.172984592542","0.164638584498","0.458431406306","thorax","ant"
"0.185986092865","0.185796029045","0.462476208593","thorax","ant"
"0.173456911902","0.155010531309","0.197823422456","thorax","ant"
"0.179737023221","0.194377665029","0.342156349803","thorax","ant"
"0.161026942172","0.178129688174","0.445601387921","thorax","ant"
"0.191082871021","0.183307431539","0.446528433544","thorax","ant"
"0.205556941059","0.107236153054","0.260023117643","thorax","ant"
"0.212553687595","0.106089985473","0.175728948765","thorax","ant"
"0.158537506496","0.134855931652","0.232018925573","thorax","ant"
"0.17284073155","0.17907919033","0.106683387272","thorax","ant"
"0.204204531413","0.111089242655","0.463711006698","thorax","ant"
"0.157064150493","0.12901142612","0.277012065042","thorax","ant"
"0.208598104625","0.197852986797","0.175296127895","thorax","ant"
"0.262165947034","0.176219654958","0.196318257143","thorax","ant"
"0.171080894476","0.0639452024652","0.249401288072","thorax","ant"
"0.16453754381","0.146054995954","0.254106652513","thorax","ant"
"0.149847689385","0.0677393900171","0.168720857783","thorax","ant"
"0.160653524452","0.0985546260103","0.238289052119","thorax","ant"
"0.188065825374","0.216019368721","0.238512398173","thorax","ant"
"0.171522276135","0.183784300835","0.241427486225","thorax","ant"
"0.175050083211","0.118200531318","0.258719385087","thorax","ant"
"0.175331742721","0.176244361185","0.104484865578","thorax","ant"
"0.193507833596","0.142150959492","0.148552479565","thorax","ant"
"0.180052511975","0.102096018176","0.272643087653","thorax","ant"
"0.224685203302","0.0421234476027","0.320688319623","thorax","ant"
"0.168405827725","0.116555434009","0.199420569088","thorax","ant"
"0.181681733607","0.139047348892","0.184521397146","thorax","ant"
"0.154029225624","0.209063129973","0.159195651893","thorax","ant"
"0.222909901841","0.161478371002","0.32080147813","thorax","ant"
"0.193182633749","0.14773807983","0.182927030397","thorax","ant"
"0.152714257594","0.192990238716","0.46189861264","thorax","ant"
"0.140278829781","0.165415041318","0.447146643284","thorax","ant"
"0.184023134386","0.175998417148","0.200208996418","thorax","ant"
"0.167850471246","0.11162502464","0.365378159299","thorax","ant"
"0.205824655036","0.0692334746305","0.22107656827","thorax","ant"
"0.204793693643","0.280341394621","0.203177268788","thorax","ant"
"0.19809950383","0.199138169833","0.212674877368","thorax","ant"
"0.193366627214","0.234127665856","0.180648436273","thorax","ant"
"0.222250864991","0.0893815207188","0.176725730923","thorax","ant"
"0.186717148975","0.175194440585","0.10075363611","thorax","ant"
"0.194403182612","0.126726632123","0.281905399069","thorax","ant"
"0.180854943968","0.244868826712","0.311430129569","thorax","ant"
"0.1525134546","0.16163116896","0.162698937232","thorax","ant"
"0.176809947106","0.133688339558","0.358875887031","thorax","ant"
"0.182601779029","0.0157373016385","0.0831109610959","thorax","ant"
"0.148243700954","0.152898526741","0.210957180679","thorax","ant"
"0.173205977547","0.116851155298","0.277052866386","thorax","ant"
"0.17304915181","0.169457237283","0.249415274986","thorax","ant"
"0.169174971258","0.0127280734661","0.300085363488","thorax","ant"
"0.192028025919","0.187519499391","0.370749468322","thorax","ant"
"0.168806112599","0.161679770859","0.365809836287","thorax","ant"
"0.196056991733","0.214221852895","0.247998622636","thorax","ant"
"0.183698765583","0.146111411249","0.309748438846","thorax","ant"
"0.172771063957","0.124845975834","0.370225690415","thorax","ant"
"0.221110632555","0.213916058183","0.278486039645","thorax","ant"
"0.228522680287","0.196144773554","0.225668055263","thorax","ant"
"0.183402470664","0.19536031482","0.16468910154","thorax","ant"
"0.193666928552","0.247211347484","0.327111737062","thorax","ant"
"0.232851594363","0.231960765721","0.0150649540137","thorax","ant"
"0.164909431841","0.0484753732188","0.201729238881","thorax","ant"
"0.221170018567","0.140654084479","0.377159277633","thorax","ant"
"0.170496714765","0.204987679543","0.271528730535","thorax","ant"
"0.176473540243","0.205748071075","0.452317063333","thorax","ant"
"0.181198591321","0.14418515533","0.321689468861","thorax","ant"
"0.256549163426","0.10859972309","0.183729575971","thorax","ant"
"0.205426735545","0.0406800104815","0.359035489529","thorax","ant"
"0.199232567237","0.0466120439475","0.169017534046","thorax","ant"
"0.209338257751","0.0251537792095","0.386232206479","thorax","ant"
"0.152565170924","0.177259088548","0.222066806312","thorax","ant"
"0.217995388187","0.118432347369","0.323180693776","thorax","ant"
"0.179266626377","0.143966990274","0.161268935242","thorax","ant"
"0.143758865749","0.0734882376689","0.351378791244","thorax","ant"
"0.182971560195","0.188078310812","0.328138506487","thorax","ant"
"0.212356701206","0.115143642482","0.274119147179","thorax","ant"
"0.144676637346","0.22446758241","0.186379004742","thorax","ant"
"0.189578322632","0.160023914152","0.340298918182","thorax","ant"
"0.202347046112","0.0115301546483","0.392488533828","thorax","ant"
"0.169976431833","0.105627447831","0.136272919458","thorax","ant"
"0.170293509899","0.120594674025","0.30123836798","thorax","ant"
"0.206226191533","0.165410552016","0.132282034989","thorax","ant"
"0.206225334782","0.165406714819","0.132282002622","thorax","ant"
"0.168945444476","0.311901105748","0.00121741121271","abdomen","ant"
"0.168610191569","0.286441556018","-0.0614704734153","abdomen","ant"
"0.145315356899","0.29885235624","0.0113576861296","abdomen","ant"
"0.203924130766","0.295438610659","0.11868270297","abdomen","ant"
"0.17121775578","0.285875888297","0.202237057897","abdomen","ant"
"0.206837513514","0.297678920806","0.109052476652","abdomen","ant"
"0.14652014583","0.296881771478","0.205704744252","abdomen","ant"
"0.173117417088","0.326476118239","0.318147314752","abdomen","ant"
"0.123817027514","0.314585192012","-0.0368792987204","abdomen","ant"
"0.197282066773","0.268527358318","0.0201015481725","abdomen","ant"
"0.182567159332","0.252726287661","0.00341275239622","abdomen","ant"
"0.206730189001","0.31332740248","0.101632185057","abdomen","ant"
"0.167248247982","0.286661493737","0.153579734882","abdomen","ant"
"0.209753946677","0.2819910973","0.0764008644926","abdomen","ant"
"0.151783320571","0.25745598026","-0.0140969228931","abdomen","ant"
"0.167548678776","0.312984085707","0.265459598561","abdomen","ant"
"0.242944008934","0.297353942006","0.149128545757","abdomen","ant"
"0.155642571136","0.300147398521","0.144702233823","abdomen","ant"
"0.140194488121","0.309148868941","0.144632790405","abdomen","ant"
"0.148165586525","0.293439171308","0.139802732495","abdomen","ant"
"0.157382674936","0.329162718292","0.00360518935615","abdomen","ant"
"0.162772799035","0.267691590882","0.00956077024289","abdomen","ant"
"0.237471369003","0.331330418137","0.121160209382","abdomen","ant"
"0.167846932102","0.344362794974","0.263227090459","abdomen","ant"
"0.190594950169","0.29489004225","0.135806330713","abdomen","ant"
"0.150412296945","0.280217183759","0.196080370443","abdomen","ant"
"0.164014793197","0.296757679124","0.116099657938","abdomen","ant"
"0.144159252","0.300732732806","0.00138553356232","abdomen","ant"
"0.187965130493","0.30523520488","0.314153642919","abdomen","ant"
"0.174459595921","0.292572869476","-0.0953781164646","abdomen","ant"
"0.187843279046","0.28682187237","0.0125839204638","abdomen","ant"
"0.185151257194","0.287688076431","0.109742028001","abdomen","ant"
"0.210024969917","0.292980951269","0.0103075867528","abdomen","ant"
"0.186825732356","0.286161121131","-0.0201643924199","abdomen","ant"
"0.203352379576","0.311148996341","0.146572291184","abdomen","ant"
"0.217801621882","0.296398178947","0.123280114331","abdomen","ant"
"0.20123437828","0.27244069837","0.272417891104","abdomen","ant"
"0.122077026964","0.226854322078","0.0323176908491","abdomen","ant"
"0.189278989917","0.295084302387","0.122784068646","abdomen","ant"
"0.201364592642","0.312646940575","0.0707964976715","abdomen","ant"
"0.172310380935","0.311102492616","0.276820544246","abdomen","ant"
"0.139950184067","0.313396296954","-0.00131158194594","abdomen","ant"
"0.152681146815","0.300220954064","0.0200077614364","abdomen","ant"
"0.203001828701","0.278843813686","0.133286700058","abdomen","ant"
"0.192783680079","0.270335142086","0.00671329248506","abdomen","ant"
"0.164991791097","0.280274535572","0.0361237953878","abdomen","ant"
"0.190222922519","0.325968355952","0.039813019354","abdomen","ant"
"0.147446990323","0.320257622261","0.00795334767025","abdomen","ant"
"0.200798433466","0.305971685446","0.108351970847","abdomen","ant"
"0.210866932099","0.293424984324","0.337578280589","abdomen","ant"
"0.18841025622","0.31021347341","0.197432106046","abdomen","ant"
"0.189430403142","0.259935245709","0.196318597225","abdomen","ant"
"0.162172863017","0.317903351443","0.0027443145573","abdomen","ant"
"0.143546006466","0.269584094454","-0.00651752554346","abdomen","ant"
"0.171766319255","0.277715616223","0.00316437732555","abdomen","ant"
"0.178679758593","0.306917164394","0.181867205862","abdomen","ant"
"0.171604551344","0.285232971136","-0.0545530905552","abdomen","ant"
"0.148603146843","0.2944177661","-0.00374794311324","abdomen","ant"
"0.129213700509","0.280095608326","0.0359013173318","abdomen","ant"
