"","head.bee","gaster.bee","mesosoma.bee","head.ant","gaster.ant","mesosoma.ant","head.overlap","gaster.overlap","mesosoma.overlap"
"647",0,2,11,0,33,0,0,0,0
"648",0,0,0,0,10,0,0,0,0
"649",0,2,0,2,4,1,0,0,0
"650",11,0,77,1,0,0,0,0,0
"651",17,0,0,0,0,0,0,0,0
"652",18,14,1,2,0,0,0,0,0
"653",69,457,1,12,96,0,0,9,0
"654",0,398,18,0,0,41,0,0,0
"655",2,2,81,0,96,20,0,0,0
"656",0,0,0,1,123,0,0,0,0
"657",1,0,2,1,0,310,0,0,0
"658",1,0,0,0,2,0,0,0,0
"659",0,0,0,2,2,234,0,0,0
"660",0,4,16,0,0,0,0,0,0
"661",0,0,343,1,29,36,0,0,3
"662",0,0,0,0,205,0,0,0,0
"663",0,0,0,0,74,0,0,0,0
"664",69,0,1,3,0,0,0,0,0
"665",0,1,2,3,199,43,0,0,0
"666",0,0,162,89,51,2,0,0,0
"667",0,0,0,9,9,1,0,0,0
"668",0,336,0,0,7,4,0,0,0
"669",0,497,0,1,0,61,0,0,0
"670",0,0,23,10,35,1,0,0,0
"671",16,0,16,0,0,0,0,0,0
"672",31,218,67,0,0,115,0,0,3
"673",15,24,0,2,0,0,0,0,0
"674",0,0,4,0,0,0,0,0,0
"675",0,0,0,0,1,177,0,0,0
"676",0,0,1,1,0,0,0,0,0
"677",0,0,0,1,0,0,0,0,0
"678",24,0,0,2,0,0,0,0,0
"679",0,4,0,0,0,0,0,0,0
"680",20,0,0,0,0,0,0,0,0
"681",7,0,0,1,442,0,0,0,0
"682",1,0,132,11,9,0,0,0,0
"683",69,0,0,1,0,75,0,0,0
"684",20,0,0,0,0,0,0,0,0
"685",0,260,0,0,0,1,0,0,0
"686",0,0,1,114,1,63,0,0,0
"687",0,0,0,0,0,52,0,0,0
"688",2,0,0,1,224,0,0,0,0
"689",0,0,20,9,0,22,0,0,0
"690",0,386,15,1,0,0,0,0,0
"691",8,1,325,0,0,177,0,0,6
"692",0,382,0,0,0,0,0,0,0
"693",0,702,0,0,0,14,0,0,0
"694",45,1,0,0,0,0,0,0,0
"695",5,0,162,0,0,0,0,0,0
"696",0,0,0,22,35,0,0,0,0
"697",2,2,0,0,0,35,0,0,0
"698",0,386,0,17,382,247,0,32,0
"699",0,0,81,1,0,0,0,0,0
"700",69,816,0,13,1,0,0,0,0
"701",0,0,3,9,2,0,0,0,0
"702",162,0,0,0,0,0,0,0,0
"703",0,0,1,13,0,1,0,0,0
"704",16,412,0,26,0,30,0,0,0
"705",25,0,0,9,23,77,0,0,0
"706",0,693,15,9,1,14,0,0,0
"707",0,0,1,0,0,0,0,0,0
"708",2,0,0,0,382,31,0,0,0
"709",0,2,1,28,2,21,0,0,0
"710",35,0,0,0,0,0,0,0,0
"711",0,0,0,0,0,0,0,0,0
"712",3,260,0,2,0,0,0,0,0
"713",1,274,0,0,0,40,0,0,0
"714",0,0,96,17,19,1,0,0,0
"715",0,0,0,0,135,0,0,0,0
"716",0,336,0,0,105,0,0,17,0
"717",0,7,0,0,0,133,0,0,0
"718",35,1,0,18,0,166,0,0,0
"719",18,0,132,9,45,17,0,0,0
"720",40,0,0,0,0,0,0,0,0
"721",0,0,6,17,0,57,0,0,0
"722",0,0,1,0,10,310,0,0,0
"723",0,7,0,0,0,1,0,0,0
"724",0,638,0,0,9,56,0,1,0
"725",0,5,11,9,25,0,0,0,0
"726",0,0,0,0,0,0,0,0,0
"727",25,0,0,0,0,0,0,0,0
"728",0,0,1,31,0,49,0,0,0
"729",0,0,20,4,0,0,0,0,0
"730",0,1,0,1,0,0,0,0,0
"731",10,0,34,1,0,235,0,0,0
"732",0,0,0,0,14,2,0,0,0
"733",6,0,3,3,0,0,0,0,0
"734",1,0,23,1,3,0,0,0,0
"735",44,1,3,0,0,47,0,0,0
"736",0,2,2,0,0,0,0,0,0
"737",0,0,0,5,0,0,0,0,0
"738",0,0,1,0,0,0,0,0,0
"739",5,10,325,1,4,0,0,0,0
"740",0,0,3,0,0,75,0,0,0
"741",0,0,0,0,0,62,0,0,0
"742",3,0,5,0,316,0,0,0,0
"743",0,0,0,0,0,49,0,0,0
"744",70,0,0,1,398,0,0,0,0
"745",0,4,0,1,0,58,0,0,0
"746",21,361,0,1,0,63,0,0,0
"747",0,10,0,0,0,0,0,0,0
"748",5,0,0,0,5,160,0,0,0
"749",175,0,0,1,0,0,0,0,0
"750",0,0,18,1,0,203,0,0,0
"751",0,274,26,0,0,0,0,0,0
"752",0,0,0,0,0,0,0,0,0
"753",2,1,0,0,2,0,0,0,0
"754",0,0,0,0,15,41,0,0,0
"755",86,4,14,12,3,0,0,0,0
"756",100,0,3,2,0,0,0,0,0
"757",38,1,0,5,3,35,0,0,0
"758",0,0,3,75,0,0,0,0,0
"759",100,16,0,1,0,0,0,0,0
"760",1,1,6,27,0,0,0,0,0
"761",63,278,0,2,36,4,0,3,0
"762",62,2,11,0,1,0,0,0,0
"763",5,0,0,2,0,0,0,0,0
"764",1,358,0,2,44,0,0,6,0
"765",5,1,0,1,0,0,0,0,0
"766",2,1,5,21,0,0,0,0,0
"767",0,13,2,0,0,1,0,0,0
"768",45,0,0,0,0,77,0,0,0
"769",0,0,0,3,1,0,0,0,0
"770",0,302,6,0,0,0,0,0,0
"771",0,32,0,0,0,43,0,0,0
"772",0,0,1,6,0,0,0,0,0
"773",1,345,13,0,50,53,0,10,0
"774",0,444,0,3,0,1,0,0,0
"775",0,0,0,0,0,60,0,0,0
"776",0,0,29,1,0,85,0,0,0
"777",10,28,0,13,0,0,0,0,0
"778",2,4,0,8,43,0,0,0,0
"779",0,5,1,0,14,0,0,0,0
"780",0,0,0,0,0,30,0,0,0
"781",2,9,0,0,2,43,0,0,0
"782",0,1,0,7,0,0,0,0,0
"783",0,0,0,0,0,0,0,0,0
"784",0,4,19,0,7,0,0,0,0
"785",0,0,0,13,129,170,0,0,0
"786",61,0,5,0,0,55,0,0,0
"787",10,0,0,1,0,52,0,0,0
"788",35,9,26,9,0,1,0,0,0
"789",0,0,2,0,0,0,0,0,0
"790",3,0,0,0,0,0,0,0,0
"791",16,0,0,75,0,0,1,0,0
"792",10,0,0,0,0,0,0,0,0
"793",0,0,0,7,0,0,0,0,0
"794",0,0,0,0,0,0,0,0,0
"795",12,226,0,0,0,50,0,0,0
"796",0,1196,1,0,8,0,0,1,0
"797",0,0,0,0,0,19,0,0,0
"798",16,0,16,22,9,0,0,0,0
"799",0,1,0,6,1,0,0,0,0
"800",0,347,0,28,0,30,0,0,0
"801",10,0,90,0,3,0,0,0,0
"802",0,414,78,2,0,63,0,0,0
"803",69,0,1,13,2,0,1,0,0
"804",0,0,0,0,0,195,0,0,0
"805",0,0,40,0,5,1,0,0,0
"806",3,0,10,0,1,0,0,0,0
"807",0,310,0,13,45,0,0,18,0
"808",3,0,0,0,1,32,0,0,0
"809",0,0,0,0,0,0,0,0,0
"810",0,0,0,0,8,0,0,0,0
"811",139,2,0,1,1,32,0,0,0
"812",0,6,0,0,0,1,0,0,0
"813",0,0,29,0,11,34,0,0,0
"814",0,637,3,6,2,6,0,0,0
"815",0,0,1,0,0,0,0,0,0
"816",0,713,141,1,0,0,0,0,0
"817",1,0,0,7,2,58,0,0,0
"818",6,0,0,1,0,17,0,0,0
"819",2,3,17,0,0,0,0,0,0
"820",0,0,0,1,9,0,0,0,0
"821",9,0,3,0,3,75,0,0,0
"822",61,0,0,0,96,1,0,0,0
"823",0,4,0,0,0,53,0,0,0
"824",0,0,0,2,0,0,0,0,0
"825",17,260,0,17,47,0,1,17,0
"826",0,1,0,3,8,0,0,0,0
"827",0,0,0,5,5,0,0,0,0
"828",0,2,0,15,0,0,0,0,0
"829",0,361,0,54,21,0,0,1,0
"830",63,0,193,0,0,170,0,0,5
"831",100,0,0,0,0,57,0,0,0
"832",16,0,0,12,0,36,0,0,0
"833",0,9,151,1,35,0,0,0,0
"834",192,0,0,0,4,35,0,0,0
"835",0,0,0,6,0,109,0,0,0
"836",0,0,0,0,0,1,0,0,0
"837",19,274,0,3,0,234,0,0,0
"838",45,4,0,17,26,0,0,0,0
"839",0,1178,9,0,0,0,0,0,0
"840",0,0,0,7,0,0,0,0,0
"841",0,0,0,0,11,0,0,0,0
"842",0,0,0,4,0,0,0,0,0
"843",63,1,0,0,0,0,0,0,0
"844",0,0,0,1,543,0,0,0,0
"845",0,6,0,0,0,0,0,0,0
"846",0,0,0,13,0,0,0,0,0
"847",2,51,0,0,0,1,0,0,0
"848",12,0,0,17,0,259,0,0,0
"849",0,0,15,0,0,4,0,0,0
"850",0,7,1,0,0,0,0,0,0
"851",35,1178,343,1,0,23,0,0,0
"852",3,0,148,1,0,160,0,0,2
"853",0,0,0,0,123,0,0,0,0
"854",0,1,0,0,0,0,0,0,0
"855",0,354,1,15,0,0,0,0,0
"856",0,8,64,2,0,0,0,0,0
"857",0,1,48,0,1,1,0,0,0
"858",40,345,0,1,0,0,1,0,0
"859",17,282,0,11,0,0,0,0,0
"860",101,0,0,0,0,177,0,0,0
"861",0,487,2,0,0,0,0,0,0
"862",0,0,0,7,0,0,0,0,0
"863",0,8,0,10,173,36,0,0,0
"864",0,0,1,0,0,176,0,0,0
"865",0,0,0,9,0,1,0,0,0
"866",0,497,0,31,0,0,0,0,0
"867",0,2,3,1,0,0,0,0,0
"868",17,0,0,0,0,1,0,0,0
"869",2,0,0,12,0,0,0,0,0
"870",0,2,17,0,36,1,0,0,0
"871",144,0,155,0,0,0,0,0,0
"872",0,14,162,0,0,0,0,0,0
"873",2,0,121,0,0,1,0,0,0
"874",0,0,1,0,2,50,0,0,0
"875",31,637,0,2,0,0,0,0,0
"876",0,0,3,0,96,41,0,0,0
"877",69,0,0,0,0,32,0,0,0
"878",0,0,0,2,95,0,0,0,0
"879",0,0,52,0,0,195,0,0,2
"880",7,0,0,10,0,0,0,0,0
"881",3,0,15,1,0,55,0,0,1
"882",0,0,0,2,6,0,0,0,0
"883",0,0,0,1,0,39,0,0,0
"884",0,0,0,0,649,0,0,0,0
"885",0,0,0,0,1,47,0,0,0
"886",0,364,0,0,105,0,0,21,0
"887",0,0,0,5,0,0,0,0,0
"888",104,10,0,1,0,1,0,0,0
"889",0,3,29,0,0,31,0,0,0
"890",16,0,14,0,3,0,0,0,0
"891",88,5,0,5,9,160,0,0,0
"892",20,0,0,38,0,0,1,0,0
"893",2,6,0,1,1,0,0,0,0
"894",19,493,18,0,0,60,0,0,0
"895",0,1,2,3,1,46,0,0,0
"896",33,0,0,0,0,0,0,0,0
"897",0,1,0,3,122,0,0,0,0
"898",9,0,0,2,0,0,0,0,0
"899",3,347,0,0,5,0,0,0,0
"900",0,0,81,6,5,31,0,0,0
"901",0,2,1,8,199,0,0,0,0
"902",0,0,0,3,8,4,0,0,0
"903",173,8,0,0,0,0,0,0,0
"904",1,0,33,11,11,0,0,0,0
"905",2,0,0,4,3,0,0,0,0
"906",144,0,8,13,50,0,0,0,0
"907",0,0,28,0,0,2,0,0,0
"908",0,1,0,14,0,1,0,0,0
"909",10,0,0,2,5,203,0,0,0
"910",0,0,0,3,0,20,0,0,0
"911",0,2,2,0,44,55,0,0,0
"912",0,0,34,0,0,0,0,0,0
"913",2,0,0,43,1,0,0,0,0
"914",4,9,102,0,0,0,0,0,0
"915",48,1,0,0,0,0,0,0,0
"916",40,472,1,5,15,0,0,0,0
"917",6,0,0,7,96,0,0,0,0
"918",22,5,0,0,2,21,0,0,0
"919",0,755,0,12,0,0,0,0,0
"920",3,0,3,7,2,0,0,0,0
"921",140,274,141,1,5,21,0,0,0
"922",0,1,0,0,0,0,0,0,0
"923",3,0,0,0,0,51,0,0,0
"924",0,0,0,0,1,1,0,0,0
"925",0,572,0,8,0,0,0,0,0
"926",6,457,0,1,0,0,0,0,0
"927",0,0,0,0,2,0,0,0,0
"928",0,0,0,0,1,0,0,0,0
"929",15,2,29,7,2,0,0,0,0
"930",0,0,0,0,0,1,0,0,0
"931",0,1,2,13,0,1,0,0,0
"932",15,688,58,0,0,0,0,0,0
"933",0,572,0,11,0,0,0,0,0
"934",0,0,0,15,4,30,0,0,0
"935",28,0,1,0,0,1,0,0,0
"936",0,0,1,2,2,0,0,0,0
"937",8,291,0,0,85,58,0,13,0
"938",5,0,0,0,0,0,0,0,0
"939",4,2,0,0,0,0,0,0,0
"940",0,0,0,5,0,34,0,0,0
"941",2,0,13,1,0,0,0,0,0
"942",42,1178,0,49,5,0,1,0,0
"943",0,2,0,0,3,0,0,0,0
"944",0,0,0,29,58,0,0,0,0
"945",17,0,127,1,0,0,0,0,0
"946",0,0,0,2,2,0,0,0,0
"947",6,2,0,1,0,26,0,0,0
"948",0,9,0,0,1,1,0,0,0
"949",0,385,0,10,0,57,0,0,0
"950",5,386,0,0,2,0,0,0,0
"951",18,0,0,0,3,0,0,0,0
"952",7,9,5,0,0,0,0,0,0
"953",4,0,15,16,0,34,0,0,0
"954",34,0,0,0,0,0,0,0,0
"955",0,434,0,0,47,0,0,15,0
"956",21,0,0,1,0,0,0,0,0
"957",7,7,26,15,0,0,0,0,0
"958",0,0,0,0,0,0,0,0,0
"959",21,0,0,0,1,0,0,0,0
"960",3,0,6,30,0,0,0,0,0
"961",0,1,89,0,0,32,0,0,0
"962",162,5,0,3,0,75,0,0,0
"963",0,0,0,0,0,0,0,0,0
"964",28,419,0,0,0,0,0,0,0
"965",24,0,0,1,0,35,0,0,0
"966",0,0,0,26,4,200,0,0,0
"967",2,1,14,2,0,3,0,0,0
"968",17,0,0,0,0,31,0,0,0
"969",35,4,16,29,1,0,1,0,0
"970",0,0,0,0,0,1,0,0,0
"971",1,559,81,0,0,17,0,0,0
"972",0,1,0,0,0,5,0,0,0
"973",3,20,32,0,6,0,0,1,0
"974",0,0,7,0,273,0,0,0,0
"975",8,0,0,0,0,0,0,0,0
"976",12,265,9,0,205,0,0,20,0
"977",0,0,0,0,9,1,0,0,0
"978",0,532,0,0,0,0,0,0,0
"979",31,0,2,0,8,0,0,0,0
"980",0,4,0,0,2,0,0,0,0
"981",32,572,0,0,0,0,0,0,0
"982",0,0,0,40,0,0,0,0,0
"983",5,0,0,0,224,36,0,0,0
"984",0,3,0,1,0,21,0,0,0
"985",40,4,23,0,0,0,0,0,0
"986",3,0,0,24,47,272,0,0,0
"987",17,0,1,0,0,0,0,0,0
"988",0,266,12,0,2,31,0,0,0
"989",15,0,0,5,0,1,0,0,0
"990",1,0,5,2,5,263,0,0,0
"991",0,255,0,1,1,50,0,0,0
"992",48,0,0,0,0,0,0,0,0
"993",0,0,0,1,0,60,0,0,0
"994",6,0,6,5,0,0,0,0,0
"995",13,7,0,0,0,0,0,0,0
"996",0,1,4,2,0,0,0,0,0
"997",3,0,0,0,0,1,0,0,0
"998",0,0,9,42,15,0,0,0,0
"999",0,0,0,2,0,5,0,0,0
