"","x"
"LOC105838625",0.0963846318893
"LOC105828318",0.940984683269
"LOC105837019",0.418976496083
"LOC105841007",0.17148967783
"LOC105841103",0.0693332412703
"LOC105830850",0.303207198111
"LOC105832814",0.232042818842
"LOC105841089",0.228660145489
"LOC105836083",0.549907297027
"LOC105841100",0.199233924676
"LOC105832610",0.43804716389
"LOC105833636",0.254690978051
"LOC105833238",0.0741846554222
"LOC105830969",0.292537098246
"LOC105829545",0.384495815017
"LOC105835900",0.147869331742
"LOC105833481",1
"LOC105830419",0.203831898421
"LOC105834480",0.104567627753
"LOC105836589",0.0755016836809
"LOC105833470",0.19932324081
"LOC105838861",0.21291420753
"LOC105833269",0.385018995251
"LOC105836645",0.268277923843
"LOC105834342",0.488653470022
"LOC105830702",0.0384924469777
"LOC105835511",0.253345738094
"LOC105834644",0.999999999994
"LOC105831300",0.180162614178
"LOC105840939",0.135244729128
"LOC105837378",0.335162695825
"LOC105831428",0.0501963149402
"LOC105836925",0.67279212666
"LOC105828384",0.202449608325
"LOC105829544",0.118262139993
"LOC105829431",0.0709877191658
"LOC105832668",0.398429868108
"LOC105838692",0.375492454668
"LOC105830623",0.31339783826
"LOC105832392",0.0924349967265
"LOC105829589",0.053396435085
"LOC105836254",0.410035318743
"LOC105831156",0.0784231009305
"LOC105837327",0.283683658804
"LOC105831133",0.431982315004
"LOC105832062",0.252106621555
"LOC105836100",0.13097514741
"LOC105840333",0.999999999999
"LOC105829719",0.191638168075
"LOC105829902",0.616575762719
"LOC105829915",0.048236571732
"LOC105837498",0.233148395289
"LOC105830672",0.417420640088
"LOC105835989",0.435194906748
"LOC105828288",0.139449629544
"LOC105830499",0.0777487536996
"LOC105838274",0.509635417034
"LOC105838746",0.274330595853
"LOC105838363",0.027043058891
"LOC105830618",0.0508241017951
"LOC105831068",0.247918848342
"LOC105828482",0.155035989889
"LOC105829541",0.166568869385
"LOC105832205",0.0841461005351
"LOC105836162",0.0275274705685
"LOC105835508",0.723353753372
"LOC105828790",0.291305945401
"LOC105836377",0.24464243469
"LOC105836826",0.125112833091
"LOC105834570",0.286085403711
"LOC105827843",0.30926218592
"LOC105832868",0.375260460415
"LOC105837620",0.0450406219594
"LOC105832563",0.343644544702
"LOC105831673",0.292731308343
"LOC105837345",0.373549710904
"LOC105831654",0.0916830582001
"LOC105828574",0.14724408711
"LOC105830306",0.140827909324
"LOC105834772",0.324683328272
"LOC105837212",0.171358103987
"LOC105835871",0.070905321152
"LOC105830833",0.404250518848
"LOC105832236",0.840506119866
"LOC105837107",0.0493517940833
"LOC105837078",0.0340593306331
"LOC105828854",0.566031118384
"LOC105828847",0.0780633896665
"LOC105838730",0.347541512541
"LOC105827872",0.519354992125
"LOC105835203",0.161616858964
"LOC105831275",0.0986259280371
"LOC105835954",0.232915729212
"LOC105829519",0.0807113684562
"LOC105837691",1
"LOC105828425",0.220717983227
"LOC105838523",0.106688854196
"LOC105829602",0.293823524044
"LOC105836453",0.3086471624
"LOC105838772",0.376675322411
"LOC105835059",0.0844452545877
"LOC105832904",0.273425721799
"LOC105828305",0.515097733503
"LOC105828853",0.147985017379
"LOC105832885",0.12785902055
"LOC105835642",0.448064672711
"LOC105835517",0.0659686544607
"LOC105833424",0.377025885007
"LOC105832488",0.077143346409
"LOC105835777",0.36222351053
"LOC105835382",0.689804045764
"LOC105836247",0.297916742981
"LOC105831101",0.0693196157461
"LOC105830646",0.845792355194
"LOC105835416",0.161451001469
"LOC105829277",0.0807529196324
"LOC105832526",0.999999999995
"LOC105828930",0.158114074746
"LOC105834840",0.0305181614384
"LOC105829693",0.114098256545
"LOC105836261",0.369516188262
"LOC105832536",0.0742145956094
"LOC105835724",0.398012534756
"LOC105835936",0.134090239476
"LOC105830463",0.135485077027
"LOC105830773",0.609845177192
"LOC105835579",0.12819660727
"LOC105837195",0.435893533257
"LOC105832039",0.529806544512
"LOC105835092",0.243932673
"LOC105837864",0.106655179003
"LOC105829960",0.180577461849
"LOC105830881",0.409966398208
"LOC105834938",0.133813234028
"LOC105830384",0.248328669972
"LOC105838228",0.0962446225952
"LOC105833113",0.0104045036664
"LOC105835952",0.254120168284
"LOC105835263",0.261961072273
"LOC105833273",0.189453395701
"LOC105837642",0.0806046604936
"LOC105831222",0.65344920361
"LOC105832346",0.573836591081
"LOC105829490",0.200506990389
"LOC105836597",0.353431828252
"LOC105840583",0.0322513426155
"LOC105828918",0.525413351234
"LOC105831691",0.106323040082
"LOC105832489",0.0790027380918
"LOC105832370",0.210250113217
"LOC105830956",0.619692122539
"LOC105835846",0.103819369672
"LOC105838840",0.0328184190704
"LOC105834224",0.149448475802
"LOC105832152",0.937378828285
"LOC105832507",0.710066476991
"LOC105834448",0.212785882592
"LOC105833550",0.0726259804753
"LOC105827753",0.231738061634
"LOC105833530",0.292427762558
"LOC105828348",0.187746526226
"LOC105832334",0.29462639377
"LOC105837112",0.300447922049
"LOC105828547",0.212140534851
"LOC105837352",0.0804628778013
"LOC105833149",0.125115872255
"LOC105828321",0.16875700504
"LOC105838768",0.144992773924
"LOC105833373",0.117277583558
"LOC105836878",0.365194432877
"LOC105828427",0.781103028626
"LOC105836268",0.13821998155
"LOC105830483",0.299004319557
"LOC105836980",0.377278100817
"LOC105830286",0.500145804486
"LOC105836593",0.376782280685
"LOC105835473",0.0299582740222
"LOC105832079",0.508804797307
"LOC105829439",0.0142363264762
"LOC105828654",0.418067255246
"LOC105834501",0.582747012068
"LOC105829581",0.0346895587516
"LOC105834670",0.0123223946837
"LOC105835966",0.396061772578
"LOC105829575",0.181806313105
"LOC105831304",0.170473377667
"LOC105833602",0.0928902489459
"LOC105838319",0.247463864239
"LOC105837480",0.0293390467192
"LOC105840459",0.148176701851
"LOC105834389",0.136432531955
"LOC105836749",0.10211162753
"LOC105837558",0.333649382459
"LOC105837530",0.084464170956
"LOC105836576",0.724237300069
"LOC105833126",0.316649682675
"LOC105829527",0.121590587736
"LOC105832116",0.162590328015
"LOC105828410",0.143142744245
"LOC105837594",0.323697118074
"LOC105837307",0.23679784101
"LOC105832234",0.306331693075
"LOC105841073",0.129324511035
"LOC105829422",0.566661218641
"LOC105838111",0.146596723262
"LOC105832265",0.485583613546
"LOC105840418",0.13368460232
"LOC105831254",0.294784683957
"LOC105833903",0.212963963719
"LOC105831012",0.324261282537
"LOC105836843",0.0107328158583
"LOC105841012",0.326544440483
"LOC105832313",0.0774195320645
"LOC105833674",0.480981326056
"LOC105836810",0.143108915294
"LOC105834579",0.187736845304
"LOC105832399",0.188577654913
"LOC105840403",0.519420937486
"LOC105834557",0.48778425764
"LOC105830747",0.247440757831
"LOC105832009",0.426421526179
"LOC105831729",0.234947535886
"LOC105835103",0.0963798286496
"LOC105837866",0.256421158234
"LOC105840145",0.0582248061832
"LOC105834167",0.281155557352
"LOC105833088",0.60742395942
"LOC105837806",0.579144160708
"LOC105829035",0.10533691774
"LOC105829484",0.199832959331
"LOC105831159",0.349526297676
"LOC105833262",0.0164464608978
"LOC105837325",0.6630342269
"LOC105834899",0.39511519969
"LOC105832761",0.135931518012
"LOC105829554",0.0750984831648
"LOC105832087",0.4202179013
"LOC105834952",0.187265590976
"LOC105837344",0.166183405574
"LOC105828581",0.0650417146731
"LOC105833129",0.165649695259
"LOC105827820",0.205158822604
"LOC105827813",0.302856309733
"LOC105833952",0.292632627957
"LOC105827809",0.510746240297
"LOC105837005",0.0842017718765
"LOC105833517",0.462113326443
"LOC105834268",0.138898221781
"LOC105840591",0.149943957676
"LOC105837597",0.0949563098753
"LOC105830282",1
"LOC105840215",0.215835852277
"LOC105835495",0.0974503984932
"LOC105834874",0.269151846628
"LOC105828912",0.459642645076
"LOC105838830",0.503664128983
"LOC105837847",0.117146036532
"LOC105830260",0.414659717081
"LOC105836462",0.139615295884
"LOC105834956",0.0350809748612
"LOC105833680",0.415641761331
"LOC105835990",0.226023376085
"LOC105837853",0.337513467886
"LOC105831493",0.155497601612
"LOC105831002",0.00763850709142
"LOC105836923",0.262803196545
"LOC105835357",0.0709696085832
"LOC105832403",0.0459383275443
"LOC105833162",0.0579664273959
"LOC105835714",0.71314310509
"LOC105832015",0.397123934153
"LOC105835514",0.438991326596
"LOC105841028",0.269023227679
"LOC105834161",0.12104927499
"LOC105841025",0.286418796585
"LOC105840851",0.154955076316
"LOC105832042",1
"LOC105837713",0.0779343159718
"LOC105837473",0.107298302398
"LOC105833999",0.0470656035985
"LOC105831026",0.16396036881
"LOC105838831",0.0670522739361
"LOC105838733",0.371979204995
"LOC105831945",0.189201302142
"LOC105832586",0.0591477416035
"LOC105837163",0.662035163268
"LOC105834511",0.0369789472843
"LOC105833527",0.444351264392
"LOC105836335",0.126219679913
"LOC105837724",0.547563073575
"LOC105833403",0.26488909689
"LOC105832637",0.688181612151
"LOC105837040",0.0964207041782
"LOC105831770",0.0544240751038
"LOC105833337",0.627351504842
"LOC105835402",0.398768576918
"LOC105838129",0.262372661378
"LOC105828279",0.20932309308
"LOC105829703",0.10794869316
"LOC105829320",0.185712656108
"LOC105833508",0.0297281718971
"LOC105840871",0.35724504268
"LOC105832509",0.294041218084
"LOC105831700",0.196582208879
"LOC105836750",0.102346889055
"LOC105828818",0.350465083796
"LOC105831426",0.0686258094457
"LOC105829331",0.239519078704
"LOC105831973",0.164175189616
"LOC105830647",0.0363403914591
"LOC105834798",0.337914548443
"LOC105835553",0.425241240258
"LOC105835599",0.0168321563117
"LOC105834764",0.278458643547
"LOC105837970",0.0957784207306
"LOC105835345",0.0170841714684
"LOC105838237",0.109238338752
"LOC105833215",0.238816226496
"LOC105832789",0.181085775404
"LOC105829027",0.26291837877
"LOC105830724",0.105478624302
"LOC105836772",0.266308199504
"LOC105833518",0.278448916298
"LOC105830654",0.926211684435
"LOC105832101",0.671989233438
"LOC105837196",0.389639661646
"LOC105831637",0.0359135848602
"LOC105831093",0.363880174992
"LOC105836346",0.156241259072
"LOC105836385",0.249701339605
"LOC105838116",0.126068295323
"LOC105830425",0.192261737828
"LOC105834921",0.0672325513085
"LOC105828241",0.22289781164
"LOC105829321",0.0182938045352
"LOC105832672",0.0853247302812
"LOC105837680",0.204539506105
"LOC105833245",0.333007151431
"LOC105835528",0.114476676757
"LOC105840842",0.235347096852
"LOC105830400",0.0872009708472
"LOC105828162",0.0523309152449
"LOC105836859",0.388365630344
"LOC105827806",0.0434090239116
"LOC105835860",0.0769282293087
"LOC105828355",0.142907886848
"LOC105835328",0.516945945718
"LOC105836461",0.179543273041
"LOC105833000",0.113496039423
"LOC105831405",0.413021009787
"LOC105836159",0.403828806173
"LOC105838185",0.282648170943
"LOC105837263",0.0941677048211
"LOC105829486",0.866195997398
"LOC105836755",0.0471544874162
"LOC105835510",0.258926074466
"LOC105837093",0.185273439214
"LOC105834991",0.328143254021
"LOC105835031",0.043561659139
"LOC105835365",0.269583883014
"LOC105832210",0.179698064968
"LOC105838803",0.118844740246
"LOC105838155",0.0163887336805
"LOC105838386",0.247382107867
"LOC105835558",0.309501681696
"LOC105836689",0.0901974431769
"LOC105828301",0.151090733148
"LOC105828813",0.563007468534
"LOC105838550",0.0436432343027
"LOC105834859",0.221973720078
"LOC105835702",0.106763728203
"LOC105829734",0.153944538077
"LOC105832907",0.0468955432634
"LOC105831713",0.36836994376
"LOC105831104",0.294343146559
"LOC105833280",0.165029492916
"LOC105837308",0.453475114429
"LOC105830053",0.0226635699345
"LOC105830142",0.605512282207
"LOC105840662",0.0775180778811
"LOC105834384",0.360014220808
"LOC105834591",0.103482334957
"LOC105834430",0.186085831623
"LOC105830345",0.525528845908
"LOC105831594",0.39906731572
"LOC105831812",0.241394872928
"LOC105834822",0.519657782969
"LOC105834989",0.224025876332
"LOC105838469",0.445498699177
"LOC105833842",0.723194487374
"LOC105832368",0.287503917019
"LOC105838000",0.0692727790335
"LOC105839904",0.135461436136
"LOC105834163",0.585093914507
"LOC105828667",0.160859393264
"LOC105830616",0.606349579968
"LOC105840352",0.093590752693
"LOC105837879",0.195828867601
"LOC105829125",0.171275414893
"LOC105833078",0.411341162853
"LOC105836534",0.223229268203
"LOC105837433",0.0706587379207
"LOC105835198",0.0252076573837
"LOC105832469",0.0855575883469
"LOC105834118",0.478737816734
"LOC105831685",0.126343538168
"LOC105838568",0.464904892267
"LOC105840263",0.0668691164831
"LOC105829218",0.316947787254
"LOC105836957",0.0606489681142
"LOC105837778",0.191682332114
"LOC105837390",0.308757200997
"LOC105838517",0.149194967997
"LOC105832738",0.295446828702
"LOC105832305",0.0331938323756
"LOC105833006",0.5007971415
"LOC105834097",0.445014366935
"LOC105831099",0.0229154116777
"LOC105831545",0.0879582230203
"LOC105838599",0.170866135709
"LOC105830277",0.173985188115
"LOC105836253",0.368782854677
"LOC105828128",0.430783261173
"LOC105833591",0.00688909738158
"LOC105840793",0.147958548001
"LOC105830687",0.0875395726464
"LOC105834908",0.0523308534279
"LOC105836190",0.216075899682
"LOC105833678",0.0936701420702
"LOC105833153",0.877093030096
"LOC105836869",0.1778988466
"LOC105832350",0.0218607659954
"LOC105838515",0.347723939125
"LOC105835500",0.0819923483143
"LOC105832759",0.122464229489
"LOC105834022",0.109878196907
"LOC105833060",0.624275589358
"LOC105838616",0.0639686911299
"LOC105834586",0.545704651818
"LOC105837183",0.264496546273
"LOC105837942",0.0107984200848
"LOC105836822",0.117673796088
"LOC105833773",0.0442939526182
"LOC105829026",0.0760836723385
"LOC105834736",0.528759306576
"LOC105834538",0.0231136434879
"LOC105835559",0.503515077065
"LOC105838525",0.270741814914
"LOC105832266",0.302006262586
"LOC105837175",0.142427253183
"LOC105835712",0.304804758231
"LOC105837365",0.182490866961
"LOC105831579",0.159160590549
"LOC105835968",0.0741535027386
"LOC105832473",0.193826899511
"LOC105835717",0.101885978486
"LOC105838715",0.0209575288119
"LOC105834981",0.0936505843202
"LOC105837176",0.549669248718
"LOC105835529",0.0968805461128
"LOC105840118",0.0657951752179
"LOC105831932",0.593971019302
"LOC105828900",0.210957352391
"LOC105832231",0.113392944566
"LOC105841016",0.165720418354
"LOC105833118",0.156513614602
"LOC105833163",0.0290585318189
"LOC105831409",0.057515432138
"LOC105838796",0.234967414175
"LOC105838435",0.0270804495521
"LOC105830608",0.0638544151939
"LOC105837408",0.218042501571
"LOC105828708",0.114422719679
"LOC105840917",0.999999999999
"LOC105830695",0.170241415115
"LOC105840562",0.23046220566
"LOC105830011",0.0745403735653
"LOC105833654",0.198209478529
"LOC105832188",0.368679190646
"LOC105829506",0.238789517788
"LOC105836794",0.119265502188
"LOC105835444",0.0876040709066
"LOC105830173",0.107903949429
"LOC105830602",0.114109854944
"LOC105840184",0.0672613834279
"LOC105837913",0.236214237694
"LOC105832805",0.20771746891
"LOC105836018",0.115771879566
"LOC105834854",0.0336528430538
"LOC105832661",0.171089196106
"LOC105830792",0.151286193855
"LOC105830742",0.25110030582
"LOC105831889",0.200981192811
"LOC105828496",0.355614561077
"LOC105830201",0.124261399482
"LOC105832826",0.165097701728
"LOC105830257",0.0802322372794
"LOC105828376",0.223177957998
"LOC105829242",0.13895513156
"LOC105836324",0.0328184394976
"LOC105834962",0.106518325004
"LOC105832332",0.133904528162
"LOC105829758",0.0279961768202
"LOC105829156",0.113693779989
"LOC105832074",0.150924025631
"LOC105837171",0.222634408878
"LOC105835974",0.500314214244
"LOC105838717",0.200681762377
"LOC105832615",0.0906169533702
"LOC105833659",0.0346773185026
"LOC105840269",0.708041324882
"LOC105833128",0.0592707057876
"LOC105838497",0.272358633522
"LOC105828088",0.13184393723
"LOC105838243",0.670240976014
"LOC105833366",0.276139769315
"LOC105836649",0.186596293222
"LOC105835279",0.00741727602557
"LOC105831590",0.0194516785475
"LOC105841109",0.525375538364
"LOC105833809",0.110315356037
"LOC105831014",0.032053400416
"LOC105841160",0.218818587025
"LOC105836766",0.417518135278
"LOC105831883",0.102794566916
"LOC105830457",0.11666470315
"LOC105838567",0.283951822206
"LOC105829335",0.239192262691
"LOC105835083",0.172546759747
"LOC105832227",0.0526685055564
"LOC105829565",0.268721462464
"LOC105835321",0.111271001994
"LOC105835880",0.0806283506913
"LOC105837816",0.276188803729
"LOC105828608",0.267428611412
"LOC105833021",0.123031165065
"LOC105830866",0.29090826328
"LOC105836658",0.319785316896
"LOC105836992",0.10114525945
"LOC105837663",0.0466159535664
"LOC105832401",0.17090193282
"LOC105838133",0.0878593788237
"LOC105837814",0.264160183145
"LOC105835262",0.349176067814
"LOC105836512",0.238299274384
"LOC105833968",0.048943484937
"LOC105836921",0.158505548887
"LOC105833364",0.26959310265
"LOC105829036",0.24496929501
"LOC105836045",0.409093821941
"LOC105837461",0.0760560205713
"LOC105832140",0.0304065496775
"LOC105834408",0.197751336163
"LOC105835255",0.105791910315
"LOC105827759",0.268309217192
"LOC105840575",0.429199839917
"LOC105841079",0.596050843854
"LOC105836260",0.14409491519
"LOC105834075",0.0651693029042
"LOC105831614",0.227313555433
"LOC105829253",0.0528176008445
"LOC105829988",0.212838053916
"LOC105830482",0.207909579564
"LOC105829733",0.0481097104232
"LOC105827810",0.223551220172
"LOC105833938",0.349153364303
"LOC105834402",0.032014417733
"LOC105833658",0.0118959919011
"LOC105833884",0.300182199771
"LOC105838488",0.0605611324849
"LOC105840821",0.102124995601
"LOC105836759",0.408620746262
"LOC105834947",0.113768359853
"LOC105837619",0.224686913983
"LOC105838739",0.204011551693
"LOC105833457",0.110685112918
"LOC105829655",0.696627685721
"LOC105830878",0.16596894427
"LOC105835258",0.108797673871
"LOC105837969",0.519699412357
"LOC105830574",0.353020886746
"LOC105832422",0.132903733169
"LOC105835563",0.293205576301
"LOC105829257",0.12592813996
"LOC105838438",0.329043406521
"LOC105830825",0.0254615892584
"LOC105836297",0.639452174457
"LOC105830902",0.255527789007
"LOC105837273",0.108747472839
"LOC105837438",0.114341008627
"LOC105838502",0.299891714397
"LOC105831141",0.590408383392
"LOC105832159",0.0913411696579
"LOC105836503",0.294760596239
"LOC105836298",0.0549161177374
"LOC105837756",0.18136682194
"LOC105832478",0.150599616932
"LOC105833257",0.674491291214
"LOC105832940",0.0757116013811
"LOC105830350",0.100985621257
"LOC105830427",0.125425632335
"LOC105835295",0.208521157724
"LOC105837247",0.113649636927
"LOC105830922",0.0147091820949
"LOC105833544",0.100604284252
"LOC105834411",0.0927188440302
"LOC105835319",0.0692933724393
"LOC105834209",0.312851701005
"LOC105840360",0.0991532859212
"LOC105833811",0.365415513906
"LOC105829542",0.522010465873
"LOC105840460",0.143779190656
"LOC105838586",0.0864699707962
"LOC105836628",0.198766298925
"LOC105832560",0.689535425155
"LOC105833687",0.411071195589
"LOC105835996",0.0914477105858
"LOC105829928",0.121845495469
"LOC105836330",0.215304081197
"LOC105830026",0.0293687604099
"LOC105835341",0.0207659736357
"LOC105831703",0.107665576718
"LOC105834497",0.045933379813
"LOC105833751",0.271157900931
"LOC105836177",0.0197756481126
"LOC105837138",0.281859426482
"LOC105829180",0.0997085570226
"LOC105832453",0.0945364431717
"LOC105831353",0.125658086186
"LOC105835370",0.139219583618
"LOC105829339",0.120183790027
"LOC105837941",0.264238287774
"LOC105831676",0.0859326404124
"LOC105830740",0.103900608098
"LOC105836567",0.1271836958
"LOC105840691",0.013577707932
"LOC105836926",0.0529888324862
"LOC105838503",0.422853141479
"LOC105836334",0.232507950591
"LOC105838493",0.0828442603242
"LOC105834133",0.109710120016
"LOC105834003",0.075453052553
"LOC105830465",0.0518814345144
"LOC105830579",0.207887302676
"LOC105829084",0.0997082117526
"LOC105840998",0.139511503063
"LOC105836473",0.144139536643
"LOC105840642",0.252401667621
"LOC105831083",0.3785421341
"LOC105829158",0.0633829385
"LOC105835183",0.0437457856357
"LOC105835334",0.111639053893
"LOC105831443",0.0673865848665
"LOC105834794",0.157465513052
"LOC105830080",0.153668266838
"LOC105838221",0.0372485157112
"LOC105830518",0.0249508706943
"LOC105828267",0.265382361093
"LOC105840699",0.381732361198
"LOC105836922",0.0567586995036
"LOC105830074",0.108651434772
"LOC105836135",0.12472990483
"LOC105828461",0.0516276649433
"LOC105831186",0.0805786493865
"LOC105835427",0.141208471772
"LOC105831064",0.089745914492
"LOC105828996",0.470766141999
"LOC105831875",0.132142345112
"LOC105836144",0.197579229089
"LOC105838345",0.0465320606908
"LOC105831838",0.0733437737242
"LOC105838170",0.348661853202
"LOC105831091",0.230657069288
"LOC105838147",0.373995004532
"LOC105836010",0.0999627001711
"LOC105832782",0.0679947100227
"LOC105837442",0.168737830844
"LOC105833331",0.162757181243
"LOC105829812",0.0960054479981
"LOC105837036",0.0641141035469
"LOC105833193",0.63308938018
"LOC105836937",0.319194451732
"LOC105828500",0.0335922749406
"LOC105835186",0.218607560567
"LOC105832048",0.264522039858
"LOC105832633",0.153241389721
"LOC105832503",0.132554023664
"LOC105831803",0.0765712156472
"LOC105829528",0.037979462645
"LOC105828507",0.101254105015
"LOC105830356",0.158757652693
"LOC105833959",0.208710332914
"LOC105836087",0.0563170113283
"LOC105835570",0.273372333796
"LOC105829715",0.376705733884
"LOC105835162",0.188481880242
"LOC105840870",0.710844958772
"LOC105835962",0.380296844605
"LOC105835550",0.379286407056
"LOC105840451",0.24463980514
"LOC105829540",0.639486805383
"LOC105837628",0.146761487169
"LOC105831853",0.083792447295
"LOC105832342",0.151735641414
"LOC105828372",0.259834179145
"LOC105829478",0.612270880497
"LOC105837380",0.0487987611139
"LOC105841003",0.0189026751388
"LOC105840422",0.418399805297
"LOC105833743",0.10776311649
"LOC105830290",0.559161904549
"LOC105836587",0.102435764341
"LOC105838618",0.316010826017
"LOC105840732",0.370308350778
"LOC105833372",0.422220538218
"LOC105836361",0.143221175726
"LOC105836107",0.300544588906
"LOC105838441",0.0332738051587
"LOC105834451",0.102606305559
"LOC105840290",0.0593717453298
"LOC105830298",0.247233148141
"LOC105831152",0.136275197196
"LOC105837819",0.150857739612
"LOC105833437",0.35702506692
"LOC105833176",0.0872239482739
"LOC105833058",0.161794963044
"LOC105833196",0.172739637113
"LOC105837827",0.0138269299374
"LOC105834473",0.491203353434
"LOC105837928",0.3614360323
"LOC105830228",0.712923384779
"LOC105835909",0.0972943737351
